日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,全国2連率,当地勝率,当地2連率,モーター番号,モーター2連率,ボート番号,ボート2連率,体重,年齢,進入
2025-04-07,平和島,6,13:24,投票,1,岡部哲,B1,埼玉,4.4,21.11,4.63,29.63,63,47.65,68,29.73,51.0,50,
2025-04-07,平和島,6,13:24,投票,2,渡邉睦広,A2,東京,5.33,31.58,5.74,41.98,34,34.71,12,36.93,51.5,56,
2025-04-07,平和島,6,13:24,投票,3,吉田光,B1,佐賀,5.01,22.22,7.0,52.94,45,42.77,19,38.2,52.1,49,
2025-04-07,平和島,6,13:24,投票,4,西尾亮輔,B1,愛知,3.97,16.09,4.07,28.57,36,40.24,70,28.75,52.0,36,
2025-04-07,平和島,6,13:24,投票,5,野口勝弘,A1,愛知,6.58,46.07,6.5,52.5,72,38.73,63,34.55,50.0,38,
2025-04-07,平和島,6,13:24,投票,6,井田涼介,B2,群馬,1.17,0.0,0.0,0.0,30,35.33,27,30.18,62.3,21,
2025-04-07,平和島,7,13:55,投票,1,野見山拓己,B1,福岡,4.82,26.03,5.29,42.86,43,29.94,72,33.54,52.0,30,
2025-04-07,平和島,7,13:55,投票,2,後藤孝義,B2,静岡,3.59,12.24,3.79,17.86,10,32.34,15,43.45,52.3,56,
2025-04-07,平和島,7,13:55,投票,3,石野貴之,A1,大阪,6.24,49.15,9.0,50.0,35,39.31,57,31.03,52.2,42,
2025-04-07,平和島,7,13:55,投票,4,國崎良春,B1,福岡,5.28,36.27,5.56,38.89,24,46.75,24,26.25,52.8,50,
2025-04-07,平和島,7,13:55,投票,5,塚田修二,B1,東京,4.15,19.23,3.67,16.67,27,36.16,37,34.24,54.9,57,
2025-04-07,平和島,7,13:55,投票,6,牧村俊輝,B2,愛知,1.72,0.0,1.4,0.0,26,38.24,73,33.73,52.5,21,
2025-04-07,平和島,8,14:26,投票,1,伊藤喜智,B1,大阪,5.18,31.0,5.9,45.0,33,42.2,14,33.13,52.1,39,
2025-04-07,平和島,8,14:26,投票,2,滝沢芳行,A2,埼玉,4.91,31.65,5.88,44.0,53,34.3,55,41.3,51.0,56,
2025-04-07,平和島,8,14:26,投票,3,細川明人,B1,岡山,3.88,21.05,0.0,0.0,40,40.35,46,35.36,55.8,50,
2025-04-07,平和島,8,14:26,投票,4,花田和明,B1,愛知,5.18,33.33,0.0,0.0,68,33.91,10,28.82,52.7,55,
2025-04-07,平和島,8,14:26,投票,5,松村康太,A2,福井,6.29,40.19,4.38,12.5,65,31.98,75,34.78,52.8,41,
2025-04-07,平和島,8,14:26,投票,6,小坂風太,B1,福井,4.49,19.23,4.5,20.0,20,33.33,60,37.66,53.1,24,
2025-04-07,平和島,9,14:58,投票,1,森照夫,B1,福岡,4.63,29.63,0.0,0.0,73,34.13,53,32.52,53.2,36,
2025-04-07,平和島,9,14:58,投票,2,山下昂大,B1,岡山,5.3,31.46,6.0,45.45,56,29.76,21,32.92,52.3,32,
2025-04-07,平和島,9,14:58,投票,3,金子拓矢,A1,群馬,6.92,55.13,6.0,38.71,74,29.34,74,22.92,52.2,41,
2025-04-07,平和島,9,14:58,投票,4,大橋純一郎,A1,静岡,6.2,44.35,6.28,43.75,21,41.32,16,30.18,52.2,44,
2025-04-07,平和島,9,14:58,投票,5,星栄爾,A2,静岡,5.59,35.34,5.7,50.0,13,30.54,54,33.96,53.5,39,
2025-04-07,平和島,9,14:58,投票,6,西川新太郎,B1,愛知,5.25,32.95,0.0,0.0,29,46.24,28,31.93,54.7,45,
2025-04-07,平和島,10,15:31,投票,1,坂口貴彦,B1,岡山,4.57,26.67,5.15,41.18,19,47.9,69,36.26,52.7,35,
2025-04-07,平和島,10,15:31,投票,2,野口勝弘,A1,愛知,6.58,46.07,6.5,52.5,72,38.73,63,34.55,50.0,38,
2025-04-07,平和島,10,15:31,投票,3,坂元浩仁,A1,愛知,6.19,42.37,6.29,42.86,62,33.93,71,34.51,53.6,39,
2025-04-07,平和島,10,15:31,投票,4,伊藤将吉,A1,静岡,7.1,56.36,6.78,55.56,70,35.26,26,35.47,52.3,46,
2025-04-07,平和島,10,15:31,投票,5,田中宏典,B1,佐賀,4.62,26.76,0.0,0.0,50,27.98,17,28.31,54.1,25,
2025-04-07,平和島,10,15:31,投票,6,岡部哲,B1,埼玉,4.4,21.11,4.63,29.63,63,47.65,68,29.73,51.0,50,
2025-04-07,平和島,11,16:05,投票,1,鶴本崇文,A2,大阪,6.46,45.61,7.59,65.52,11,25.61,18,30.25,52.2,39,
2025-04-07,平和島,11,16:05,投票,2,中村真,A2,福岡,5.25,31.65,5.17,38.89,32,29.24,29,23.38,53.2,52,
2025-04-07,平和島,11,16:05,投票,3,岡部大輔,B1,佐賀,5.42,38.54,4.0,20.0,12,36.9,20,33.33,52.3,44,
2025-04-07,平和島,11,16:05,投票,4,石野貴之,A1,大阪,6.24,49.15,9.0,50.0,35,39.31,57,31.03,52.2,42,
2025-04-07,平和島,11,16:05,投票,5,渡邉睦広,A2,東京,5.33,31.58,5.74,41.98,34,34.71,12,36.93,51.5,56,
2025-04-07,平和島,11,16:05,投票,6,野見山拓己,B1,福岡,4.82,26.03,5.29,42.86,43,29.94,72,33.54,52.0,30,
2025-04-07,平和島,12,16:40,投票,1,岡崎恭裕,A1,福岡,7.0,55.81,5.78,22.22,49,36.75,11,31.82,52.0,38,
2025-04-07,平和島,12,16:40,投票,2,藤山翔大,A2,大阪,6.33,49.63,5.32,36.84,52,33.92,59,35.8,52.0,34,
2025-04-07,平和島,12,16:40,投票,3,濱崎直矢,A1,埼玉,7.19,59.12,7.25,57.14,17,30.49,25,27.92,53.0,41,
2025-04-07,平和島,12,16:40,投票,4,梶野学志,A1,東京,6.57,48.1,6.28,45.31,64,38.82,52,35.44,52.8,44,
2025-04-07,平和島,12,16:40,投票,5,中澤和志,A1,埼玉,6.86,45.45,6.92,41.67,51,43.02,23,25.32,53.5,48,
2025-04-07,平和島,12,16:40,投票,6,川原正明,A2,福井,5.57,41.67,3.33,16.67,23,34.32,65,25.87,52.1,51,
2025-04-07,蒲郡,1,15:17,投票,1,浅見昌克,B1,埼玉,6.17,47.62,5.36,27.27,15,34.12,62,32.72,51.5,55,
2025-04-07,蒲郡,1,15:17,投票,2,森下勇,B1,群馬,4.07,18.42,0.0,0.0,40,39.16,33,44.0,54.5,51,
2025-04-07,蒲郡,1,15:17,投票,3,村田敦,B1,東京,4.2,20.69,3.87,13.33,43,33.33,51,32.28,59.5,41,
2025-04-07,蒲郡,1,15:17,投票,4,林恵祐,B1,福岡,4.52,22.67,3.29,0.0,50,27.52,31,28.47,59.7,49,
2025-04-07,蒲郡,1,15:17,投票,5,石原光,B1,静岡,5.03,26.67,2.38,0.0,54,42.86,13,38.37,53.7,29,
2025-04-07,蒲郡,1,15:17,投票,6,森作広大,B1,東京,3.73,12.24,3.22,0.0,37,33.85,29,38.96,56.5,36,
2025-04-07,蒲郡,2,15:41,投票,1,大江純,B1,愛知,4.22,22.22,4.97,26.32,75,35.0,57,31.33,52.0,29,
2025-04-07,蒲郡,2,15:41,投票,2,津久井拓也,A2,群馬,5.89,43.0,5.7,30.0,46,23.57,59,28.99,52.2,37,
2025-04-07,蒲郡,2,15:41,投票,3,森下愛梨,B1,静岡,5.29,33.33,5.61,35.48,24,46.26,41,22.97,50.7,28,
2025-04-07,蒲郡,2,15:41,投票,4,堤昇,A2,静岡,5.06,29.84,5.5,38.89,36,30.92,14,31.1,52.1,55,
2025-04-07,蒲郡,2,15:41,投票,5,神里琴音,B1,福岡,4.08,19.57,2.56,0.0,38,25.47,60,26.81,45.5,20,
2025-04-07,蒲郡,2,15:41,投票,6,橋本英一,B1,福岡,4.74,28.24,4.28,16.67,66,22.22,46,34.55,53.0,34,
2025-04-07,蒲郡,3,16:07,投票,1,森清友翔,B1,福岡,4.15,21.95,2.78,0.0,48,32.48,38,30.48,53.3,23,
2025-04-07,蒲郡,3,16:07,投票,2,佐藤ほのか,B1,東京,4.21,16.44,0.0,0.0,63,37.24,40,39.67,46.5,28,
2025-04-07,蒲郡,3,16:07,投票,3,永田秀二,A1,東京,6.08,44.17,7.4,65.0,73,36.41,34,27.92,55.1,39,
2025-04-07,蒲郡,3,16:07,投票,4,井上尚悟,B1,大阪,3.88,19.15,2.0,0.0,16,39.07,43,27.71,52.5,37,
2025-04-07,蒲郡,3,16:07,投票,5,小林孝彰,B1,福井,6.1,40.7,4.76,29.41,74,31.43,75,38.04,52.7,25,
2025-04-07,蒲郡,3,16:07,投票,6,待鳥雄紀,A2,福岡,5.24,33.7,5.77,48.39,69,38.27,23,28.47,56.3,45,
2025-04-07,蒲郡,4,16:32,投票,1,服部達哉,A2,愛知,4.77,26.14,5.4,32.5,77,21.58,36,33.73,54.7,38,
2025-04-07,蒲郡,4,16:32,投票,2,竹下大樹,A2,福岡,6.23,46.0,0.0,0.0,68,25.0,25,40.11,53.9,26,
2025-04-07,蒲郡,4,16:32,投票,3,喜多那由夏,B1,静岡,4.06,20.0,2.5,0.0,17,22.22,63,33.53,49.0,42,
2025-04-07,蒲郡,4,16:32,投票,4,梶原正,B1,福岡,4.19,15.58,6.3,40.0,14,37.1,52,31.89,55.4,50,
2025-04-07,蒲郡,4,16:32,投票,5,加藤翔,B1,静岡,4.36,24.51,3.84,18.03,35,30.05,61,31.01,52.5,41,
2025-04-07,蒲郡,4,16:32,投票,6,天野友和,A2,愛知,6.52,41.07,7.18,52.63,49,31.89,22,28.46,52.0,47,
2025-04-07,蒲郡,5,17:01,投票,1,佃來紀,B1,大阪,4.19,13.91,2.92,7.69,39,34.73,16,26.36,52.0,24,
2025-04-07,蒲郡,5,17:01,投票,2,石原光,B1,静岡,5.03,26.67,2.38,0.0,54,42.86,13,38.37,53.7,29,
2025-04-07,蒲郡,5,17:01,投票,3,浅見昌克,B1,埼玉,6.17,47.62,5.36,27.27,15,34.12,62,32.72,51.5,55,
2025-04-07,蒲郡,5,17:01,投票,4,北川潤二,A1,愛知,6.33,45.61,6.28,46.22,19,46.45,19,20.33,55.1,42,
2025-04-07,蒲郡,5,17:01,投票,5,塩崎桐加,A2,三重,5.31,38.54,5.65,41.18,13,38.86,67,30.18,49.1,32,
2025-04-07,蒲郡,5,17:01,投票,6,平野和明,A2,愛知,5.32,27.78,5.63,32.88,22,39.75,54,34.3,52.5,44,
2025-04-07,蒲郡,6,17:27,投票,1,池田雄一,A2,静岡,6.14,40.66,5.53,33.33,11,47.26,70,45.99,53.3,43,
2025-04-07,蒲郡,6,17:27,投票,2,深澤達徳,A2,東京,5.62,30.28,5.08,16.67,20,29.63,48,30.59,52.7,44,
2025-04-07,蒲郡,6,17:27,投票,3,森下勇,B1,群馬,4.07,18.42,0.0,0.0,40,39.16,33,44.0,54.5,51,
2025-04-07,蒲郡,6,17:27,投票,4,大橋栄里佳,B1,福岡,4.83,32.0,0.0,0.0,12,27.59,56,38.06,48.6,43,
2025-04-07,蒲郡,6,17:27,投票,5,武田光史,A1,福井,6.26,45.13,3.1,0.0,76,30.49,64,31.25,52.4,51,
2025-04-07,蒲郡,6,17:27,投票,6,神里琴音,B1,福岡,4.08,19.57,2.56,0.0,38,25.47,60,26.81,45.5,20,
2025-04-07,蒲郡,7,17:55,投票,1,山崎義明,A2,埼玉,5.3,34.02,4.3,25.0,64,40.52,24,36.84,52.1,58,
2025-04-07,蒲郡,7,17:55,投票,2,林恵祐,B1,福岡,4.52,22.67,3.29,0.0,50,27.52,31,28.47,59.7,49,
2025-04-07,蒲郡,7,17:55,投票,3,待鳥雄紀,A2,福岡,5.24,33.7,5.77,48.39,69,38.27,23,28.47,56.3,45,
2025-04-07,蒲郡,7,17:55,投票,4,津久井拓也,A2,群馬,5.89,43.0,5.7,30.0,46,23.57,59,28.99,52.2,37,
2025-04-07,蒲郡,7,17:55,投票,5,佐藤ほのか,B1,東京,4.21,16.44,0.0,0.0,63,37.24,40,39.67,46.5,28,
2025-04-07,蒲郡,7,17:55,投票,6,高木茉白,B2,埼玉,1.79,0.0,0.88,0.0,65,33.14,39,41.95,47.3,18,
2025-04-07,蒲郡,8,18:25,投票,1,吉永則雄,A1,大阪,6.2,47.37,6.29,50.0,23,31.69,26,30.22,52.7,46,
2025-04-07,蒲郡,8,18:25,投票,2,森作広大,B1,東京,3.73,12.24,3.22,0.0,37,33.85,29,38.96,56.5,36,
2025-04-07,蒲郡,8,18:25,投票,3,小林孝彰,B1,福井,6.1,40.7,4.76,29.41,74,31.43,75,38.04,52.7,25,
2025-04-07,蒲郡,8,18:25,投票,4,服部達哉,A2,愛知,4.77,26.14,5.4,32.5,77,21.58,36,33.73,54.7,38,
2025-04-07,蒲郡,8,18:25,投票,5,木村紗友希,B1,静岡,3.74,16.67,4.75,25.0,47,29.14,55,36.21,47.5,40,
2025-04-07,蒲郡,8,18:25,投票,6,後藤盛也,A2,東京,5.24,36.67,3.97,16.13,67,22.7,28,35.93,52.0,36,
2025-04-07,蒲郡,9,18:55,投票,1,永田秀二,A1,東京,6.08,44.17,7.4,65.0,73,36.41,34,27.92,55.1,39,
2025-04-07,蒲郡,9,18:55,投票,2,加藤翔,B1,静岡,4.36,24.51,3.84,18.03,35,30.05,61,31.01,52.5,41,
2025-04-07,蒲郡,9,18:55,投票,3,平野和明,A2,愛知,5.32,27.78,5.63,32.88,22,39.75,54,34.3,52.5,44,
2025-04-07,蒲郡,9,18:55,投票,4,竹下大樹,A2,福岡,6.23,46.0,0.0,0.0,68,25.0,25,40.11,53.9,26,
2025-04-07,蒲郡,9,18:55,投票,5,村田敦,B1,東京,4.2,20.69,3.87,13.33,43,33.33,51,32.28,59.5,41,
2025-04-07,蒲郡,9,18:55,投票,6,井上尚悟,B1,大阪,3.88,19.15,2.0,0.0,16,39.07,43,27.71,52.5,37,
2025-04-07,蒲郡,10,19:24,投票,1,天野友和,A2,愛知,6.52,41.07,7.18,52.63,49,31.89,22,28.46,52.0,47,
2025-04-07,蒲郡,10,19:24,投票,2,武田光史,A1,福井,6.26,45.13,3.1,0.0,76,30.49,64,31.25,52.4,51,
2025-04-07,蒲郡,10,19:24,投票,3,梶原正,B1,福岡,4.19,15.58,6.3,40.0,14,37.1,52,31.89,55.4,50,
2025-04-07,蒲郡,10,19:24,投票,4,佃來紀,B1,大阪,4.19,13.91,2.92,7.69,39,34.73,16,26.36,52.0,24,
2025-04-07,蒲郡,10,19:24,投票,5,堤昇,A2,静岡,5.06,29.84,5.5,38.89,36,30.92,14,31.1,52.1,55,
2025-04-07,蒲郡,10,19:24,投票,6,大江純,B1,愛知,4.22,22.22,4.97,26.32,75,35.0,57,31.33,52.0,29,
2025-04-07,蒲郡,11,20:02,投票,1,北川潤二,A1,愛知,6.33,45.61,6.28,46.22,19,46.45,19,20.33,55.1,42,
2025-04-07,蒲郡,11,20:02,投票,2,池田雄一,A2,静岡,6.14,40.66,5.53,33.33,11,47.26,70,45.99,53.3,43,
2025-04-07,蒲郡,11,20:02,投票,3,山崎義明,A2,埼玉,5.3,34.02,4.3,25.0,64,40.52,24,36.84,52.1,58,
2025-04-07,蒲郡,11,20:02,投票,4,吉永則雄,A1,大阪,6.2,47.37,6.29,50.0,23,31.69,26,30.22,52.7,46,
2025-04-07,蒲郡,11,20:02,投票,5,森清友翔,B1,福岡,4.15,21.95,2.78,0.0,48,32.48,38,30.48,53.3,23,
2025-04-07,蒲郡,11,20:02,投票,6,森下愛梨,B1,静岡,5.29,33.33,5.61,35.48,24,46.26,41,22.97,50.7,28,
2025-04-07,蒲郡,12,20:33,投票,1,飯島昌弘,A1,埼玉,6.5,48.54,0.0,0.0,21,27.33,20,34.62,52.0,52,
2025-04-07,蒲郡,12,20:33,投票,2,石川真二,A1,福岡,6.9,56.12,0.0,0.0,45,43.95,68,36.26,52.0,54,
2025-04-07,蒲郡,12,20:33,投票,3,山崎哲司,A1,愛知,6.78,55.88,6.05,41.82,18,44.29,65,24.2,52.0,46,
2025-04-07,蒲郡,12,20:33,投票,4,太田和美,A1,大阪,6.53,42.99,7.0,50.0,72,41.78,35,23.27,53.1,52,
2025-04-07,蒲郡,12,20:33,投票,5,江口晃生,A1,群馬,7.41,65.43,3.82,0.0,71,31.79,30,38.41,52.0,60,
2025-04-07,蒲郡,12,20:33,投票,6,西舘健,A2,東京,5.57,39.62,5.13,25.0,70,32.0,49,26.99,52.9,40,
2025-04-07,常滑,1,10:24,投票,1,中田夕貴,A2,埼玉,5.37,35.92,6.5,60.0,14,34.07,22,33.14,46.5,32,
2025-04-07,常滑,1,10:24,投票,2,菅野はやか,B2,広島,3.84,13.58,5.0,40.0,23,30.68,54,39.76,51.8,42,
2025-04-07,常滑,1,10:24,投票,3,中尾彩香,B1,福岡,3.85,18.87,0.0,0.0,34,50.6,11,34.1,47.6,23,
2025-04-07,常滑,1,10:24,投票,4,山田理央,A2,香川,5.58,32.74,5.43,14.29,19,42.86,35,30.95,46.5,24,
2025-04-07,常滑,1,10:24,投票,5,加藤奈月,B1,福井,4.07,19.12,0.0,0.0,57,32.98,67,25.97,56.1,36,
2025-04-07,常滑,1,10:24,投票,6,井澤聖奈,B2,愛知,1.29,0.0,1.07,0.0,8,26.19,60,24.2,47.5,21,
2025-04-07,常滑,2,10:54,投票,1,中谷朋子,A1,兵庫,6.19,43.82,6.21,41.38,4,32.94,53,25.77,44.9,48,
2025-04-07,常滑,2,10:54,投票,2,安達美帆,B1,埼玉,3.04,13.04,3.48,16.0,41,34.52,55,22.29,46.6,49,
2025-04-07,常滑,2,10:54,投票,3,笠野友紀恵,B1,愛知,3.42,11.54,3.55,17.39,11,38.82,45,31.14,47.1,54,
2025-04-07,常滑,2,10:54,投票,4,松瀬弘美,A2,静岡,5.01,26.74,4.14,28.57,15,46.59,58,41.52,47.8,54,
2025-04-07,常滑,2,10:54,投票,5,宮崎安奈,B1,埼玉,4.31,19.75,3.89,11.11,40,29.07,12,25.3,48.5,26,
2025-04-07,常滑,2,10:54,投票,6,諏訪玲奈,B2,岡山,1.57,0.0,0.0,0.0,35,42.17,21,27.04,48.1,22,
2025-04-07,常滑,3,11:24,投票,1,勝浦真帆,A2,岡山,6.48,53.28,4.47,23.53,28,25.0,72,34.43,48.7,29,
2025-04-07,常滑,3,11:24,投票,2,谷川里江,B1,愛知,5.19,36.36,5.3,31.48,16,34.07,49,32.1,45.1,57,
2025-04-07,常滑,3,11:24,投票,3,五反田忍,B1,大阪,4.67,32.76,0.0,0.0,20,28.57,56,33.33,49.8,51,
2025-04-07,常滑,3,11:24,投票,4,伊藤玲奈,B1,福岡,4.99,29.33,0.0,0.0,10,34.07,27,32.34,45.6,32,
2025-04-07,常滑,3,11:24,投票,5,樋江井舞,B2,愛知,2.08,4.6,1.56,0.0,53,41.41,66,25.5,45.2,23,
2025-04-07,常滑,3,11:24,投票,6,土屋千明,A1,群馬,6.58,44.32,0.0,0.0,59,40.22,29,39.41,45.8,42,
2025-04-07,常滑,4,11:54,投票,1,山本梨菜,B1,佐賀,5.83,33.33,0.0,0.0,48,31.91,48,36.46,44.8,27,
2025-04-07,常滑,4,11:54,投票,2,宇野弥生,A2,愛知,6.0,44.04,5.54,37.7,32,16.25,15,44.83,47.8,39,
2025-04-07,常滑,4,11:54,投票,3,福島陽子,B1,岡山,3.83,19.72,4.3,20.0,17,36.36,68,29.33,48.4,56,
2025-04-07,常滑,4,11:54,投票,4,西村歩,B1,大阪,5.5,34.45,6.88,58.82,21,35.8,31,34.94,47.8,39,
2025-04-07,常滑,4,11:54,投票,5,中村紋夕梨,B2,愛知,1.55,0.0,1.12,0.0,46,34.83,75,30.06,46.6,21,
2025-04-07,常滑,4,11:54,投票,6,向井美鈴,A1,山口,5.12,27.35,5.66,40.0,29,33.33,44,34.41,45.4,45,
2025-04-07,常滑,5,12:21,投票,1,伊藤栞,B2,愛知,1.59,0.0,1.47,0.0,5,38.54,69,26.45,58.7,21,
2025-04-07,常滑,5,12:21,投票,2,海野ゆかり,A1,広島,5.6,35.77,6.3,50.0,36,25.93,64,27.68,44.1,51,
2025-04-07,常滑,5,12:21,投票,3,池田奈津美,B1,福岡,4.48,28.92,0.0,0.0,56,40.66,19,42.69,50.7,31,
2025-04-07,常滑,5,12:21,投票,4,真子奈津実,B1,福岡,4.48,20.24,0.0,0.0,30,18.84,51,30.63,47.1,36,
2025-04-07,常滑,5,12:21,投票,5,松田真実,B2,愛知,3.56,17.86,2.41,9.26,42,25.64,28,52.07,47.1,23,
2025-04-07,常滑,5,12:21,投票,6,津田裕絵,A2,山口,5.05,27.47,5.49,25.71,3,29.79,30,29.09,49.8,38,
2025-04-07,常滑,6,12:48,投票,1,山下夏鈴,A2,三重,4.84,30.21,0.0,0.0,55,29.79,37,42.77,43.6,27,
2025-04-07,常滑,6,12:48,投票,2,中尾彩香,B1,福岡,3.85,18.87,0.0,0.0,34,50.6,11,34.1,47.6,23,
2025-04-07,常滑,6,12:48,投票,3,倉田郁美,B1,静岡,4.77,22.73,4.93,34.88,22,55.42,47,31.54,49.1,57,
2025-04-07,常滑,6,12:48,投票,4,新田芳美,B1,徳島,4.53,20.0,5.36,27.27,25,40.0,33,24.85,47.6,55,
2025-04-07,常滑,6,12:48,投票,5,笠野友紀恵,B1,愛知,3.42,11.54,3.55,17.39,11,38.82,45,31.14,47.1,54,
2025-04-07,常滑,6,12:48,投票,6,平高奈菜,A1,香川,7.36,56.03,5.9,40.0,47,34.04,25,31.74,45.9,37,
2025-04-07,常滑,7,13:22,投票,1,谷川里江,B1,愛知,5.19,36.36,5.3,31.48,16,34.07,49,32.1,45.1,57,
2025-04-07,常滑,7,13:22,投票,2,中田夕貴,A2,埼玉,5.37,35.92,6.5,60.0,14,34.07,22,33.14,46.5,32,
2025-04-07,常滑,7,13:22,投票,3,永田楽,B1,愛知,2.98,12.79,2.07,3.64,37,37.5,20,35.26,44.7,22,
2025-04-07,常滑,7,13:22,投票,4,犬童千秋,B1,福岡,5.33,35.63,0.0,0.0,24,25.0,14,27.95,50.5,39,
2025-04-07,常滑,7,13:22,投票,5,諏訪玲奈,B2,岡山,1.57,0.0,0.0,0.0,35,42.17,21,27.04,48.1,22,
2025-04-07,常滑,7,13:22,投票,6,三浦永理,A1,静岡,7.51,53.47,6.92,52.11,61,47.62,24,30.46,46.5,42,
2025-04-07,常滑,8,13:56,投票,1,坂咲友理,B1,大阪,3.81,16.28,0.0,0.0,62,27.91,70,33.52,44.7,35,
2025-04-07,常滑,8,13:56,投票,2,勝浦真帆,A2,岡山,6.48,53.28,4.47,23.53,28,25.0,72,34.43,48.7,29,
2025-04-07,常滑,8,13:56,投票,3,宮崎安奈,B1,埼玉,4.31,19.75,3.89,11.11,40,29.07,12,25.3,48.5,26,
2025-04-07,常滑,8,13:56,投票,4,細川裕子,A1,愛知,6.18,43.0,7.33,58.62,18,53.75,74,36.26,47.0,43,
2025-04-07,常滑,8,13:56,投票,5,井澤聖奈,B2,愛知,1.29,0.0,1.07,0.0,8,26.19,60,24.2,47.5,21,
2025-04-07,常滑,8,13:56,投票,6,中里優子,B1,埼玉,5.17,31.71,4.43,14.29,60,36.59,36,34.91,47.1,52,
2025-04-07,常滑,9,14:32,投票,1,福島陽子,B1,岡山,3.83,19.72,4.3,20.0,17,36.36,68,29.33,48.4,56,
