日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,全国2連率,当地勝率,当地2連率,モーター番号,モーター2連率,ボート番号,ボート2連率,体重,年齢,進入
2025-04-04,戸田,1,10:47,,6,長谷川暖,B1,岡山,2.78,6.49,0.0,0.0,43,32.88,23,32.65,52.0,20,
2025-04-04,戸田,2,11:16,,1,渥美卓郎,B1,静岡,4.72,27.61,4.0,13.33,32,26.43,51,22.97,53.7,42,
2025-04-04,戸田,2,11:16,,2,稲生夏季,B1,東京,4.33,16.87,4.49,20.0,3,36.94,73,31.39,49.1,34,
2025-04-04,戸田,2,11:16,,3,木村浩士,B1,群馬,4.81,27.27,4.84,32.43,26,32.89,49,36.23,54.5,44,
2025-04-04,戸田,2,11:16,,4,堀之内紀代子,A2,岡山,5.55,40.38,0.0,0.0,31,25.17,63,41.61,46.5,45,
2025-04-04,戸田,2,11:16,,5,尾嶋一広,A1,兵庫,7.03,54.48,5.88,38.46,28,33.56,26,28.15,54.0,37,
2025-04-04,戸田,2,11:16,,6,渡辺千草,B1,東京,5.28,29.29,5.31,12.5,5,36.0,16,37.12,49.6,61,
2025-04-04,戸田,3,11:45,,1,伏見俊介,B1,東京,5.52,37.97,6.71,57.14,15,38.57,70,25.18,53.7,33,
2025-04-04,戸田,3,11:45,,2,小山勉,A1,埼玉,6.22,45.74,5.7,33.65,48,39.49,37,29.93,52.0,38,
2025-04-04,戸田,3,11:45,,3,山下友貴,B1,静岡,5.27,34.09,0.0,0.0,40,27.48,68,40.88,44.5,38,
2025-04-04,戸田,3,11:45,,4,下河誉史,A2,福岡,5.52,37.88,6.39,38.89,16,37.25,44,36.17,55.1,42,
2025-04-04,戸田,3,11:45,,5,植竹玲奈,B2,東京,1.28,0.0,1.25,0.0,36,32.82,72,28.37,53.8,18,
2025-04-04,戸田,3,11:45,,6,鈴木勝博,A2,愛知,6.55,51.65,6.29,39.29,44,36.42,69,32.33,52.2,42,
2025-04-04,戸田,4,12:14,,1,宇佐見淳,A2,愛知,6.46,49.0,7.11,54.05,35,29.77,19,34.56,52.3,44,
2025-04-04,戸田,4,12:14,,2,平見真彦,A2,愛知,6.59,44.78,4.63,8.33,12,45.71,71,39.42,53.2,36,
2025-04-04,戸田,4,12:14,,3,小池公生,B1,福岡,5.48,32.67,5.0,28.57,22,37.32,13,28.36,51.5,37,
2025-04-04,戸田,4,12:14,,4,高橋勲,B1,東京,5.44,38.57,5.08,33.33,17,22.9,43,29.93,54.3,57,
2025-04-04,戸田,4,12:14,,5,島田賢人,A1,埼玉,6.24,43.01,7.01,53.85,18,37.04,34,33.81,52.9,36,
2025-04-04,戸田,4,12:14,,6,中嶋世奈,B2,静岡,1.6,1.54,0.0,0.0,14,51.53,60,40.43,50.5,18,
2025-04-04,戸田,5,12:44,,1,佐々木康幸,A1,静岡,6.4,47.24,7.0,57.58,38,39.49,27,41.91,52.4,51,
2025-04-04,戸田,5,12:44,,2,川添英正,B1,福岡,4.42,23.91,0.0,0.0,19,38.67,50,30.71,52.0,54,
2025-04-04,戸田,5,12:44,,3,山地正樹,B1,岡山,5.04,29.46,3.67,22.22,20,37.86,64,37.06,55.6,48,
2025-04-04,戸田,5,12:44,,4,長野壮志郎,A1,福岡,5.48,37.11,6.38,50.0,63,36.55,57,32.39,55.8,44,
2025-04-04,戸田,5,12:44,,5,西村豪洋,B1,愛知,4.94,24.42,4.74,25.81,6,23.7,24,36.96,52.5,37,
2025-04-04,戸田,5,12:44,,6,池本輝明,B1,広島,4.67,23.28,4.83,25.0,2,33.1,33,23.88,51.0,58,
2025-04-04,戸田,6,13:14,,1,松村敏,A1,福岡,7.02,56.32,6.89,22.22,64,29.57,12,34.78,53.1,41,
2025-04-04,戸田,6,13:14,,2,田中豪,A2,東京,6.3,44.44,4.53,25.0,29,33.1,11,21.68,53.1,52,
2025-04-04,戸田,6,13:14,,3,倉田茂将,B1,愛知,4.87,29.63,5.97,46.67,10,37.09,15,45.99,54.5,26,
2025-04-04,戸田,6,13:14,,4,野村誠,A2,群馬,6.49,48.53,6.08,37.25,33,35.17,41,38.52,51.5,38,
2025-04-04,戸田,6,13:14,,5,長谷川暖,B1,岡山,2.78,6.49,0.0,0.0,43,32.88,23,32.65,52.0,20,
2025-04-04,戸田,6,13:14,,6,福嶋智之,B1,岡山,4.53,24.18,5.13,37.5,42,37.66,76,27.41,53.1,46,
2025-04-04,戸田,7,13:45,,1,大豆生田蒼,A2,埼玉,6.16,45.45,6.72,55.81,4,28.85,20,32.35,47.0,30,
2025-04-04,戸田,7,13:45,,2,山下友貴,B1,静岡,5.27,34.09,0.0,0.0,40,27.48,68,40.88,44.5,38,
2025-04-04,戸田,7,13:45,,3,渡辺千草,B1,東京,5.28,29.29,5.31,12.5,5,36.0,16,37.12,49.6,61,
2025-04-04,戸田,7,13:45,,4,吉田彩乃,B1,静岡,4.57,26.67,3.71,25.0,34,25.69,18,42.22,47.8,24,
2025-04-04,戸田,7,13:45,,5,稲生夏季,B1,東京,4.33,16.87,4.49,20.0,3,36.94,73,31.39,49.1,34,
2025-04-04,戸田,7,13:45,,6,植竹玲奈,B2,東京,1.28,0.0,1.25,0.0,36,32.82,72,28.37,53.8,18,
2025-04-04,戸田,8,14:16,,1,山本英志,A2,東京,5.38,35.9,6.81,58.06,37,28.47,55,30.71,51.5,50,
2025-04-04,戸田,8,14:16,,2,木村浩士,B1,群馬,4.81,27.27,4.84,32.43,26,32.89,49,36.23,54.5,44,
2025-04-04,戸田,8,14:16,,3,高橋勲,B1,東京,5.44,38.57,5.08,33.33,17,22.9,43,29.93,54.3,57,
2025-04-04,戸田,8,14:16,,4,鈴木勝博,A2,愛知,6.55,51.65,6.29,39.29,44,36.42,69,32.33,52.2,42,
2025-04-04,戸田,8,14:16,,5,岩井繁,B1,広島,3.4,9.09,4.0,12.5,25,37.58,75,36.03,58.2,51,
2025-04-04,戸田,8,14:16,,6,中嶋達也,B1,兵庫,4.41,24.55,4.2,26.67,27,36.02,31,30.71,54.3,37,
2025-04-04,戸田,9,14:48,,1,堀之内紀代子,A2,岡山,5.55,40.38,0.0,0.0,31,25.17,63,41.61,46.5,45,
2025-04-04,戸田,9,14:48,,2,佐竹太一,B1,兵庫,4.72,26.36,3.5,22.73,11,35.92,30,35.86,52.2,38,
2025-04-04,戸田,9,14:48,,3,羽野諒,B1,福岡,4.33,18.68,4.45,20.0,7,36.88,77,27.27,52.6,28,
2025-04-04,戸田,9,14:48,,4,渥美卓郎,B1,静岡,4.72,27.61,4.0,13.33,32,26.43,51,22.97,53.7,42,
2025-04-04,戸田,9,14:48,,5,中嶋世奈,B2,静岡,1.6,1.54,0.0,0.0,14,51.53,60,40.43,50.5,18,
2025-04-04,戸田,9,14:48,,6,下河誉史,A2,福岡,5.52,37.88,6.39,38.89,16,37.25,44,36.17,55.1,42,
2025-04-04,戸田,10,15:21,,1,島田賢人,A1,埼玉,6.24,43.01,7.01,53.85,18,37.04,34,33.81,52.9,36,
2025-04-04,戸田,10,15:21,,2,長野壮志郎,A1,福岡,5.48,37.11,6.38,50.0,63,36.55,57,32.39,55.8,44,
2025-04-04,戸田,10,15:21,,3,田中豪,A2,東京,6.3,44.44,4.53,25.0,29,33.1,11,21.68,53.1,52,
2025-04-04,戸田,10,15:21,,4,平見真彦,A2,愛知,6.59,44.78,4.63,8.33,12,45.71,71,39.42,53.2,36,
2025-04-04,戸田,10,15:21,,5,松村敏,A1,福岡,7.02,56.32,6.89,22.22,64,29.57,12,34.78,53.1,41,
2025-04-04,戸田,10,15:21,,6,伏見俊介,B1,東京,5.52,37.97,6.71,57.14,15,38.57,70,25.18,53.7,33,
2025-04-04,戸田,11,15:55,,1,尾嶋一広,A1,兵庫,7.03,54.48,5.88,38.46,28,33.56,26,28.15,54.0,37,
2025-04-04,戸田,11,15:55,,2,野村誠,A2,群馬,6.49,48.53,6.08,37.25,33,35.17,41,38.52,51.5,38,
2025-04-04,戸田,11,15:55,,3,川添英正,B1,福岡,4.42,23.91,0.0,0.0,19,38.67,50,30.71,52.0,54,
2025-04-04,戸田,11,15:55,,4,小山勉,A1,埼玉,6.22,45.74,5.7,33.65,48,39.49,37,29.93,52.0,38,
2025-04-04,戸田,11,15:55,,5,佐々木康幸,A1,静岡,6.4,47.24,7.0,57.58,38,39.49,27,41.91,52.4,51,
2025-04-04,戸田,11,15:55,,6,大豆生田蒼,A2,埼玉,6.16,45.45,6.72,55.81,4,28.85,20,32.35,47.0,30,
2025-04-04,戸田,12,16:30,,1,黒野元基,A1,愛知,6.01,41.67,6.37,42.11,13,24.8,42,36.23,51.5,28,
2025-04-04,戸田,12,16:30,,2,中野希一,A2,埼玉,6.32,49.6,6.43,52.46,30,30.88,32,39.86,52.0,25,
2025-04-04,戸田,12,16:30,,3,富永修一,A2,福岡,6.03,43.36,6.64,51.52,65,33.56,53,34.78,52.2,43,
2025-04-04,戸田,12,16:30,,4,大平誉史明,B1,大阪,5.27,36.36,6.33,51.85,39,31.93,61,41.84,51.5,55,
2025-04-04,戸田,12,16:30,,5,金児隆太,A2,群馬,5.88,41.18,6.26,50.0,1,30.5,66,24.31,52.1,37,
2025-04-04,戸田,12,16:30,,6,池田雄祐,A1,愛知,6.68,45.83,5.7,43.48,23,30.5,58,40.58,51.0,36,
2025-04-04,平和島,1,11:04,,1,西川新太郎,B1,愛知,5.25,32.95,0.0,0.0,29,46.24,28,31.93,54.4,45,
2025-04-04,平和島,1,11:04,,2,夏山亮平,B1,大阪,5.2,39.19,5.14,37.93,38,38.73,67,37.65,55.0,38,
2025-04-04,平和島,1,11:04,,3,細川明人,B1,岡山,3.88,21.05,0.0,0.0,40,40.35,58,34.55,55.0,50,
2025-04-04,平和島,1,11:04,,4,小坂風太,B1,福井,4.49,19.23,4.5,20.0,20,33.33,60,37.66,52.4,24,
2025-04-04,平和島,1,11:04,,5,牧村俊輝,B2,愛知,1.72,0.0,1.4,0.0,26,38.24,73,33.73,52.4,21,
2025-04-04,平和島,1,11:04,,6,石野貴之,A1,大阪,6.24,49.15,9.0,50.0,35,39.31,57,31.03,52.2,42,
2025-04-04,平和島,2,11:31,,1,大賀龍之介,B1,福岡,5.57,41.49,7.67,66.67,28,36.47,31,40.98,54.5,28,
2025-04-04,平和島,2,11:31,,2,大橋純一郎,A1,静岡,6.2,44.35,6.28,43.75,21,41.32,16,30.18,52.2,44,
2025-04-04,平和島,2,11:31,,3,星栄爾,A2,静岡,5.59,35.34,5.7,50.0,13,30.54,54,33.96,53.3,39,
2025-04-04,平和島,2,11:31,,4,中村真,A2,福岡,5.25,31.65,5.17,38.89,32,29.24,29,23.38,52.9,52,
2025-04-04,平和島,2,11:31,,5,須藤隆雄,B1,群馬,3.82,18.31,4.11,16.67,15,41.82,62,32.73,54.3,50,
2025-04-04,平和島,2,11:31,,6,伊藤喜智,B1,大阪,5.18,31.0,5.9,45.0,33,42.2,14,33.13,52.0,39,
2025-04-04,平和島,3,11:58,,1,高井雄基,B1,愛知,6.5,50.0,0.0,0.0,57,36.53,61,43.2,52.6,28,
2025-04-04,平和島,3,11:58,,2,滝沢芳行,A2,埼玉,4.91,31.65,5.88,44.0,53,34.3,55,41.3,52.0,56,
2025-04-04,平和島,3,11:58,,3,伊藤将吉,A1,静岡,7.1,56.36,6.78,55.56,70,35.26,26,35.47,52.0,46,
2025-04-04,平和島,3,11:58,,4,井田涼介,B2,群馬,1.17,0.0,0.0,0.0,30,35.33,27,30.18,62.4,21,
2025-04-04,平和島,3,11:58,,5,鶴本崇文,A2,大阪,6.46,45.61,7.59,65.52,11,25.61,18,30.25,52.0,39,
2025-04-04,平和島,3,11:58,,6,花田和明,B1,愛知,5.18,33.33,0.0,0.0,68,33.91,10,28.82,52.7,55,
2025-04-04,平和島,4,12:25,,1,中野夢斗,B1,愛知,3.89,24.62,4.31,22.86,44,36.9,22,45.3,52.7,28,
2025-04-04,平和島,4,12:25,,2,若林樹蘭,A2,東京,5.95,43.24,5.46,38.0,48,34.34,64,37.42,52.0,22,
2025-04-04,平和島,4,12:25,,3,濱崎直矢,A1,埼玉,7.19,59.12,7.25,57.14,17,30.49,25,27.92,53.7,41,
2025-04-04,平和島,4,12:25,,4,國崎良春,B1,福岡,5.28,36.27,5.56,38.89,24,46.75,24,26.25,52.3,50,
2025-04-04,平和島,4,12:25,,5,後藤孝義,B2,静岡,3.59,12.24,3.79,17.86,10,32.34,15,43.45,52.0,56,
2025-04-04,平和島,4,12:25,,6,藤山翔大,A2,大阪,6.33,49.63,5.32,36.84,52,33.92,59,35.8,52.0,34,
2025-04-04,平和島,5,12:54,,1,金子拓矢,A1,群馬,6.92,55.13,6.0,38.71,74,29.34,74,22.92,52.3,41,
2025-04-04,平和島,5,12:54,,2,塚田修二,B1,東京,4.15,19.23,3.67,16.67,27,36.16,66,34.16,55.6,57,
2025-04-04,平和島,5,12:54,,3,田中宏典,B1,佐賀,4.62,26.76,0.0,0.0,50,27.98,17,28.31,53.5,25,
2025-04-04,平和島,5,12:54,,4,吉田光,B1,佐賀,5.01,22.22,7.0,52.94,45,42.77,19,38.2,52.0,49,
2025-04-04,平和島,5,12:54,,5,夏山亮平,B1,大阪,5.2,39.19,5.14,37.93,38,38.73,67,37.65,55.0,38,
2025-04-04,平和島,5,12:54,,6,野見山拓己,B1,福岡,4.82,26.03,5.29,42.86,43,29.94,72,33.54,52.0,30,
2025-04-04,平和島,6,13:24,,1,岡部大輔,B1,佐賀,5.42,38.54,4.0,20.0,12,36.9,20,33.33,52.2,44,
2025-04-04,平和島,6,13:24,,2,中澤和志,A1,埼玉,6.86,45.45,6.92,41.67,51,43.02,23,25.32,52.7,48,
2025-04-04,平和島,6,13:24,,3,西川新太郎,B1,愛知,5.25,32.95,0.0,0.0,29,46.24,28,31.93,54.4,45,
2025-04-04,平和島,6,13:24,,4,渡邉睦広,A2,東京,5.33,31.58,5.74,41.98,34,34.71,12,36.93,51.5,56,
2025-04-04,平和島,6,13:24,,5,川原正明,A2,福井,5.57,41.67,3.33,16.67,23,34.32,65,25.87,52.5,51,
2025-04-04,平和島,6,13:24,,6,山下昂大,B1,岡山,5.3,31.46,6.0,45.45,56,29.76,21,32.92,52.1,32,
2025-04-04,平和島,7,13:55,,1,大塚康雅,B1,東京,5.02,31.76,4.35,22.58,16,28.48,13,32.2,51.0,30,
2025-04-04,平和島,7,13:55,,2,西尾亮輔,B1,愛知,3.97,16.09,4.07,28.57,36,40.24,70,28.75,52.0,36,
2025-04-04,平和島,7,13:55,,3,石野貴之,A1,大阪,6.24,49.15,9.0,50.0,35,39.31,57,31.03,52.2,42,
2025-04-04,平和島,7,13:55,,4,伊藤喜智,B1,大阪,5.18,31.0,5.9,45.0,33,42.2,14,33.13,52.0,39,
2025-04-04,平和島,7,13:55,,5,坂口貴彦,B1,岡山,4.57,26.67,5.15,41.18,19,47.9,69,36.26,52.6,35,
2025-04-04,平和島,7,13:55,,6,松村康太,A2,福井,6.29,40.19,4.38,12.5,65,31.98,75,34.78,52.6,41,
2025-04-04,平和島,8,14:26,,1,若林樹蘭,A2,東京,5.95,43.24,5.46,38.0,48,34.34,64,37.42,52.0,22,
2025-04-04,平和島,8,14:26,,2,田代達也,B1,東京,3.63,16.92,4.0,24.14,58,34.88,56,32.08,52.2,33,
2025-04-04,平和島,8,14:26,,3,須藤隆雄,B1,群馬,3.82,18.31,4.11,16.67,15,41.82,62,32.73,54.3,50,
2025-04-04,平和島,8,14:26,,4,岡崎恭裕,A1,福岡,7.0,55.81,5.78,22.22,49,36.75,11,31.82,51.5,38,
2025-04-04,平和島,8,14:26,,5,森照夫,B1,福岡,4.63,29.63,0.0,0.0,73,34.13,53,32.52,53.6,36,
2025-04-04,平和島,8,14:26,,6,牧村俊輝,B2,愛知,1.72,0.0,1.4,0.0,26,38.24,73,33.73,52.4,21,
2025-04-04,平和島,9,14:58,,1,中村真,A2,福岡,5.25,31.65,5.17,38.89,32,29.24,29,23.38,52.9,52,
2025-04-04,平和島,9,14:58,,2,野口勝弘,A1,愛知,6.58,46.07,6.5,52.5,72,38.73,63,34.55,50.0,38,
2025-04-04,平和島,9,14:58,,3,金子拓矢,A1,群馬,6.92,55.13,6.0,38.71,74,29.34,74,22.92,52.3,41,
2025-04-04,平和島,9,14:58,,4,鶴本崇文,A2,大阪,6.46,45.61,7.59,65.52,11,25.61,18,30.25,52.0,39,
2025-04-04,平和島,9,14:58,,5,國崎良春,B1,福岡,5.28,36.27,5.56,38.89,24,46.75,24,26.25,52.3,50,
2025-04-04,平和島,9,14:58,,6,細川明人,B1,岡山,3.88,21.05,0.0,0.0,40,40.35,58,34.55,55.0,50,
2025-04-04,平和島,10,15:31,,1,坂元浩仁,A1,愛知,6.19,42.37,6.29,42.86,62,33.93,71,34.51,54.3,39,
2025-04-04,平和島,10,15:31,,2,大賀龍之介,B1,福岡,5.57,41.49,7.67,66.67,28,36.47,31,40.98,54.5,28,
