日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,全国2連率,当地勝率,当地2連率,モーター番号,モーター2連率,ボート番号,ボート2連率,体重,年齢,進入
2025-04-09,江戸川,9,14:52,,3,和田操拓,A2,滋賀,5.96,37.96,5.56,34.38,46,27.93,16,38.92,51.5,40,
2025-04-09,江戸川,9,14:52,,4,飯山泰,A2,東京,6.06,40.95,5.8,30.95,31,39.32,48,30.43,52.0,47,
2025-04-09,江戸川,9,14:52,,5,小林基樹,B1,山口,4.41,25.0,2.78,11.11,11,30.51,46,30.73,52.4,45,
2025-04-09,江戸川,9,14:52,,6,浅見宗孝,B1,埼玉,4.77,27.16,5.15,32.61,57,27.37,36,38.04,55.0,52,
2025-04-09,江戸川,10,15:22,,1,三川昂暁,A2,福岡,5.68,38.83,4.38,7.69,55,31.79,26,37.56,53.3,36,
2025-04-09,江戸川,10,15:22,,2,鈴木猛,B1,東京,4.88,25.49,5.26,31.58,60,39.13,33,30.51,52.6,51,
2025-04-09,江戸川,10,15:22,,3,原田篤志,A1,山口,6.21,45.59,6.63,51.43,13,39.22,62,36.04,52.0,45,
2025-04-09,江戸川,10,15:22,,4,真庭明志,A2,長崎,4.86,27.43,4.75,18.75,36,43.5,13,33.5,52.0,41,
2025-04-09,江戸川,10,15:22,,5,吉田祐貴,B1,佐賀,3.78,14.71,4.2,20.0,51,43.5,18,32.14,54.5,39,
2025-04-09,江戸川,10,15:22,,6,新出浩司,B1,大阪,4.92,27.27,4.82,25.0,34,44.85,53,44.55,52.0,41,
2025-04-09,江戸川,11,15:53,,1,吉川喜継,A1,滋賀,6.38,45.24,0.0,0.0,39,44.79,55,34.9,52.0,43,
2025-04-09,江戸川,11,15:53,,2,石渡翔一郎,B1,東京,5.55,39.39,5.12,35.04,66,31.84,30,31.79,52.4,22,
2025-04-09,江戸川,11,15:53,,3,秦英悟,A2,大阪,6.86,51.16,3.8,20.0,54,36.32,28,32.5,52.0,39,
2025-04-09,江戸川,11,15:53,,4,村上彰一,B1,福岡,4.7,22.39,4.46,27.03,65,26.23,15,34.67,54.9,41,
2025-04-09,江戸川,11,15:53,,5,浜先真範,A2,広島,7.16,52.46,6.94,52.94,64,27.06,56,39.9,52.2,31,
2025-04-09,江戸川,11,15:53,,6,石岡将太,B1,群馬,5.08,34.65,5.18,42.42,62,32.02,40,43.06,56.8,36,
2025-04-09,江戸川,12,16:25,,1,馬野耀,A1,大阪,5.51,29.76,5.38,37.5,50,30.85,32,34.29,53.8,31,
2025-04-09,江戸川,12,16:25,,2,板橋侑我,A2,静岡,7.15,61.11,5.95,39.53,18,34.67,14,36.27,52.5,28,
2025-04-09,江戸川,12,16:25,,3,渥美卓郎,B1,静岡,4.54,22.81,4.04,14.29,19,33.84,41,36.55,54.3,42,
2025-04-09,江戸川,12,16:25,,4,品田直樹,B1,東京,4.37,21.43,5.32,34.27,71,37.63,71,39.13,51.5,46,
2025-04-09,江戸川,12,16:25,,5,野村誠,A2,群馬,6.38,47.46,6.37,39.02,16,32.8,65,30.98,51.5,38,
2025-04-09,江戸川,12,16:25,,6,平瀬城啓,B1,福井,4.14,16.84,4.79,28.57,10,34.95,38,38.39,54.8,40,
2025-04-09,多摩川,1,11:43,,1,多田有佑,B1,東京,3.7,16.42,4.97,31.25,17,0.0,61,0.0,54.0,42,
2025-04-09,多摩川,1,11:43,,2,金子貴志,B1,福井,4.56,27.27,4.29,0.0,15,0.0,33,0.0,49.5,49,
2025-04-09,多摩川,1,11:43,,3,鹿島敏弘,B1,群馬,4.73,25.42,3.69,17.24,39,0.0,28,0.0,58.8,39,
2025-04-09,多摩川,1,11:43,,4,前田翔,A2,愛知,6.37,44.68,7.37,59.26,23,0.0,36,0.0,51.3,25,
2025-04-09,多摩川,1,11:43,,5,野中義生,B1,静岡,3.95,15.52,4.12,24.0,36,0.0,50,0.0,52.3,59,
2025-04-09,多摩川,1,11:43,,6,日笠勝弘,B1,大阪,4.47,22.73,4.0,16.67,32,0.0,62,0.0,52.2,41,
2025-04-09,多摩川,2,12:11,,1,坪内実,B1,大阪,3.94,15.29,4.44,25.0,70,0.0,54,0.0,54.5,58,
2025-04-09,多摩川,2,12:11,,2,後藤翔之,A2,東京,6.38,46.88,6.85,48.94,24,0.0,44,0.0,55.0,39,
2025-04-09,多摩川,2,12:11,,3,竹上真司,B1,岡山,3.57,15.28,3.38,12.5,21,0.0,39,0.0,53.0,57,
2025-04-09,多摩川,2,12:11,,4,花本夏樹,B1,三重,4.5,18.75,4.63,25.0,26,0.0,58,0.0,54.7,41,
2025-04-09,多摩川,2,12:11,,5,酒井陽祐,B1,愛知,4.2,25.42,3.28,12.0,20,0.0,45,0.0,51.1,36,
2025-04-09,多摩川,2,12:11,,6,中野希一,A2,埼玉,6.46,50.47,6.53,53.33,28,0.0,63,0.0,52.7,25,
2025-04-09,多摩川,3,12:40,,1,西田靖,B1,東京,4.36,25.93,4.44,28.13,71,0.0,23,0.0,54.2,63,
2025-04-09,多摩川,3,12:40,,2,井手良太,B1,大阪,5.37,29.41,5.57,50.0,69,0.0,57,0.0,50.9,37,
2025-04-09,多摩川,3,12:40,,3,青木蓮,A2,埼玉,5.98,47.47,5.05,20.0,68,0.0,34,0.0,50.7,24,
2025-04-09,多摩川,3,12:40,,4,倉田茂将,B1,愛知,4.72,28.13,4.95,26.32,54,0.0,47,0.0,55.5,26,
2025-04-09,多摩川,3,12:40,,5,小坂尚哉,A1,兵庫,6.91,52.54,6.56,46.3,18,0.0,46,0.0,54.9,38,
2025-04-09,多摩川,3,12:40,,6,加瀬智宏,B1,群馬,4.35,21.33,5.38,33.33,29,0.0,29,0.0,56.7,55,
2025-04-09,多摩川,4,13:10,,1,西川真人,B1,滋賀,4.44,23.08,4.4,20.0,38,0.0,35,0.0,56.7,41,
2025-04-09,多摩川,4,13:10,,2,黒野元基,A1,愛知,6.17,43.0,7.94,66.67,63,0.0,42,0.0,51.6,28,
2025-04-09,多摩川,4,13:10,,3,宮田龍馬,A2,兵庫,6.26,42.71,5.55,27.27,44,0.0,49,0.0,51.7,27,
2025-04-09,多摩川,4,13:10,,4,寺本昇平,B1,群馬,4.83,22.73,4.77,19.23,12,0.0,38,0.0,48.9,49,
2025-04-09,多摩川,4,13:10,,5,山本兼士,B1,大阪,4.61,27.06,4.82,32.14,72,0.0,24,0.0,50.6,47,
2025-04-09,多摩川,4,13:10,,6,早川颯太,B2,東京,1.3,0.0,1.33,0.0,13,0.0,60,0.0,59.5,22,
2025-04-09,多摩川,5,13:42,,1,今坂晃広,B1,静岡,3.41,14.47,2.36,0.0,22,0.0,30,0.0,52.6,47,
2025-04-09,多摩川,5,13:42,,2,日笠勝弘,B1,大阪,4.47,22.73,4.0,16.67,32,0.0,62,0.0,52.2,41,
2025-04-09,多摩川,5,13:42,,3,鈴木孝明,B1,埼玉,5.47,35.56,7.0,50.0,64,0.0,27,0.0,55.2,26,
2025-04-09,多摩川,5,13:42,,4,平尾崇典,A1,岡山,6.68,48.67,5.91,37.78,42,0.0,32,0.0,51.4,52,
2025-04-09,多摩川,5,13:42,,5,橋本久和,A2,群馬,6.32,49.12,5.19,29.63,50,0.0,53,0.0,53.8,54,
2025-04-09,多摩川,5,13:42,,6,大塚雅治,B1,東京,4.43,21.54,5.29,35.29,14,0.0,31,0.0,55.2,27,
2025-04-09,多摩川,6,14:13,,1,齋藤勇,B1,東京,4.66,24.05,4.16,13.95,59,0.0,56,0.0,51.9,58,
2025-04-09,多摩川,6,14:13,,2,東本勝利,A1,三重,6.31,42.5,6.37,48.15,11,0.0,25,0.0,53.0,45,
2025-04-09,多摩川,6,14:13,,3,高橋二朗,B1,東京,3.38,8.7,4.22,17.65,27,0.0,41,0.0,52.7,75,
2025-04-09,多摩川,6,14:13,,4,妹尾忠幸,A1,岡山,6.31,45.08,6.62,51.72,62,0.0,52,0.0,56.5,44,
2025-04-09,多摩川,6,14:13,,5,古川誠之,A2,愛知,5.72,41.12,5.69,41.38,61,0.0,59,0.0,57.0,46,
2025-04-09,多摩川,6,14:13,,6,野中義生,B1,静岡,3.95,15.52,4.12,24.0,36,0.0,50,0.0,52.3,59,
2025-04-09,多摩川,7,14:44,,1,小坂宗司,A2,大阪,5.69,41.67,5.5,29.17,56,0.0,22,0.0,52.1,44,
2025-04-09,多摩川,7,14:44,,2,西田靖,B1,東京,4.36,25.93,4.44,28.13,71,0.0,23,0.0,54.2,63,
2025-04-09,多摩川,7,14:44,,3,清水紀克,B2,愛知,3.76,20.9,3.36,14.29,48,0.0,51,0.0,56.4,56,
2025-04-09,多摩川,7,14:44,,4,黒井達矢,A1,埼玉,6.0,40.65,4.63,12.5,30,0.0,43,0.0,53.7,36,
2025-04-09,多摩川,7,14:44,,5,鹿島敏弘,B1,群馬,4.73,25.42,3.69,17.24,39,0.0,28,0.0,58.8,39,
2025-04-09,多摩川,7,14:44,,6,花本夏樹,B1,三重,4.5,18.75,4.63,25.0,26,0.0,58,0.0,54.7,41,
2025-04-09,多摩川,8,15:19,,1,寺本昇平,B1,群馬,4.83,22.73,4.77,19.23,12,0.0,38,0.0,48.9,49,
2025-04-09,多摩川,8,15:19,,2,泉具巳,B1,兵庫,4.18,18.18,5.21,41.67,43,0.0,40,0.0,54.3,59,
2025-04-09,多摩川,8,15:19,,3,中野希一,A2,埼玉,6.46,50.47,6.53,53.33,28,0.0,63,0.0,52.7,25,
2025-04-09,多摩川,8,15:19,,4,若林将,A1,東京,6.57,40.0,7.53,57.89,41,0.0,55,0.0,54.7,41,
2025-04-09,多摩川,8,15:19,,5,岡瀬正人,A2,岡山,5.93,42.54,0.0,0.0,16,0.0,26,0.0,52.5,50,
2025-04-09,多摩川,8,15:19,,6,井手良太,B1,大阪,5.37,29.41,5.57,50.0,69,0.0,57,0.0,50.9,37,
2025-04-09,多摩川,9,15:57,,1,後藤翔之,A2,東京,6.38,46.88,6.85,48.94,24,0.0,44,0.0,55.0,39,
2025-04-09,多摩川,9,15:57,,2,鈴木孝明,B1,埼玉,5.47,35.56,7.0,50.0,64,0.0,27,0.0,55.2,26,
2025-04-09,多摩川,9,15:57,,3,倉田茂将,B1,愛知,4.72,28.13,4.95,26.32,54,0.0,47,0.0,55.5,26,
2025-04-09,多摩川,9,15:57,,4,宮田龍馬,A2,兵庫,6.26,42.71,5.55,27.27,44,0.0,49,0.0,51.7,27,
2025-04-09,多摩川,9,15:57,,5,金子貴志,B1,福井,4.56,27.27,4.29,0.0,15,0.0,33,0.0,49.5,49,
2025-04-09,多摩川,9,15:57,,6,星野太郎,A2,三重,5.39,32.22,5.91,41.3,53,0.0,21,0.0,53.0,48,
2025-04-09,多摩川,10,16:38,,1,内堀学,A2,東京,6.41,52.58,5.7,37.5,33,0.0,37,0.0,55.4,37,
2025-04-09,多摩川,10,16:38,,2,今坂晃広,B1,静岡,3.41,14.47,2.36,0.0,22,0.0,30,0.0,52.6,47,
2025-04-09,多摩川,10,16:38,,3,前田翔,A2,愛知,6.37,44.68,7.37,59.26,23,0.0,36,0.0,51.3,25,
2025-04-09,多摩川,10,16:38,,4,竹上真司,B1,岡山,3.57,15.28,3.38,12.5,21,0.0,39,0.0,53.0,57,
2025-04-09,多摩川,10,16:38,,5,青木蓮,A2,埼玉,5.98,47.47,5.05,20.0,68,0.0,34,0.0,50.7,24,
2025-04-09,多摩川,10,16:38,,6,山本兼士,B1,大阪,4.61,27.06,4.82,32.14,72,0.0,24,0.0,50.6,47,
2025-04-09,多摩川,11,17:06,,1,東本勝利,A1,三重,6.31,42.5,6.37,48.15,11,0.0,25,0.0,53.0,45,
2025-04-09,多摩川,11,17:06,,2,田代達也,B1,東京,3.74,17.57,3.86,21.43,19,0.0,64,0.0,52.1,33,
2025-04-09,多摩川,11,17:06,,3,金田智博,A2,福井,5.53,33.64,7.0,37.5,31,0.0,48,0.0,51.6,26,
2025-04-09,多摩川,11,17:06,,4,西川真人,B1,滋賀,4.44,23.08,4.4,20.0,38,0.0,35,0.0,56.7,41,
2025-04-09,多摩川,11,17:06,,5,小坂宗司,A2,大阪,5.69,41.67,5.5,29.17,56,0.0,22,0.0,52.1,44,
2025-04-09,多摩川,11,17:06,,6,酒井陽祐,B1,愛知,4.2,25.42,3.28,12.0,20,0.0,45,0.0,51.1,36,
2025-04-09,多摩川,12,17:35,,1,若林将,A1,東京,6.57,40.0,7.53,57.89,41,0.0,55,0.0,54.7,41,
2025-04-09,多摩川,12,17:35,,2,平尾崇典,A1,岡山,6.68,48.67,5.91,37.78,42,0.0,32,0.0,51.4,52,
2025-04-09,多摩川,12,17:35,,3,妹尾忠幸,A1,岡山,6.31,45.08,6.62,51.72,62,0.0,52,0.0,56.5,44,
2025-04-09,多摩川,12,17:35,,4,小坂尚哉,A1,兵庫,6.91,52.54,6.56,46.3,18,0.0,46,0.0,54.9,38,
2025-04-09,多摩川,12,17:35,,5,黒井達矢,A1,埼玉,6.0,40.65,4.63,12.5,30,0.0,43,0.0,53.7,36,
2025-04-09,多摩川,12,17:35,,6,黒野元基,A1,愛知,6.17,43.0,7.94,66.67,63,0.0,42,0.0,51.6,28,
2025-04-09,常滑,1,10:24,,1,真子奈津実,B1,福岡,4.48,20.24,0.0,0.0,30,18.84,51,30.63,47.0,36,
2025-04-09,常滑,1,10:24,,2,松瀬弘美,A2,静岡,5.01,26.74,4.14,28.57,15,46.59,18,35.03,47.5,54,
2025-04-09,常滑,1,10:24,,3,山下夏鈴,A2,三重,4.84,30.21,0.0,0.0,55,29.79,37,42.77,44.0,27,
2025-04-09,常滑,1,10:24,,4,五反田忍,B1,大阪,4.67,32.76,0.0,0.0,20,28.57,56,33.33,49.4,51,
2025-04-09,常滑,1,10:24,,5,土屋千明,A1,群馬,6.58,44.32,0.0,0.0,59,40.22,29,39.41,45.5,42,
2025-04-09,常滑,1,10:24,,6,中村紋夕梨,B2,愛知,1.55,0.0,1.12,0.0,46,34.83,75,30.06,46.5,21,
2025-04-09,常滑,2,10:54,,1,菅野はやか,B2,広島,3.84,13.58,5.0,40.0,23,30.68,54,39.76,51.0,42,
2025-04-09,常滑,2,10:54,,2,笠野友紀恵,B1,愛知,3.42,11.54,3.55,17.39,11,38.82,45,31.14,47.0,54,
2025-04-09,常滑,2,10:54,,3,中川りな,A2,福岡,5.75,41.9,0.0,0.0,45,41.86,65,34.78,49.6,31,
2025-04-09,常滑,2,10:54,,4,向井美鈴,A1,山口,5.12,27.35,5.66,40.0,29,33.33,44,34.41,45.5,45,
2025-04-09,常滑,2,10:54,,5,井澤聖奈,B2,愛知,1.29,0.0,1.07,0.0,8,26.19,60,24.2,47.3,21,
2025-04-09,常滑,2,10:54,,6,安達美帆,B1,埼玉,3.04,13.04,3.48,16.0,41,34.52,55,22.29,47.0,49,
2025-04-09,常滑,3,11:24,,1,新田芳美,B1,徳島,4.53,20.0,5.36,27.27,25,40.0,33,24.85,47.3,55,
2025-04-09,常滑,3,11:24,,2,細川裕子,A1,愛知,6.18,43.0,7.33,58.62,18,53.75,74,36.26,47.2,43,
2025-04-09,常滑,3,11:24,,3,中田夕貴,A2,埼玉,5.37,35.92,6.5,60.0,14,34.07,22,33.14,47.0,32,
2025-04-09,常滑,3,11:24,,4,中尾彩香,B1,福岡,3.85,18.87,0.0,0.0,34,50.6,11,34.1,47.0,23,
2025-04-09,常滑,3,11:24,,5,勝浦真帆,A2,岡山,6.48,53.28,4.47,23.53,28,25.0,72,34.43,48.1,29,
2025-04-09,常滑,3,11:24,,6,諏訪玲奈,B2,岡山,1.57,0.0,0.0,0.0,35,42.17,21,27.04,48.3,22,
2025-04-09,常滑,4,11:54,,1,犬童千秋,B1,福岡,5.33,35.63,0.0,0.0,24,25.0,14,27.95,48.1,39,
2025-04-09,常滑,4,11:54,,2,平高奈菜,A1,香川,7.36,56.03,5.9,40.0,47,34.04,25,31.74,46.5,37,
2025-04-09,常滑,4,11:54,,3,坂咲友理,B1,大阪,3.81,16.28,0.0,0.0,62,27.91,70,33.52,44.5,35,
2025-04-09,常滑,4,11:54,,4,中里優子,B1,埼玉,5.17,31.71,4.43,14.29,60,36.59,36,34.91,47.0,52,
2025-04-09,常滑,4,11:54,,5,伊藤栞,B2,愛知,1.59,0.0,1.47,0.0,5,38.54,69,26.45,57.2,21,
2025-04-09,常滑,4,11:54,,6,宇野弥生,A2,愛知,6.0,44.04,5.54,37.7,32,16.25,15,44.83,47.3,39,
2025-04-09,常滑,5,12:21,,1,松瀬弘美,A2,静岡,5.01,26.74,4.14,28.57,15,46.59,18,35.03,47.5,54,
2025-04-09,常滑,5,12:21,,2,伊藤玲奈,B1,福岡,4.99,29.33,0.0,0.0,10,34.07,27,32.34,46.5,32,
2025-04-09,常滑,5,12:21,,3,水野望美,A2,愛知,4.89,31.82,5.27,37.84,44,35.48,50,35.96,47.0,36,
2025-04-09,常滑,5,12:21,,4,樋江井舞,B2,愛知,2.08,4.6,1.56,0.0,53,41.41,66,25.5,45.5,23,
2025-04-09,常滑,5,12:21,,5,山本梨菜,B1,佐賀,5.83,33.33,0.0,0.0,48,31.91,48,36.46,46.5,27,
2025-04-09,常滑,5,12:21,,6,海野ゆかり,A1,広島,5.6,35.77,6.3,50.0,36,25.93,64,27.68,45.0,51,
2025-04-09,常滑,6,12:48,,1,加藤奈月,B1,福井,4.07,19.12,0.0,0.0,57,32.98,67,25.97,54.5,36,
2025-04-09,常滑,6,12:48,,2,中川りな,A2,福岡,5.75,41.9,0.0,0.0,45,41.86,65,34.78,49.6,31,
2025-04-09,常滑,6,12:48,,3,倉田郁美,B1,静岡,4.77,22.73,4.93,34.88,22,55.42,47,31.54,48.6,57,
2025-04-09,常滑,6,12:48,,4,永田楽,B1,愛知,2.98,12.79,2.07,3.64,37,37.5,40,32.18,46.0,22,
2025-04-09,常滑,6,12:48,,5,三浦永理,A1,静岡,7.51,53.47,6.92,52.11,61,47.62,24,30.46,47.0,42,
2025-04-09,常滑,6,12:48,,6,角ひとみ,B1,広島,5.01,32.99,0.0,0.0,2,44.21,16,33.33,45.5,56,
2025-04-09,常滑,7,13:22,,1,西村歩,B1,大阪,5.5,34.45,6.88,58.82,21,35.8,31,34.94,47.2,39,
2025-04-09,常滑,7,13:22,,2,土屋千明,A1,群馬,6.58,44.32,0.0,0.0,59,40.22,29,39.41,45.5,42,
2025-04-09,常滑,7,13:22,,3,山田理央,A2,香川,5.58,32.74,5.43,14.29,19,42.86,35,30.95,47.0,24,
2025-04-09,常滑,7,13:22,,4,井澤聖奈,B2,愛知,1.29,0.0,1.07,0.0,8,26.19,60,24.2,47.3,21,
2025-04-09,常滑,7,13:22,,5,福島陽子,B1,岡山,3.83,19.72,4.3,20.0,17,36.36,68,29.33,48.0,56,
2025-04-09,常滑,7,13:22,,6,中田夕貴,A2,埼玉,5.37,35.92,6.5,60.0,14,34.07,22,33.14,47.0,32,
2025-04-09,常滑,8,13:56,,1,柴田百恵,B1,静岡,5.17,27.78,5.32,30.56,50,31.76,38,30.81,45.0,25,
2025-04-09,常滑,8,13:56,,2,津田裕絵,A2,山口,5.05,27.47,5.49,25.71,3,29.79,30,29.09,49.0,38,
2025-04-09,常滑,8,13:56,,3,谷川里江,B1,愛知,5.19,36.36,5.3,31.48,16,34.07,49,32.1,45.5,57,
2025-04-09,常滑,8,13:56,,4,諏訪玲奈,B2,岡山,1.57,0.0,0.0,0.0,35,42.17,21,27.04,48.3,22,
2025-04-09,常滑,8,13:56,,5,中谷朋子,A1,兵庫,6.19,43.82,6.21,41.38,4,32.94,53,25.77,45.0,48,
2025-04-09,常滑,8,13:56,,6,松田真実,B2,愛知,3.56,17.86,2.41,9.26,42,25.64,28,52.07,47.8,23,
2025-04-09,常滑,9,14:32,,1,五反田忍,B1,大阪,4.67,32.76,0.0,0.0,20,28.57,56,33.33,49.4,51,
2025-04-09,常滑,9,14:32,,2,宮崎安奈,B1,埼玉,4.31,19.75,3.89,11.11,40,29.07,12,25.3,47.8,26,
2025-04-09,常滑,9,14:32,,3,勝浦真帆,A2,岡山,6.48,53.28,4.47,23.53,28,25.0,72,34.43,48.1,29,
2025-04-09,常滑,9,14:32,,4,海野ゆかり,A1,広島,5.6,35.77,6.3,50.0,36,25.93,64,27.68,45.0,51,
2025-04-09,常滑,9,14:32,,5,宇野弥生,A2,愛知,6.0,44.04,5.54,37.7,32,16.25,15,44.83,47.3,39,
2025-04-09,常滑,9,14:32,,6,笠野友紀恵,B1,愛知,3.42,11.54,3.55,17.39,11,38.82,45,31.14,47.0,54,
2025-04-09,常滑,10,15:08,,1,三浦永理,A1,静岡,7.51,53.47,6.92,52.11,61,47.62,24,30.46,47.0,42,
