日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,当地勝率,モーター番号,モーター2連率,ボート番号,ボート2連率,展示タイム,体重,年齢,進入,ST
2025-04-01,戸田,5,12:44,発売終了,3,渡辺千草,B1,東京,5.28,5.31,5,36.0,16,37.12,,49.5,61,,
2025-04-01,戸田,5,12:44,発売終了,4,小山勉,A1,埼玉,6.22,5.7,48,39.49,37,29.93,,52.0,38,,
2025-04-01,戸田,5,12:44,発売終了,5,羽野諒,B1,福岡,4.33,4.45,7,36.88,77,27.27,,52.5,28,,
2025-04-01,戸田,5,12:44,発売終了,6,池本輝明,B1,広島,4.67,4.83,2,33.1,33,23.88,,51.5,58,,
2025-04-01,戸田,6,13:14,発売終了,1,西村豪洋,B1,愛知,4.94,4.74,6,23.7,24,36.96,,52.9,37,,
2025-04-01,戸田,6,13:14,発売終了,2,堀之内紀代子,A2,岡山,5.55,0.0,31,25.17,63,41.61,,45.5,45,,
2025-04-01,戸田,6,13:14,発売終了,3,大平誉史明,B1,大阪,5.27,6.33,39,31.93,61,41.84,,52.0,55,,
2025-04-01,戸田,6,13:14,発売終了,4,平見真彦,A2,愛知,6.59,4.63,12,45.71,71,39.42,,53.3,36,,
2025-04-01,戸田,6,13:14,発売終了,5,下河誉史,A2,福岡,5.52,6.39,16,37.25,44,36.17,,54.6,42,,
2025-04-01,戸田,6,13:14,発売終了,6,松村敏,A1,福岡,7.02,6.89,64,29.57,12,34.78,,52.9,41,,
2025-04-01,戸田,7,13:45,発売終了,1,尾嶋一広,A1,兵庫,7.03,5.88,28,33.56,26,28.15,,54.3,37,,
2025-04-01,戸田,7,13:45,発売終了,2,高橋勲,B1,東京,5.44,5.08,17,22.9,43,29.93,,55.8,57,,
2025-04-01,戸田,7,13:45,発売終了,3,山下友貴,B1,静岡,5.27,0.0,40,27.48,68,40.88,,44.0,38,,
2025-04-01,戸田,7,13:45,発売終了,4,長谷川暖,B1,岡山,2.78,0.0,43,32.88,23,32.65,,52.0,20,,
2025-04-01,戸田,7,13:45,発売終了,5,佐竹太一,B1,兵庫,4.72,3.5,11,35.92,30,35.86,,52.3,38,,
2025-04-01,戸田,7,13:45,発売終了,6,吉田彩乃,B1,静岡,4.57,3.71,34,25.69,18,42.22,,47.7,24,,
2025-04-01,戸田,8,14:16,発売終了,1,山本英志,A2,東京,5.38,6.81,37,28.47,55,30.71,,51.0,50,,
2025-04-01,戸田,8,14:16,発売終了,2,野村誠,A2,群馬,6.49,6.08,33,35.17,41,38.52,,51.5,38,,
2025-04-01,戸田,8,14:16,発売終了,3,田中豪,A2,東京,6.3,4.53,29,33.1,11,21.68,,52.5,52,,
2025-04-01,戸田,8,14:16,発売終了,4,川添英正,B1,福岡,4.42,0.0,19,38.67,50,30.71,,51.0,54,,
2025-04-01,戸田,8,14:16,発売終了,5,渥美卓郎,B1,静岡,4.72,4.0,32,26.43,51,22.97,,54.1,42,,
2025-04-01,戸田,8,14:16,発売終了,6,島田賢人,A1,埼玉,6.24,7.01,18,37.04,34,33.81,,53.0,36,,
2025-04-01,戸田,9,14:48,発売終了,1,宇佐見淳,A2,愛知,6.46,7.11,35,29.77,19,34.56,,52.4,44,,
2025-04-01,戸田,9,14:48,発売終了,2,長野壮志郎,A1,福岡,5.48,6.38,63,36.55,57,32.39,,55.6,44,,
2025-04-01,戸田,9,14:48,発売終了,3,木村浩士,B1,群馬,4.81,4.84,26,32.89,49,36.23,,54.2,44,,
2025-04-01,戸田,9,14:48,発売終了,4,黒野元基,A1,愛知,6.01,6.37,13,24.8,42,36.23,,51.5,28,,
2025-04-01,戸田,9,14:48,発売終了,5,大豆生田蒼,A2,埼玉,6.16,6.72,4,28.85,20,32.35,,46.5,30,,
2025-04-01,戸田,9,14:48,発売終了,6,渡辺千草,B1,東京,5.28,5.31,5,36.0,16,37.12,,49.5,61,,
2025-04-01,戸田,10,15:21,発売終了,1,下河誉史,A2,福岡,5.52,6.39,16,37.25,44,36.17,,54.7,42,,
2025-04-01,戸田,10,15:21,発売終了,2,小池公生,B1,福岡,5.48,5.0,22,37.32,13,28.36,,51.5,37,,
2025-04-01,戸田,10,15:21,発売終了,3,鈴木勝博,A2,愛知,6.55,6.29,44,36.42,69,32.33,,52.0,42,,
2025-04-01,戸田,10,15:21,発売終了,4,小坂宗司,A2,大阪,5.77,4.5,8,35.5,65,35.25,,51.5,44,,
2025-04-01,戸田,10,15:21,発売終了,5,佐々木康幸,A1,静岡,6.4,7.0,38,39.49,27,41.91,,52.9,51,,
2025-04-01,戸田,10,15:21,発売終了,6,稲生夏季,B1,東京,4.33,4.49,3,36.94,73,31.39,,49.3,34,,
2025-04-01,戸田,11,15:55,発売終了,1,富永修一,A2,福岡,6.03,6.64,65,33.56,53,34.78,,52.2,43,,
2025-04-01,戸田,11,15:55,発売終了,2,池本輝明,B1,広島,4.67,4.83,2,33.1,33,23.88,,51.5,58,,
2025-04-01,戸田,11,15:55,発売終了,3,尾嶋一広,A1,兵庫,7.03,5.88,28,33.56,26,28.15,,54.3,37,,
2025-04-01,戸田,11,15:55,発売終了,4,福嶋智之,B1,岡山,4.53,5.13,42,37.66,76,27.41,,52.8,46,,
2025-04-01,戸田,11,15:55,発売終了,5,中野希一,A2,埼玉,6.32,6.43,30,30.88,32,39.86,,52.0,25,,
2025-04-01,戸田,11,15:55,発売終了,6,堀之内紀代子,A2,岡山,5.55,0.0,31,25.17,63,41.61,,45.5,45,,
2025-04-01,戸田,12,16:30,発売終了,1,小山勉,A1,埼玉,6.22,5.7,48,39.49,37,29.93,,52.0,38,,
2025-04-01,戸田,12,16:30,発売終了,2,池田雄祐,A1,愛知,6.68,5.7,23,30.5,58,40.58,,51.0,36,,
2025-04-01,戸田,12,16:30,発売終了,3,佐竹太一,B1,兵庫,4.72,3.5,11,35.92,30,35.86,,52.3,38,,
2025-04-01,戸田,12,16:30,発売終了,4,野村誠,A2,群馬,6.49,6.08,33,35.17,41,38.52,,51.5,38,,
2025-04-01,戸田,12,16:30,発売終了,5,大平誉史明,B1,大阪,5.27,6.33,39,31.93,61,41.84,,52.0,55,,
2025-04-01,戸田,12,16:30,発売終了,6,金児隆太,A2,群馬,5.88,6.26,1,30.5,66,24.31,,52.3,37,,
2025-04-01,浜名湖,1,11:33,発売終了,1,樅山拓馬,B1,愛知,4.49,3.19,57,35.29,20,21.15,,52.2,27,,
2025-04-01,浜名湖,1,11:33,発売終了,2,安田吉宏,B1,三重,4.33,4.57,4,31.71,23,40.74,,57.1,38,,
2025-04-01,浜名湖,1,11:33,発売終了,3,石渡翔一郎,B1,東京,5.63,0.0,16,38.84,26,27.78,,52.8,22,,
2025-04-01,浜名湖,1,11:33,発売終了,4,香川陽太,B1,滋賀,3.64,5.33,62,37.44,37,31.48,,55.9,22,,
2025-04-01,浜名湖,1,11:33,発売終了,5,河野大,A1,徳島,5.97,0.0,32,41.3,75,30.28,,51.5,36,,
2025-04-01,浜名湖,1,11:33,発売終了,6,志道吉和,B1,福岡,4.25,0.0,61,34.67,32,37.27,,52.1,48,,
2025-04-01,浜名湖,2,11:58,発売終了,1,谷口健一,B1,福井,4.08,4.66,37,34.78,70,22.34,,53.2,49,,
2025-04-01,浜名湖,2,11:58,発売終了,2,沢田昭宏,B1,大阪,5.72,4.5,27,34.19,35,34.26,,53.1,39,,
2025-04-01,浜名湖,2,11:58,発売終了,3,草場康幸,B1,佐賀,5.13,5.71,47,36.28,68,32.71,,52.2,49,,
2025-04-01,浜名湖,2,11:58,発売終了,4,渡辺浩司,A1,福岡,6.91,0.0,7,33.04,38,35.85,,52.0,41,,
2025-04-01,浜名湖,2,11:58,発売終了,5,廣瀬真也,B1,東京,5.75,4.84,33,44.91,56,29.25,,50.5,37,,
2025-04-01,浜名湖,2,11:58,発売終了,6,山道諄也,B2,群馬,1.48,1.17,3,34.2,40,33.64,,55.2,23,,
2025-04-01,浜名湖,3,12:23,発売終了,1,土井歩夢,B1,福岡,4.96,2.43,45,30.1,72,29.41,,52.0,21,,
2025-04-01,浜名湖,3,12:23,発売終了,2,橋本久和,A2,群馬,6.33,6.17,24,29.61,52,41.12,,52.0,54,,
2025-04-01,浜名湖,3,12:23,発売終了,3,抹香雄三,B1,広島,5.16,5.75,11,30.77,43,42.86,,52.9,39,,
2025-04-01,浜名湖,3,12:23,発売終了,4,長谷川晴哉,B1,群馬,5.72,6.8,12,37.73,45,40.57,,52.0,25,,
2025-04-01,浜名湖,3,12:23,発売終了,5,川島拓郎,B1,静岡,3.78,3.62,22,31.0,39,35.85,,52.9,36,,
2025-04-01,浜名湖,3,12:23,発売終了,6,山田真聖,B1,山口,4.13,4.81,49,38.99,27,33.33,,58.2,26,,
2025-04-01,浜名湖,4,12:55,発売終了,1,今井貴士,A1,福岡,6.58,6.81,40,29.86,50,35.71,,55.1,40,,
2025-04-01,浜名湖,4,12:55,発売終了,2,大谷直弘,B1,愛知,4.56,5.75,48,35.78,73,33.04,,53.2,47,,
2025-04-01,浜名湖,4,12:55,発売終了,3,木場悠介,B1,長崎,5.45,6.0,13,37.05,31,36.45,,52.0,32,,
2025-04-01,浜名湖,4,12:55,発売終了,4,松本弓雄,B1,徳島,4.07,4.89,46,30.73,59,29.81,,52.3,39,,
2025-04-01,浜名湖,4,12:55,発売終了,5,伊藤雄二,B1,埼玉,3.88,4.26,65,35.43,22,31.63,,51.5,52,,
2025-04-01,浜名湖,4,12:55,発売終了,6,竹田広樹,B1,佐賀,4.16,4.46,51,31.48,19,32.08,,52.1,51,,
2025-04-01,浜名湖,5,13:25,発売終了,1,高木圭大,B1,長崎,2.77,3.73,19,32.59,51,24.0,,53.2,27,,
2025-04-01,浜名湖,5,13:25,発売終了,2,中村栄治,B1,福井,4.04,4.63,64,39.73,55,41.96,,51.5,25,,
2025-04-01,浜名湖,5,13:25,発売終了,3,志道吉和,B1,福岡,4.25,0.0,61,34.67,32,37.27,,52.1,48,,
2025-04-01,浜名湖,5,13:25,発売終了,4,坪井康晴,A1,静岡,7.02,6.67,58,33.63,25,32.71,,52.0,47,,
2025-04-01,浜名湖,5,13:25,発売終了,5,上田洋平,B1,滋賀,5.01,4.5,23,39.65,15,30.48,,51.0,48,,
2025-04-01,浜名湖,5,13:25,発売終了,6,佐竹友樹,B1,埼玉,4.62,5.36,21,32.11,67,32.11,,52.1,42,,
2025-04-01,浜名湖,6,13:56,発売終了,1,芝田京介,B2,埼玉,4.25,3.42,43,29.13,17,32.14,,52.5,27,,
2025-04-01,浜名湖,6,13:56,発売終了,2,畑竜生,B1,三重,5.58,5.7,5,40.91,71,32.63,,52.1,28,,
2025-04-01,浜名湖,6,13:56,発売終了,3,松田隆司,B1,福岡,4.44,5.0,29,33.8,53,38.39,,52.8,46,,
2025-04-01,浜名湖,6,13:56,発売終了,4,峰重力也,B1,岡山,4.91,5.25,66,41.44,24,30.63,,52.6,35,,
2025-04-01,浜名湖,6,13:56,発売終了,5,山道諄也,B2,群馬,1.48,1.17,3,34.2,40,33.64,,55.2,23,,
2025-04-01,浜名湖,6,13:56,発売終了,6,河野大,A1,徳島,5.97,0.0,32,41.3,75,30.28,,51.5,36,,
2025-04-01,浜名湖,7,14:35,発売終了,1,畑和宏,B1,広島,5.07,4.56,28,36.74,64,37.14,,52.0,53,,
2025-04-01,浜名湖,7,14:35,発売終了,2,樅山拓馬,B1,愛知,4.49,3.19,57,35.29,20,21.15,,52.2,27,,
2025-04-01,浜名湖,7,14:35,発売終了,3,渡辺浩司,A1,福岡,6.91,0.0,7,33.04,38,35.85,,52.0,41,,
2025-04-01,浜名湖,7,14:35,発売終了,4,烏野賢太,B1,徳島,6.22,6.06,1,33.03,54,42.11,,52.0,57,,
2025-04-01,浜名湖,7,14:35,発売終了,5,山田真聖,B1,山口,4.13,4.81,49,38.99,27,33.33,,58.2,26,,
2025-04-01,浜名湖,7,14:35,発売終了,6,井上恵一,B1,福岡,5.3,4.44,34,38.05,46,28.44,,51.5,55,,
2025-04-01,浜名湖,8,15:03,発売終了,1,大原祥昌,B1,広島,5.98,5.44,31,37.21,61,34.29,,52.3,25,,
2025-04-01,浜名湖,8,15:03,発売終了,2,長谷川晴哉,B1,群馬,5.72,6.8,12,37.73,45,40.57,,52.0,25,,
2025-04-01,浜名湖,8,15:03,発売終了,3,興津藍,B1,徳島,6.59,6.2,63,34.38,12,41.18,,50.5,44,,
2025-04-01,浜名湖,8,15:03,発売終了,4,今井貴士,A1,福岡,6.58,6.81,40,29.86,50,35.71,,55.1,40,,
2025-04-01,浜名湖,8,15:03,発売終了,5,河内一馬,B2,愛知,2.35,1.11,59,42.73,21,29.59,,53.1,24,,
2025-04-01,浜名湖,8,15:03,発売終了,6,石渡翔一郎,B1,東京,5.63,0.0,16,38.84,26,27.78,,52.8,22,,
2025-04-01,浜名湖,9,15:35,発売終了,1,角山雄哉,B1,兵庫,4.73,5.67,2,41.28,34,37.38,,53.5,34,,
2025-04-01,浜名湖,9,15:35,発売終了,2,金子良昭,B1,静岡,4.46,5.9,38,31.76,69,23.76,,52.0,60,,
2025-04-01,浜名湖,9,15:35,発売終了,3,橋本久和,A2,群馬,6.33,6.17,24,29.61,52,41.12,,52.0,54,,
2025-04-01,浜名湖,9,15:35,発売終了,4,高木圭大,B1,長崎,2.77,3.73,19,32.59,51,24.0,,53.2,27,,
2025-04-01,浜名湖,9,15:35,発売終了,5,安田吉宏,B1,三重,4.33,4.57,4,31.71,23,40.74,,57.1,38,,
2025-04-01,浜名湖,9,15:35,発売終了,6,大谷直弘,B1,愛知,4.56,5.75,48,35.78,73,33.04,,53.2,47,,
2025-04-01,浜名湖,10,16:03,発売終了,1,上田洋平,B1,滋賀,5.01,4.5,23,39.65,15,30.48,,51.0,48,,
2025-04-01,浜名湖,10,16:03,発売終了,2,板橋侑我,A2,静岡,6.73,5.09,25,32.55,11,31.43,,52.6,28,,
2025-04-01,浜名湖,10,16:03,発売終了,3,竹田広樹,B1,佐賀,4.16,4.46,51,31.48,19,32.08,,52.1,51,,
2025-04-01,浜名湖,10,16:03,発売終了,4,松田隆司,B1,福岡,4.44,5.0,29,33.8,53,38.39,,52.8,46,,
2025-04-01,浜名湖,10,16:03,発売終了,5,土井歩夢,B1,福岡,4.96,2.43,45,30.1,72,29.41,,52.0,21,,
2025-04-01,浜名湖,10,16:03,発売終了,6,沢田昭宏,B1,大阪,5.72,4.5,27,34.19,35,34.26,,53.1,39,,
2025-04-01,浜名湖,11,16:36,発売終了,1,木場悠介,B1,長崎,5.45,6.0,13,37.05,31,36.45,,52.0,32,,
