日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,当地勝率,モーター番号,モーター2連率,ボート番号,ボート2連率,展示タイム,体重,年齢,進入,ST
2025-04-01,浜名湖,11,16:36,発売終了,2,浜本裕己,B1,大阪,4.56,5.11,41,33.64,62,32.41,,51.0,37,,
2025-04-01,浜名湖,11,16:36,発売終了,3,村岡賢人,A1,岡山,6.58,8.5,54,33.33,60,30.97,,52.4,35,,
2025-04-01,浜名湖,11,16:36,発売終了,4,谷口健一,B1,福井,4.08,4.66,37,34.78,70,22.34,,53.2,49,,
2025-04-01,浜名湖,11,16:36,発売終了,5,中田友也,B1,埼玉,5.1,4.14,20,36.99,66,30.63,,56.0,35,,
2025-04-01,浜名湖,11,16:36,発売終了,6,烏野賢太,B1,徳島,6.22,6.06,1,33.03,54,42.11,,52.0,57,,
2025-04-01,浜名湖,12,17:10,発売終了,1,坪井康晴,A1,静岡,7.02,6.67,58,33.63,25,32.71,,52.0,47,,
2025-04-01,浜名湖,12,17:10,発売終了,2,興津藍,B1,徳島,6.59,6.2,63,34.38,12,41.18,,50.5,44,,
2025-04-01,浜名湖,12,17:10,発売終了,3,川島拓郎,B1,静岡,3.78,3.62,22,31.0,39,35.85,,52.4,36,,
2025-04-01,浜名湖,12,17:10,発売終了,4,伊藤雄二,B1,埼玉,3.88,4.26,65,35.43,22,31.63,,50.5,52,,
2025-04-01,浜名湖,12,17:10,発売終了,5,草場康幸,B1,佐賀,5.13,5.71,47,36.28,68,32.71,,52.9,49,,
2025-04-01,浜名湖,12,17:10,発売終了,6,畑竜生,B1,三重,5.58,5.7,5,40.91,71,32.63,,52.1,28,,
2025-04-01,三国,1,08:35,発売終了,1,重木輝彦,A1,兵庫,6.26,7.03,62,42.86,13,30.0,,51.5,37,,
2025-04-01,三国,1,08:35,発売終了,2,柴田友和,B1,福岡,4.78,0.0,53,42.11,61,36.84,,52.2,47,,
2025-04-01,三国,1,08:35,発売終了,3,塩田雄一,B1,香川,4.23,5.29,17,66.67,72,30.0,,52.0,52,,
2025-04-01,三国,1,08:35,発売終了,4,澤崎雄哉,B1,東京,5.39,4.0,22,42.86,58,17.65,,53.0,29,,
2025-04-01,三国,1,08:35,発売終了,5,竹腰正樹,B1,福井,4.93,5.01,48,36.36,36,31.82,,52.8,53,,
2025-04-01,三国,1,08:35,発売終了,6,加倉侑征,B1,福岡,5.74,3.6,58,36.84,55,30.0,,52.8,27,,
2025-04-01,三国,2,09:01,発売終了,1,畑田汰一,A1,埼玉,6.81,6.92,49,50.0,69,30.0,,52.1,26,,
2025-04-01,三国,2,09:01,発売終了,2,木下雄介,A2,滋賀,6.05,4.63,26,15.79,65,40.0,,52.5,30,,
2025-04-01,三国,2,09:01,発売終了,3,宮嵜隆太郎,B1,福岡,4.47,0.0,15,36.84,15,15.0,,60.2,51,,
2025-04-01,三国,2,09:01,発売終了,4,川上清人,B1,香川,4.38,3.5,34,26.32,39,40.91,,62.8,45,,
2025-04-01,三国,2,09:01,発売終了,5,渡邊雄斗,B2,三重,1.33,1.25,16,38.1,21,47.37,,52.0,20,,
2025-04-01,三国,2,09:01,発売終了,6,小川広大,B1,福岡,3.38,3.94,43,38.1,33,28.57,,59.6,41,,
2025-04-01,三国,3,09:27,発売終了,1,石塚久也,A1,埼玉,6.82,6.88,50,36.84,52,36.84,,52.0,43,,
2025-04-01,三国,3,09:27,発売終了,2,渡邊裕貴,B1,静岡,4.51,2.75,61,30.0,64,25.0,,52.5,39,,
2025-04-01,三国,3,09:27,発売終了,3,古場輝義,A2,大阪,5.4,2.86,60,30.0,60,15.79,,53.1,65,,
2025-04-01,三国,3,09:27,発売終了,4,籾山佳岳,B1,愛知,5.43,4.59,12,38.1,68,63.64,,53.0,42,,
2025-04-01,三国,3,09:27,発売終了,5,片岡秀樹,B1,徳島,5.57,3.78,31,25.0,18,21.43,,55.9,42,,
2025-04-01,三国,3,09:27,発売終了,6,草川壮良,B2,滋賀,1.82,1.17,32,47.37,48,42.86,,51.5,20,,
2025-04-01,三国,4,09:53,発売終了,1,三角哲男,A1,東京,6.86,6.89,54,47.62,17,11.11,,52.2,58,,
2025-04-01,三国,4,09:53,発売終了,2,濱崎誠,B2,大阪,5.18,4.5,66,38.1,26,30.77,,52.0,45,,
2025-04-01,三国,4,09:53,発売終了,3,飯島誠,B1,埼玉,4.35,5.12,30,25.0,27,36.36,,52.5,46,,
2025-04-01,三国,4,09:53,発売終了,4,四宮与寛,A2,徳島,6.4,6.5,24,38.1,62,19.05,,52.2,34,,
2025-04-01,三国,4,09:53,発売終了,5,有山望,B2,大阪,1.45,1.5,55,21.05,30,31.25,,52.0,20,,
2025-04-01,三国,4,09:53,発売終了,6,宮之原輝紀,A1,東京,6.79,9.0,29,47.62,11,41.18,,52.0,27,,
2025-04-01,三国,5,10:21,発売終了,1,木田峰由季,B1,福井,5.18,6.06,27,57.89,63,33.33,,52.3,34,,
2025-04-01,三国,5,10:21,発売終了,2,金子賢志,A1,群馬,6.36,7.05,70,47.62,41,47.62,,52.5,34,,
2025-04-01,三国,5,10:21,発売終了,3,岸蔭亮,B1,兵庫,4.75,4.48,56,61.9,56,33.33,,52.2,39,,
2025-04-01,三国,5,10:21,発売終了,4,三好勇人,A2,香川,5.72,0.0,33,43.48,22,36.84,,54.3,41,,
2025-04-01,三国,5,10:21,発売終了,5,北野輝季,A1,愛知,5.88,6.13,65,25.0,67,50.0,,52.2,36,,
2025-04-01,三国,5,10:21,発売終了,6,福田宗平,A2,大阪,6.1,6.02,40,42.86,47,28.57,,52.0,35,,
2025-04-01,三国,6,10:51,発売終了,1,塩田雄一,B1,香川,4.23,5.29,17,66.67,72,30.0,,52.0,52,,
2025-04-01,三国,6,10:51,発売終了,2,小川広大,B1,福岡,3.38,3.94,43,38.1,33,28.57,,59.6,41,,
2025-04-01,三国,6,10:51,発売終了,3,安達裕樹,A2,三重,6.54,5.11,46,28.57,20,25.0,,52.6,42,,
2025-04-01,三国,6,10:51,発売終了,4,豊田祥生,B1,静岡,3.08,1.4,19,31.58,70,42.11,,51.5,23,,
2025-04-01,三国,6,10:51,発売終了,5,秋山広一,A2,香川,5.97,6.52,45,36.36,71,22.73,,52.6,49,,
2025-04-01,三国,6,10:51,発売終了,6,岡村慶太,A1,福岡,6.58,7.23,68,21.05,35,18.18,,52.3,37,,
2025-04-01,三国,7,11:22,発売終了,1,岩川仁士,B1,大阪,5.04,4.77,67,66.67,38,68.18,,53.3,38,,
2025-04-01,三国,7,11:22,発売終了,2,大須賀友,A1,愛知,6.69,0.0,47,38.89,16,39.13,,52.1,38,,
2025-04-01,三国,7,11:22,発売終了,3,川上清人,B1,香川,4.38,3.5,34,26.32,39,40.91,,62.8,45,,
2025-04-01,三国,7,11:22,発売終了,4,関根彰人,A2,埼玉,5.29,4.69,42,36.36,53,31.82,,52.6,41,,
2025-04-01,三国,7,11:22,発売終了,5,石塚久也,A1,埼玉,6.82,6.88,50,36.84,52,36.84,,52.0,43,,
2025-04-01,三国,7,11:22,発売終了,6,下田哲也,B1,香川,4.45,5.6,44,45.0,46,38.46,,55.0,50,,
2025-04-01,三国,8,11:54,発売終了,1,澤崎雄哉,B1,東京,5.39,4.0,22,42.86,58,17.65,,53.0,29,,
2025-04-01,三国,8,11:54,発売終了,2,是澤孝宏,A2,滋賀,6.56,0.0,63,40.0,28,39.13,,52.1,39,,
2025-04-01,三国,8,11:54,発売終了,3,金田智博,A2,福井,5.6,5.98,14,15.79,12,40.0,,52.3,26,,
2025-04-01,三国,8,11:54,発売終了,4,畑田汰一,A1,埼玉,6.81,6.92,49,50.0,69,30.0,,52.1,26,,
2025-04-01,三国,8,11:54,発売終了,5,草川壮良,B2,滋賀,1.82,1.17,32,47.37,48,42.86,,51.5,20,,
2025-04-01,三国,8,11:54,発売終了,6,菊池峰晴,B1,群馬,5.26,5.59,18,45.0,50,54.55,,53.3,57,,
2025-04-01,三国,9,12:27,発売終了,1,片岡秀樹,B1,徳島,5.57,3.78,31,25.0,18,21.43,,55.9,42,,
2025-04-01,三国,9,12:27,発売終了,2,田路朋史,A2,兵庫,6.44,3.73,69,43.75,54,65.0,,52.0,40,,
2025-04-01,三国,9,12:27,発売終了,3,木下雄介,A2,滋賀,6.05,4.63,26,15.79,65,40.0,,52.5,30,,
2025-04-01,三国,9,12:27,発売終了,4,柴田友和,B1,福岡,4.78,0.0,53,42.11,61,36.84,,52.2,47,,
2025-04-01,三国,9,12:27,発売終了,5,三角哲男,A1,東京,6.86,6.89,54,47.62,17,11.11,,52.2,58,,
2025-04-01,三国,9,12:27,発売終了,6,金子賢志,A1,群馬,6.36,7.05,70,47.62,41,47.62,,52.5,34,,
2025-04-01,三国,10,13:01,発売終了,1,竹腰正樹,B1,福井,4.93,5.01,48,36.36,36,31.82,,52.8,53,,
2025-04-01,三国,10,13:01,発売終了,2,岡村慶太,A1,福岡,6.58,7.23,68,21.05,35,18.18,,52.3,37,,
2025-04-01,三国,10,13:01,発売終了,3,三好勇人,A2,香川,5.72,0.0,33,43.48,22,36.84,,54.3,41,,
2025-04-01,三国,10,13:01,発売終了,4,古場輝義,A2,大阪,5.4,2.86,60,30.0,60,15.79,,53.1,65,,
2025-04-01,三国,10,13:01,発売終了,5,飯島誠,B1,埼玉,4.35,5.12,30,25.0,27,36.36,,52.5,46,,
2025-04-01,三国,10,13:01,発売終了,6,戸塚邦好,A2,東京,5.46,6.65,23,12.0,44,36.36,,52.0,36,,
2025-04-01,三国,11,13:36,発売終了,1,秋山広一,A2,香川,5.97,6.52,45,36.36,71,22.73,,52.6,49,,
2025-04-01,三国,11,13:36,発売終了,2,福田宗平,A2,大阪,6.1,6.02,40,42.86,47,28.57,,52.0,35,,
2025-04-01,三国,11,13:36,発売終了,3,宮之原輝紀,A1,東京,6.79,9.0,29,47.62,11,41.18,,52.0,27,,
2025-04-01,三国,11,13:36,発売終了,4,宮嵜隆太郎,B1,福岡,4.47,0.0,15,36.84,15,15.0,,60.2,51,,
2025-04-01,三国,11,13:36,発売終了,5,重木輝彦,A1,兵庫,6.26,7.03,62,42.86,13,30.0,,51.5,37,,
2025-04-01,三国,11,13:36,発売終了,6,佐藤旭,B1,静岡,5.27,5.12,25,61.54,49,31.82,,53.0,42,,
2025-04-01,三国,12,14:13,発売終了,1,北野輝季,A1,愛知,5.88,6.13,65,25.0,67,50.0,,52.2,36,,
2025-04-01,三国,12,14:13,発売終了,2,淺香文武,B1,三重,5.17,5.37,39,40.91,34,30.0,,55.6,50,,
2025-04-01,三国,12,14:13,発売終了,3,四宮与寛,A2,徳島,6.4,6.5,24,38.1,62,19.05,,52.2,34,,
2025-04-01,三国,12,14:13,発売終了,4,大須賀友,A1,愛知,6.69,0.0,47,38.89,16,39.13,,52.1,38,,
2025-04-01,三国,12,14:13,発売終了,5,安達裕樹,A2,三重,6.54,5.11,46,28.57,20,25.0,,52.6,42,,
2025-04-01,三国,12,14:13,発売終了,6,是澤孝宏,A2,滋賀,6.56,0.0,63,40.0,28,39.13,,52.1,39,,
2025-04-01,住之江,1,15:25,発売終了,1,小川知行,B1,群馬,5.23,5.08,90,0.0,90,0.0,,52.0,52,,
2025-04-01,住之江,1,15:25,発売終了,2,井芹大志,B1,福岡,4.12,0.0,20,20.0,71,0.0,,54.0,49,,
2025-04-01,住之江,1,15:25,発売終了,3,谷村啓司,B1,福岡,3.4,4.18,36,11.11,92,0.0,,52.4,45,,
2025-04-01,住之江,1,15:25,発売終了,4,富山弘幸,A2,大阪,5.64,6.07,70,0.0,36,25.0,,53.7,66,,
2025-04-01,住之江,1,15:25,発売終了,5,古田祐貴,B1,香川,5.59,5.4,22,25.0,13,11.11,,52.0,35,,
2025-04-01,住之江,1,15:25,発売終了,6,小林礼央,B2,広島,2.1,0.0,85,0.0,69,0.0,,52.0,22,,
2025-04-01,住之江,2,15:51,発売終了,1,永井亮次,B1,大阪,4.78,5.43,23,0.0,62,0.0,,52.7,36,,
2025-04-01,住之江,2,15:51,発売終了,2,亀山雅幸,A2,群馬,5.83,6.1,15,0.0,22,11.11,,52.4,41,,
2025-04-01,住之江,2,15:51,発売終了,3,前原大道,A2,岡山,6.74,6.67,31,22.22,89,0.0,,52.6,28,,
2025-04-01,住之江,2,15:51,発売終了,4,間野兼礼,B1,愛知,5.04,2.6,69,0.0,82,0.0,,52.6,36,,
2025-04-01,住之江,2,15:51,発売終了,5,伊藤尚汰,B1,福岡,4.06,4.2,77,0.0,87,0.0,,50.0,30,,
2025-04-01,住之江,2,15:51,発売終了,6,大森翼,B1,兵庫,3.76,3.08,64,0.0,94,0.0,,52.0,23,,
2025-04-01,住之江,3,16:14,発売終了,1,小澤学,B1,東京,3.89,2.71,74,0.0,85,0.0,,53.1,43,,
2025-04-01,住之江,3,16:14,発売終了,2,加藤翔馬,A2,兵庫,6.7,5.55,67,11.11,84,0.0,,55.2,27,,
2025-04-01,住之江,3,16:14,発売終了,3,重冨勇哉,B1,山口,5.31,4.89,68,11.11,72,0.0,,55.3,28,,
2025-04-01,住之江,3,16:14,発売終了,4,吉川昭男,A1,滋賀,6.08,6.38,19,40.0,91,0.0,,52.7,52,,
2025-04-01,住之江,3,16:14,発売終了,5,柴田光,A1,群馬,7.4,4.78,78,0.0,95,0.0,,52.0,53,,
2025-04-01,住之江,3,16:14,発売終了,6,庄島潤成,B2,山口,1.18,0.0,73,0.0,37,11.11,,54.0,21,,
2025-04-01,住之江,4,16:40,発売終了,1,冨田秀幸,B1,愛知,4.52,5.14,56,33.33,39,30.0,,52.0,56,,
2025-04-01,住之江,4,16:40,発売終了,2,永田義紘,B1,広島,4.39,3.67,28,0.0,88,0.0,,51.0,40,,
2025-04-01,住之江,4,16:40,発売終了,3,市橋卓士,A1,徳島,6.42,6.08,88,0.0,14,11.11,,53.7,45,,
2025-04-01,住之江,4,16:40,発売終了,4,寺本重宣,A1,東京,6.2,5.56,57,0.0,79,0.0,,50.0,44,,
2025-04-01,住之江,4,16:40,発売終了,5,塚越海斗,A2,群馬,5.31,2.29,87,0.0,28,30.0,,53.3,26,,
2025-04-01,住之江,4,16:40,発売終了,6,山本凱立,B2,広島,1.07,0.0,72,0.0,76,0.0,,53.0,25,,
2025-04-01,住之江,5,17:06,発売終了,1,三宅潤,A2,大阪,5.94,4.84,61,0.0,73,0.0,,53.6,40,,
2025-04-01,住之江,5,17:06,発売終了,2,池上隆行,B1,広島,3.82,2.95,76,0.0,75,0.0,,52.0,55,,
2025-04-01,住之江,5,17:06,発売終了,3,金山立樹,B1,東京,5.5,0.0,81,0.0,83,0.0,,52.8,31,,
2025-04-01,住之江,5,17:06,発売終了,4,藤田靖弘,B1,静岡,5.72,6.06,80,0.0,78,0.0,,52.0,40,,
2025-04-01,住之江,5,17:06,発売終了,5,小林礼央,B2,広島,2.1,0.0,85,0.0,69,0.0,,52.0,22,,
2025-04-01,住之江,5,17:06,発売終了,6,山崎昂介,A2,長崎,5.18,4.44,79,0.0,31,30.0,,52.0,40,,
2025-04-01,住之江,6,17:32,発売終了,1,山口広樹,B1,福岡,5.02,4.43,75,0.0,93,0.0,,53.5,29,,
2025-04-01,住之江,6,17:32,発売終了,2,本多宏和,A1,愛知,5.73,6.89,34,10.0,54,12.5,,51.5,38,,
2025-04-01,住之江,6,17:32,発売終了,3,中島秀治,A1,滋賀,6.75,5.55,16,0.0,17,11.11,,52.0,29,,
2025-04-01,住之江,6,17:32,発売終了,4,大森翼,B1,兵庫,3.76,3.08,64,0.0,94,0.0,,52.0,23,,
2025-04-01,住之江,6,17:32,発売終了,5,井芹大志,B1,福岡,4.12,0.0,20,20.0,71,0.0,,54.0,49,,
2025-04-01,住之江,6,17:32,発売終了,6,上岡巧汰,B2,広島,1.28,0.0,58,30.0,55,0.0,,52.2,22,,
2025-04-01,住之江,7,17:58,発売終了,1,広次修,B1,山口,5.24,3.44,33,12.5,23,0.0,,52.0,42,,
2025-04-01,住之江,7,17:58,発売終了,2,桑原将光,A2,東京,5.4,0.0,35,0.0,64,11.11,,52.0,40,,
2025-04-01,住之江,7,17:58,発売終了,3,伊藤尚汰,B1,福岡,4.06,4.2,77,0.0,87,0.0,,50.0,30,,
2025-04-01,住之江,7,17:58,発売終了,4,小川知行,B1,群馬,5.23,5.08,90,0.0,90,0.0,,52.0,52,,
2025-04-01,住之江,7,17:58,発売終了,5,山本修一,A1,岡山,6.4,6.89,71,0.0,77,0.0,,53.5,44,,
2025-04-01,住之江,7,17:58,発売終了,6,渡邉英児,A2,静岡,5.18,5.47,82,0.0,11,20.0,,52.3,55,,
2025-04-01,住之江,8,18:28,発売終了,1,田村隆信,A2,徳島,6.57,5.13,86,0.0,80,0.0,,57.1,47,,
2025-04-01,住之江,8,18:28,発売終了,2,松下直也,A2,兵庫,5.56,5.5,83,0.0,74,0.0,,51.5,45,,
2025-04-01,住之江,8,18:28,発売終了,3,寺本重宣,A1,東京,6.2,5.56,57,0.0,79,0.0,,50.0,44,,
2025-04-01,住之江,8,18:28,発売終了,4,永井亮次,B1,大阪,4.78,5.43,23,0.0,62,0.0,,52.7,36,,
2025-04-01,住之江,8,18:28,発売終了,5,庄島潤成,B2,山口,1.18,0.0,73,0.0,37,11.11,,54.0,21,,
2025-04-01,住之江,8,18:28,発売終了,6,田中孝明,B1,福岡,4.03,4.0,89,0.0,61,0.0,,58.1,38,,
2025-04-01,住之江,9,18:58,発売終了,1,藤田靖弘,B1,静岡,5.72,6.06,80,0.0,78,0.0,,52.0,40,,
2025-04-01,住之江,9,18:58,発売終了,2,富山弘幸,A2,大阪,5.64,6.07,70,0.0,36,25.0,,53.7,66,,
2025-04-01,住之江,9,18:58,発売終了,3,篠崎仁志,A1,福岡,6.51,6.33,66,30.0,58,22.22,,54.8,37,,
2025-04-01,住之江,9,18:58,発売終了,4,小澤学,B1,東京,3.89,2.71,74,0.0,85,0.0,,53.1,43,,
2025-04-01,住之江,9,18:58,発売終了,5,岡部大輝,A2,東京,5.07,6.79,51,0.0,52,33.33,,52.3,29,,
2025-04-01,住之江,9,18:58,発売終了,6,永田義紘,B1,広島,4.39,3.67,28,0.0,88,0.0,,51.0,40,,
2025-04-01,住之江,10,19:29,発売終了,1,岡村仁,A1,大阪,6.48,7.2,53,11.11,27,0.0,,53.8,41,,
2025-04-01,住之江,10,19:29,発売終了,2,川原涼,B1,愛知,5.42,3.13,32,0.0,70,71.43,,53.2,25,,
2025-04-01,住之江,10,19:29,発売終了,3,三宅潤,A2,大阪,5.94,4.84,61,0.0,73,0.0,,53.6,40,,
2025-04-01,住之江,10,19:29,発売終了,4,赤坂俊輔,A1,長崎,6.7,7.11,52,22.22,29,0.0,,52.0,42,,
2025-04-01,住之江,10,19:29,発売終了,5,浦野海,B1,福岡,5.56,6.13,25,11.11,86,0.0,,52.2,22,,
2025-04-01,住之江,10,19:29,発売終了,6,亀山雅幸,A2,群馬,5.83,6.1,15,0.0,22,11.11,,52.4,41,,
2025-04-01,住之江,11,20:02,発売終了,1,柳沢一,A1,愛知,6.12,5.88,84,0.0,26,0.0,,52.0,43,,
2025-04-01,住之江,11,20:02,発売終了,2,柴田光,A1,群馬,7.4,4.78,78,0.0,95,0.0,,52.0,53,,
2025-04-01,住之江,11,20:02,発売終了,3,本多宏和,A1,愛知,5.73,6.89,34,10.0,54,12.5,,51.5,38,,
2025-04-01,住之江,11,20:02,発売終了,4,桑原将光,A2,東京,5.4,0.0,35,0.0,64,11.11,,52.0,40,,
2025-04-01,住之江,11,20:02,発売終了,5,岡村将也,A2,福岡,5.83,0.0,30,11.11,81,0.0,,53.5,35,,
2025-04-01,住之江,11,20:02,発売終了,6,古田祐貴,B1,香川,5.59,5.4,22,25.0,13,11.11,,52.0,35,,
2025-04-01,住之江,12,20:34,発売終了,1,山本修一,A1,岡山,6.4,6.89,71,0.0,77,0.0,,53.5,44,,
2025-04-01,住之江,12,20:34,発売終了,2,吉川昭男,A1,滋賀,6.08,6.38,19,40.0,91,0.0,,52.7,52,,
2025-04-01,住之江,12,20:34,発売終了,3,山崎昂介,A2,長崎,5.18,4.44,79,0.0,31,30.0,,52.0,40,,
2025-04-01,住之江,12,20:34,発売終了,4,中島秀治,A1,滋賀,6.75,5.55,16,0.0,17,11.11,,52.0,29,,
2025-04-01,住之江,12,20:34,発売終了,5,松下直也,A2,兵庫,5.56,5.5,83,0.0,74,0.0,,51.5,45,,
2025-04-01,住之江,12,20:34,発売終了,6,間野兼礼,B1,愛知,5.04,2.6,69,0.0,82,0.0,,52.6,36,,
2025-04-01,丸亀,1,15:19,発売終了,1,平岡重典,B1,大阪,4.43,4.86,62,24.11,20,30.25,,52.0,61,,
2025-04-01,丸亀,1,15:19,発売終了,2,山下流心,B1,広島,4.48,5.32,38,33.33,47,32.95,,54.3,32,,
2025-04-01,丸亀,1,15:19,発売終了,3,吉川勇作,B1,長崎,4.62,4.74,2,30.51,10,33.14,,54.1,36,,
2025-04-01,丸亀,1,15:19,発売終了,4,占部一真,B1,福岡,4.3,3.75,46,41.13,63,31.1,,52.0,33,,
2025-04-01,丸亀,1,15:19,発売終了,5,大西隆洋,B1,香川,3.65,3.73,11,31.9,46,28.99,,55.3,52,,
2025-04-01,丸亀,1,15:19,発売終了,6,樋江井舞,B2,愛知,2.05,0.0,52,42.19,53,32.76,,46.0,23,,
2025-04-01,丸亀,2,15:43,発売終了,1,加藤雅之,B1,広島,3.64,1.75,60,27.2,38,34.29,,52.0,58,,
2025-04-01,丸亀,2,15:43,発売終了,2,前田篤哉,A1,愛知,6.28,7.64,1,29.03,9,26.9,,52.5,28,,
2025-04-01,丸亀,2,15:43,発売終了,3,谷村一哉,A2,山口,5.93,6.62,56,27.07,35,38.55,,53.9,46,,
2025-04-01,丸亀,2,15:43,発売終了,4,樫葉新心,B1,徳島,1.97,1.6,18,37.5,62,31.1,,45.0,20,,
2025-04-01,丸亀,2,15:43,発売終了,5,東口晃,B1,福井,3.73,0.0,51,31.25,61,36.61,,53.4,41,,
2025-04-01,丸亀,2,15:43,発売終了,6,浦田信義,B1,東京,4.31,5.63,8,32.26,28,28.4,,51.5,59,,
2025-04-01,丸亀,3,16:10,発売終了,1,池田紫乃,B1,長崎,4.77,4.72,26,26.98,45,36.61,,44.0,49,,
2025-04-01,丸亀,3,16:10,発売終了,2,平田健之佑,A1,三重,6.04,5.64,37,30.33,64,29.45,,52.0,38,,
2025-04-01,丸亀,3,16:10,発売終了,3,内堀学,A2,東京,6.55,5.89,24,24.55,17,30.41,,52.0,37,,
2025-04-01,丸亀,3,16:10,発売終了,4,大野芳顕,A2,福岡,5.69,4.84,13,37.39,34,40.35,,53.0,40,,
2025-04-01,丸亀,3,16:10,発売終了,5,庄司樹良々,B1,東京,6.26,5.56,55,31.75,36,39.01,,52.8,34,,
2025-04-01,丸亀,3,16:10,発売終了,6,中村桃佳,B2,香川,5.19,6.13,63,26.23,7,30.95,,45.5,32,,
2025-04-01,丸亀,4,16:37,発売終了,1,坂井康嗣,B1,佐賀,4.33,4.39,41,42.37,1,30.72,,52.0,45,,
2025-04-01,丸亀,4,16:37,発売終了,2,廣瀬将亨,A2,兵庫,5.46,5.52,32,24.37,39,36.07,,56.2,46,,
2025-04-01,丸亀,4,16:37,発売終了,3,木谷賢太,A1,香川,5.69,6.28,30,25.4,33,33.9,,52.1,29,,
2025-04-01,丸亀,4,16:37,発売終了,4,石田政吾,A2,福井,5.67,5.96,57,44.83,16,39.77,,52.0,54,,
2025-04-01,丸亀,4,16:37,発売終了,5,松本怜,B1,福岡,5.11,3.0,44,19.82,5,38.07,,46.0,31,,
2025-04-01,丸亀,4,16:37,発売終了,6,赤松咲香,B2,徳島,1.23,0.0,35,31.54,49,32.54,,49.0,23,,
2025-04-01,丸亀,5,17:11,発売終了,1,渡邉俊介,B1,愛知,5.37,4.9,29,29.32,50,33.9,,51.0,38,,
2025-04-01,丸亀,5,17:11,発売終了,2,横田貴満,A2,佐賀,6.37,6.28,66,40.8,55,36.46,,50.5,32,,
2025-04-01,丸亀,5,17:11,発売終了,3,丸岡正典,A2,大阪,7.11,6.44,12,29.41,65,27.54,,52.2,45,,
2025-04-01,丸亀,5,17:11,発売終了,4,荒牧凪沙,B1,福岡,4.97,5.2,54,35.11,60,35.2,,52.4,26,,
2025-04-01,丸亀,5,17:11,発売終了,5,平尾崇典,A1,岡山,6.91,6.38,6,26.98,22,28.3,,50.5,52,,
2025-04-01,丸亀,5,17:11,発売終了,6,海老澤泰行,B1,東京,4.8,0.0,23,46.28,8,30.54,,55.6,50,,
2025-04-01,丸亀,6,17:37,発売終了,1,山本隆幸,A2,兵庫,6.55,5.68,28,30.89,3,26.99,,52.6,47,,
2025-04-01,丸亀,6,17:37,発売終了,2,岡暢祐,B1,長崎,3.94,1.57,21,36.13,18,35.8,,53.1,27,,
2025-04-01,丸亀,6,17:37,発売終了,3,丹下将,A2,愛知,6.4,5.92,65,48.21,43,34.44,,54.6,39,,
2025-04-01,丸亀,6,17:37,発売終了,4,近江翔吾,A1,香川,6.33,6.59,47,45.97,30,25.44,,52.0,32,,
2025-04-01,丸亀,6,17:37,発売終了,5,占部一真,B1,福岡,4.3,3.75,46,41.13,63,31.1,,52.0,33,,
2025-04-01,丸亀,6,17:37,発売終了,6,野田亜湖,B2,徳島,1.27,1.1,5,24.55,4,34.83,,49.9,20,,
2025-04-01,丸亀,7,18:04,発売終了,1,作間章,A1,東京,6.23,5.05,22,27.93,56,40.0,,54.2,45,,
2025-04-01,丸亀,7,18:04,発売終了,2,東口晃,B1,福井,3.73,0.0,51,31.25,61,36.61,,53.4,41,,
2025-04-01,丸亀,7,18:04,発売終了,3,平岡重典,B1,大阪,4.43,4.86,62,24.11,20,30.25,,52.0,61,,
2025-04-01,丸亀,7,18:04,発売終了,4,池田紫乃,B1,長崎,4.77,4.72,26,26.98,45,36.61,,44.0,49,,
2025-04-01,丸亀,7,18:04,発売終了,5,蒲原健太,A2,佐賀,5.54,5.58,10,32.26,2,30.99,,52.3,31,,
2025-04-01,丸亀,7,18:04,発売終了,6,谷川祐一,A1,滋賀,6.22,6.19,16,31.4,54,31.74,,52.1,43,,
2025-04-01,丸亀,8,18:34,発売終了,1,桐本康臣,A1,三重,6.44,6.83,3,24.0,27,28.07,,52.4,45,,
2025-04-01,丸亀,8,18:34,発売終了,2,内堀学,A2,東京,6.55,5.89,24,24.55,17,30.41,,52.0,37,,
2025-04-01,丸亀,8,18:34,発売終了,3,坂井康嗣,B1,佐賀,4.33,4.39,41,42.37,1,30.72,,52.0,45,,
2025-04-01,丸亀,8,18:34,発売終了,4,上田紗奈,A2,大阪,5.29,0.0,50,31.45,52,36.52,,45.0,28,,
2025-04-01,丸亀,8,18:34,発売終了,5,廣瀬篤哉,B1,滋賀,4.64,6.13,48,25.98,24,39.66,,56.8,27,,
2025-04-01,丸亀,8,18:34,発売終了,6,樫葉新心,B1,徳島,1.97,1.6,18,37.5,62,31.1,,45.0,20,,
2025-04-01,丸亀,9,19:04,発売終了,1,前田篤哉,A1,愛知,6.28,7.64,1,29.03,9,26.9,,52.5,28,,
2025-04-01,丸亀,9,19:04,発売終了,2,松本怜,B1,福岡,5.11,3.0,44,19.82,5,38.07,,46.0,31,,
2025-04-01,丸亀,9,19:04,発売終了,3,大野芳顕,A2,福岡,5.69,4.84,13,37.39,34,40.35,,53.0,40,,
2025-04-01,丸亀,9,19:04,発売終了,4,海老澤泰行,B1,東京,4.8,0.0,23,46.28,8,30.54,,55.6,50,,
2025-04-01,丸亀,9,19:04,発売終了,5,山下流心,B1,広島,4.48,5.32,38,33.33,47,32.95,,54.3,32,,
2025-04-01,丸亀,9,19:04,発売終了,6,江本真治,A2,山口,5.75,5.5,20,35.04,6,26.54,,52.8,50,,
