日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,全国2連率,当地勝率,当地2連率,モーター番号,モーター2連率,ボート番号,ボート2連率,展示タイム,体重,年齢,進入,ST
2025-04-02,平和島,7,13:55,投票,5,若林樹蘭,A2,東京,5.95,43.24,5.46,38.0,48,34.34,64,37.42,,52.2,22,,
2025-04-02,平和島,7,13:55,投票,6,高井雄基,B1,愛知,6.5,50.0,0.0,0.0,57,36.53,61,43.2,,52.5,28,,
2025-04-02,平和島,8,14:26,投票,1,滝沢芳行,A2,埼玉,4.91,31.65,5.88,44.0,53,34.3,55,41.3,,52.1,56,,
2025-04-02,平和島,8,14:26,投票,2,小坂風太,B1,福井,4.49,19.23,4.5,20.0,20,33.33,60,37.66,,52.7,24,,
2025-04-02,平和島,8,14:26,投票,3,中野夢斗,B1,愛知,3.89,24.62,4.31,22.86,44,36.9,22,45.3,,52.9,28,,
2025-04-02,平和島,8,14:26,投票,4,石野貴之,A1,大阪,6.24,49.15,9.0,50.0,35,39.31,57,31.03,,52.8,42,,
2025-04-02,平和島,8,14:26,投票,5,細川明人,B1,岡山,3.88,21.05,0.0,0.0,40,40.35,58,34.55,,55.5,50,,
2025-04-02,平和島,8,14:26,投票,6,森照夫,B1,福岡,4.63,29.63,0.0,0.0,73,34.13,53,32.52,,53.8,36,,
2025-04-02,平和島,9,14:58,投票,1,松村康太,A2,福井,6.29,40.19,4.38,12.5,65,31.98,75,34.78,,53.3,41,,
2025-04-02,平和島,9,14:58,投票,2,渡邉睦広,A2,東京,5.33,31.58,5.74,41.98,34,34.71,12,36.93,,51.5,56,,
2025-04-02,平和島,9,14:58,投票,3,鶴本崇文,A2,大阪,6.46,45.61,7.59,65.52,11,25.61,18,30.25,,52.0,39,,
2025-04-02,平和島,9,14:58,投票,4,西川新太郎,B1,愛知,5.25,32.95,0.0,0.0,29,46.24,28,31.93,,54.8,45,,
2025-04-02,平和島,9,14:58,投票,5,野見山拓己,B1,福岡,4.82,26.03,5.29,42.86,43,29.94,72,33.54,,52.0,30,,
2025-04-02,平和島,9,14:58,投票,6,大橋純一郎,A1,静岡,6.2,44.35,6.28,43.75,21,41.32,16,30.18,,52.5,44,,
2025-04-02,平和島,10,15:31,投票,1,赤羽克也,A2,埼玉,5.9,43.7,6.64,45.45,55,27.98,30,35.03,,53.4,43,,
2025-04-02,平和島,10,15:31,投票,2,坂元浩仁,A1,愛知,6.19,42.37,6.29,42.86,62,33.93,71,34.51,,54.7,39,,
2025-04-02,平和島,10,15:31,投票,3,大賀龍之介,B1,福岡,5.57,41.49,7.67,66.67,28,36.47,31,40.98,,55.2,28,,
2025-04-02,平和島,10,15:31,投票,4,星栄爾,A2,静岡,5.59,35.34,5.7,50.0,13,30.54,54,33.96,,53.4,39,,
2025-04-02,平和島,10,15:31,投票,5,伊藤喜智,B1,大阪,5.18,31.0,5.9,45.0,33,42.2,14,33.13,,52.2,39,,
2025-04-02,平和島,10,15:31,投票,6,川原正明,A2,福井,5.57,41.67,3.33,16.67,23,34.32,65,25.87,,52.9,51,,
2025-04-02,平和島,11,16:05,投票,1,野口勝弘,A1,愛知,6.58,46.07,6.5,52.5,72,38.73,63,34.55,,50.5,38,,
2025-04-02,平和島,11,16:05,投票,2,坂口貴彦,B1,岡山,4.57,26.67,5.15,41.18,19,47.9,69,36.26,,52.8,35,,
2025-04-02,平和島,11,16:05,投票,3,夏山亮平,B1,大阪,5.2,39.19,5.14,37.93,38,38.73,67,37.65,,55.5,38,,
2025-04-02,平和島,11,16:05,投票,4,若林樹蘭,A2,東京,5.95,43.24,5.46,38.0,48,34.34,64,37.42,,52.2,22,,
2025-04-02,平和島,11,16:05,投票,5,中村真,A2,福岡,5.25,31.65,5.17,38.89,32,29.24,29,23.38,,52.9,52,,
2025-04-02,平和島,11,16:05,投票,6,濱崎直矢,A1,埼玉,7.19,59.12,7.25,57.14,17,30.49,25,27.92,,53.9,41,,
2025-04-02,平和島,12,16:40,投票,1,石野貴之,A1,大阪,6.24,49.15,9.0,50.0,35,39.31,57,31.03,,52.8,42,,
2025-04-02,平和島,12,16:40,投票,2,伊藤将吉,A1,静岡,7.1,56.36,6.78,55.56,70,35.26,26,35.47,,52.0,46,,
2025-04-02,平和島,12,16:40,投票,3,中澤和志,A1,埼玉,6.86,45.45,6.92,41.67,51,43.02,23,25.32,,52.4,48,,
2025-04-02,平和島,12,16:40,投票,4,金子拓矢,A1,群馬,6.92,55.13,6.0,38.71,74,29.34,74,22.92,,52.4,41,,
2025-04-02,平和島,12,16:40,投票,5,岡崎恭裕,A1,福岡,7.0,55.81,5.78,22.22,49,36.75,11,31.82,,51.5,38,,
2025-04-02,平和島,12,16:40,投票,6,梶野学志,A1,東京,6.57,48.1,6.28,45.31,64,38.82,52,35.44,,53.7,44,,
2025-04-02,浜名湖,1,11:32,発売終了,1,金子良昭,B1,静岡,4.46,21.21,5.9,43.48,38,31.76,69,23.76,,52.0,60,,
2025-04-02,浜名湖,1,11:32,発売終了,2,井上恵一,B1,福岡,5.3,35.87,4.44,28.0,34,38.05,46,28.44,,51.5,55,,
2025-04-02,浜名湖,1,11:32,発売終了,3,烏野賢太,B1,徳島,6.22,46.76,6.06,44.44,1,33.03,54,42.11,,51.5,57,,
2025-04-02,浜名湖,1,11:32,発売終了,4,中田友也,B1,埼玉,5.1,29.7,4.14,14.29,20,36.99,66,30.63,,55.8,35,,
2025-04-02,浜名湖,1,11:32,発売終了,5,松田隆司,B1,福岡,4.44,22.34,5.0,28.57,29,33.8,53,38.39,,53.0,46,,
2025-04-02,浜名湖,1,11:32,発売終了,6,芝田京介,B2,埼玉,4.25,15.58,3.42,15.38,43,29.13,17,32.14,,53.0,27,,
2025-04-02,浜名湖,2,11:57,発売終了,1,川島拓郎,B1,静岡,3.78,13.33,3.62,15.94,22,31.0,39,35.85,,52.5,36,,
2025-04-02,浜名湖,2,11:57,発売終了,2,石渡翔一郎,B1,東京,5.63,40.95,0.0,0.0,16,38.84,26,27.78,,52.4,22,,
2025-04-02,浜名湖,2,11:57,発売終了,3,佐竹友樹,B1,埼玉,4.62,27.45,5.36,32.14,21,32.11,67,32.11,,52.3,42,,
2025-04-02,浜名湖,2,11:57,発売終了,4,木場悠介,B1,長崎,5.45,36.15,6.0,33.33,13,37.05,31,36.45,,52.0,32,,
2025-04-02,浜名湖,2,11:57,発売終了,5,河野大,A1,徳島,5.97,39.69,0.0,0.0,32,41.3,75,30.28,,51.5,36,,
2025-04-02,浜名湖,2,11:57,発売終了,6,河内一馬,B2,愛知,2.35,2.4,1.11,0.0,59,42.73,21,29.59,,53.5,24,,
2025-04-02,浜名湖,3,12:23,発売終了,1,角山雄哉,B1,兵庫,4.73,28.57,5.67,33.33,2,41.28,34,37.38,,53.2,34,,
2025-04-02,浜名湖,3,12:23,発売終了,2,抹香雄三,B1,広島,5.16,34.04,5.75,42.86,11,30.77,43,42.86,,52.9,39,,
2025-04-02,浜名湖,3,12:23,発売終了,3,中村栄治,B1,福井,4.04,22.68,4.63,18.75,64,39.73,55,41.96,,51.5,25,,
2025-04-02,浜名湖,3,12:23,発売終了,4,草場康幸,B1,佐賀,5.13,32.53,5.71,57.14,47,36.28,68,32.71,,52.3,49,,
2025-04-02,浜名湖,3,12:23,発売終了,5,廣瀬真也,B1,東京,5.75,34.86,4.84,36.84,33,44.91,56,29.25,,50.5,37,,
2025-04-02,浜名湖,3,12:23,発売終了,6,今井貴士,A1,福岡,6.58,52.05,6.81,57.14,40,29.86,50,35.71,,54.9,40,,
2025-04-02,浜名湖,4,12:49,発売終了,1,村岡賢人,A1,岡山,6.58,46.97,8.5,75.0,54,33.33,60,30.97,,52.0,35,,
2025-04-02,浜名湖,4,12:49,発売終了,2,松本弓雄,B1,徳島,4.07,18.09,4.89,27.78,46,30.73,59,29.81,,52.0,39,,
2025-04-02,浜名湖,4,12:49,発売終了,3,畑竜生,B1,三重,5.58,37.3,5.7,40.54,5,40.91,71,32.63,,52.1,28,,
2025-04-02,浜名湖,4,12:49,発売終了,4,高木圭大,B1,長崎,2.77,2.27,3.73,15.38,19,32.59,51,24.0,,53.4,27,,
2025-04-02,浜名湖,4,12:49,発売終了,5,志道吉和,B1,福岡,4.25,19.05,0.0,0.0,61,34.67,32,37.27,,52.0,48,,
2025-04-02,浜名湖,4,12:49,発売終了,6,興津藍,B1,徳島,6.59,52.87,6.2,46.67,63,34.38,12,41.18,,50.5,44,,
2025-04-02,浜名湖,5,13:21,発売終了,1,上田洋平,B1,滋賀,5.01,25.45,4.5,12.5,23,39.65,15,30.48,,51.0,48,,
2025-04-02,浜名湖,5,13:21,発売終了,2,竹田広樹,B1,佐賀,4.16,22.77,4.46,28.57,51,31.48,19,32.08,,52.4,51,,
2025-04-02,浜名湖,5,13:21,発売終了,3,浜本裕己,B1,大阪,4.56,25.0,5.11,31.58,41,33.64,62,32.41,,50.5,37,,
2025-04-02,浜名湖,5,13:21,発売終了,4,峰重力也,B1,岡山,4.91,31.91,5.25,30.0,66,41.44,24,30.63,,52.6,35,,
2025-04-02,浜名湖,5,13:21,発売終了,5,安田吉宏,B1,三重,4.33,18.81,4.57,25.0,4,31.71,23,40.74,,57.2,38,,
2025-04-02,浜名湖,5,13:21,発売終了,6,渡辺浩司,A1,福岡,6.91,51.82,0.0,0.0,7,33.04,38,35.85,,52.0,41,,
2025-04-02,浜名湖,6,13:53,投票,1,烏野賢太,B1,徳島,6.22,46.76,6.06,44.44,1,33.03,54,42.11,,51.5,57,,
2025-04-02,浜名湖,6,13:53,投票,2,伊藤雄二,B1,埼玉,3.88,14.29,4.26,22.22,65,35.43,22,31.63,,51.0,52,,
2025-04-02,浜名湖,6,13:53,投票,3,樅山拓馬,B1,愛知,4.49,24.05,3.19,7.41,57,35.29,20,21.15,,52.1,27,,
2025-04-02,浜名湖,6,13:53,投票,4,土井歩夢,B1,福岡,4.96,28.71,2.43,0.0,45,30.1,72,29.41,,51.5,21,,
2025-04-02,浜名湖,6,13:53,投票,5,長谷川晴哉,B1,群馬,5.72,41.59,6.8,55.0,12,37.73,45,40.57,,52.0,25,,
2025-04-02,浜名湖,6,13:53,投票,6,坪井康晴,A1,静岡,7.02,42.62,6.67,43.51,58,33.63,25,32.71,,52.0,47,,
2025-04-02,浜名湖,7,14:25,投票,1,橋本久和,A2,群馬,6.33,49.61,6.17,41.67,24,29.61,52,41.12,,52.0,54,,
2025-04-02,浜名湖,7,14:25,投票,2,大原祥昌,B1,広島,5.98,39.81,5.44,33.33,31,37.21,61,34.29,,52.6,25,,
2025-04-02,浜名湖,7,14:25,投票,3,谷口健一,B1,福井,4.08,15.63,4.66,27.59,37,34.78,65,35.96,,53.1,49,,
2025-04-02,浜名湖,7,14:25,投票,4,金子良昭,B1,静岡,4.46,21.21,5.9,43.48,38,31.76,69,23.76,,52.0,60,,
2025-04-02,浜名湖,7,14:25,投票,5,香川陽太,B1,滋賀,3.64,18.82,5.33,33.33,62,37.44,37,31.48,,56.3,22,,
2025-04-02,浜名湖,7,14:25,投票,6,抹香雄三,B1,広島,5.16,34.04,5.75,42.86,11,30.77,43,42.86,,52.9,39,,
2025-04-02,浜名湖,8,14:55,投票,1,佐竹友樹,B1,埼玉,4.62,27.45,5.36,32.14,21,32.11,67,32.11,,52.3,42,,
2025-04-02,浜名湖,8,14:55,投票,2,中村栄治,B1,福井,4.04,22.68,4.63,18.75,64,39.73,55,41.96,,51.5,25,,
2025-04-02,浜名湖,8,14:55,投票,3,山田真聖,B1,山口,4.13,21.28,4.81,31.25,49,38.99,27,33.33,,58.7,26,,
2025-04-02,浜名湖,8,14:55,投票,4,板橋侑我,A2,静岡,6.73,54.29,5.09,31.25,25,32.55,11,31.43,,52.4,28,,
2025-04-02,浜名湖,8,14:55,投票,5,畑和宏,B1,広島,5.07,30.59,4.56,22.22,28,36.74,64,37.14,,52.0,53,,
2025-04-02,浜名湖,8,14:55,投票,6,山道諄也,B2,群馬,1.48,0.0,1.17,0.0,3,34.2,40,33.64,,55.0,23,,
2025-04-02,浜名湖,9,15:30,投票,1,峰重力也,B1,岡山,4.91,31.91,5.25,30.0,66,41.44,24,30.63,,52.6,35,,
2025-04-02,浜名湖,9,15:30,投票,2,廣瀬真也,B1,東京,5.75,34.86,4.84,36.84,33,44.91,56,29.25,,50.5,37,,
2025-04-02,浜名湖,9,15:30,投票,3,中田友也,B1,埼玉,5.1,29.7,4.14,14.29,20,36.99,66,30.63,,55.8,35,,
2025-04-02,浜名湖,9,15:30,投票,4,河内一馬,B2,愛知,2.35,2.4,1.11,0.0,59,42.73,21,29.59,,53.5,24,,
2025-04-02,浜名湖,9,15:30,投票,5,松本弓雄,B1,徳島,4.07,18.09,4.89,27.78,46,30.73,59,29.81,,52.0,39,,
2025-04-02,浜名湖,9,15:30,投票,6,大谷直弘,B1,愛知,4.56,23.21,5.75,40.0,48,35.78,73,33.04,,52.9,47,,
2025-04-02,浜名湖,10,16:00,投票,1,坪井康晴,A1,静岡,7.02,42.62,6.67,43.51,58,33.63,25,32.71,,52.0,47,,
2025-04-02,浜名湖,10,16:00,投票,2,河野大,A1,徳島,5.97,39.69,0.0,0.0,32,41.3,75,30.28,,51.5,36,,
2025-04-02,浜名湖,10,16:00,投票,3,草場康幸,B1,佐賀,5.13,32.53,5.71,57.14,47,36.28,68,32.71,,52.3,49,,
2025-04-02,浜名湖,10,16:00,投票,4,村岡賢人,A1,岡山,6.58,46.97,8.5,75.0,54,33.33,60,30.97,,52.0,35,,
2025-04-02,浜名湖,10,16:00,投票,5,井上恵一,B1,福岡,5.3,35.87,4.44,28.0,34,38.05,46,28.44,,51.5,55,,
2025-04-02,浜名湖,10,16:00,投票,6,上田洋平,B1,滋賀,5.01,25.45,4.5,12.5,23,39.65,15,30.48,,51.0,48,,
2025-04-02,浜名湖,11,16:28,投票,1,渡辺浩司,A1,福岡,6.91,51.82,0.0,0.0,7,33.04,38,35.85,,52.0,41,,
2025-04-02,浜名湖,11,16:28,投票,2,長谷川晴哉,B1,群馬,5.72,41.59,6.8,55.0,12,37.73,45,40.57,,52.0,25,,
2025-04-02,浜名湖,11,16:28,投票,3,木場悠介,B1,長崎,5.45,36.15,6.0,33.33,13,37.05,31,36.45,,52.0,32,,
2025-04-02,浜名湖,11,16:28,投票,4,畑竜生,B1,三重,5.58,37.3,5.7,40.54,5,40.91,71,32.63,,52.1,28,,
2025-04-02,浜名湖,11,16:28,投票,5,大原祥昌,B1,広島,5.98,39.81,5.44,33.33,31,37.21,61,34.29,,52.6,25,,
2025-04-02,浜名湖,11,16:28,投票,6,角山雄哉,B1,兵庫,4.73,28.57,5.67,33.33,2,41.28,34,37.38,,53.2,34,,
2025-04-02,浜名湖,12,17:06,投票,1,興津藍,B1,徳島,6.59,52.87,6.2,46.67,63,34.38,12,41.18,,50.5,44,,
2025-04-02,浜名湖,12,17:06,投票,2,板橋侑我,A2,静岡,6.73,54.29,5.09,31.25,25,32.55,11,31.43,,52.4,28,,
2025-04-02,浜名湖,12,17:06,投票,3,今井貴士,A1,福岡,6.58,52.05,6.81,57.14,40,29.86,50,35.71,,54.9,40,,
2025-04-02,浜名湖,12,17:06,投票,4,浜本裕己,B1,大阪,4.56,25.0,5.11,31.58,41,33.64,62,32.41,,50.5,37,,
2025-04-02,浜名湖,12,17:06,投票,5,橋本久和,A2,群馬,6.33,49.61,6.17,41.67,24,29.61,52,41.12,,52.0,54,,
2025-04-02,浜名湖,12,17:06,投票,6,川島拓郎,B1,静岡,3.78,13.33,3.62,15.94,22,31.0,39,35.85,,52.5,36,,
2025-04-02,蒲郡,1,15:19,投票,1,大江純,B1,愛知,4.22,22.22,4.97,26.32,75,35.0,57,31.33,,52.1,29,,
2025-04-02,蒲郡,1,15:19,投票,2,加藤翔,B1,静岡,4.36,24.51,3.84,18.03,35,30.05,61,31.01,,52.8,41,,
2025-04-02,蒲郡,1,15:19,投票,3,井上尚悟,B1,大阪,3.88,19.15,2.0,0.0,16,39.07,43,27.71,,51.9,37,,
2025-04-02,蒲郡,1,15:19,投票,4,池田雄一,A2,静岡,6.14,40.66,5.53,33.33,11,47.26,21,33.52,,52.8,43,,
2025-04-02,蒲郡,1,15:19,投票,5,森下勇,B1,群馬,4.07,18.42,0.0,0.0,40,39.16,33,44.0,,56.8,51,,
2025-04-02,蒲郡,1,15:19,投票,6,梶原正,B1,福岡,4.19,15.58,6.3,40.0,14,37.1,52,31.89,,55.9,50,,
2025-04-02,蒲郡,2,15:44,投票,1,小林孝彰,B1,福井,6.1,40.7,4.76,29.41,74,31.43,75,38.04,,53.2,25,,
2025-04-02,蒲郡,2,15:44,投票,2,大橋栄里佳,B1,福岡,4.83,32.0,0.0,0.0,12,27.59,56,38.06,,49.3,43,,
2025-04-02,蒲郡,2,15:44,投票,3,中村有裕,A1,滋賀,5.34,31.51,6.14,56.76,52,28.89,17,27.89,,58.2,45,,
2025-04-02,蒲郡,2,15:44,投票,4,佃來紀,B1,大阪,4.19,13.91,2.92,7.69,39,34.73,16,26.36,,51.5,24,,
2025-04-02,蒲郡,2,15:44,投票,5,服部達哉,A2,愛知,4.77,26.14,5.4,32.5,77,21.58,36,33.73,,54.9,38,,
2025-04-02,蒲郡,2,15:44,投票,6,村田敦,B1,東京,4.2,20.69,3.87,13.33,43,33.33,51,32.28,,59.9,41,,
2025-04-02,蒲郡,3,16:11,投票,1,森下愛梨,B1,静岡,5.29,33.33,5.61,35.48,24,46.26,41,22.97,,50.2,28,,
2025-04-02,蒲郡,3,16:11,投票,2,飯島昌弘,A1,埼玉,6.5,48.54,0.0,0.0,21,27.33,20,34.62,,52.6,52,,
2025-04-02,蒲郡,3,16:11,投票,3,石原光,B1,静岡,5.03,26.67,2.38,0.0,54,42.86,13,38.37,,54.4,29,,
2025-04-02,蒲郡,3,16:11,投票,4,深澤達徳,A2,東京,5.62,30.28,5.08,16.67,20,29.63,48,30.59,,53.8,44,,
2025-04-02,蒲郡,3,16:11,投票,5,橋本英一,B1,福岡,4.74,28.24,4.28,16.67,66,22.22,46,34.55,,55.3,34,,
2025-04-02,蒲郡,3,16:11,投票,6,待鳥雄紀,A2,福岡,5.24,33.7,5.77,48.39,69,38.27,23,28.47,,58.7,45,,
2025-04-02,蒲郡,4,16:38,投票,1,喜多那由夏,B1,静岡,4.06,20.0,2.5,0.0,17,22.22,63,33.53,,49.6,42,,
2025-04-02,蒲郡,4,16:38,投票,2,堤昇,A2,静岡,5.06,29.84,5.5,38.89,36,30.92,14,31.1,,52.7,55,,
2025-04-02,蒲郡,4,16:38,投票,3,竹下大樹,A2,福岡,6.23,46.0,0.0,0.0,68,25.0,25,40.11,,55.2,26,,
2025-04-02,蒲郡,4,16:38,投票,4,林恵祐,B1,福岡,4.52,22.67,3.29,0.0,50,27.52,31,28.47,,62.0,49,,
2025-04-02,蒲郡,4,16:38,投票,5,高木茉白,B2,埼玉,1.79,0.0,0.88,0.0,65,33.14,39,41.95,,47.5,18,,
2025-04-02,蒲郡,4,16:38,投票,6,江口晃生,A1,群馬,7.41,65.43,3.82,0.0,71,31.79,30,38.41,,53.9,60,,
2025-04-02,蒲郡,5,17:08,投票,1,浅見昌克,B1,埼玉,6.17,47.62,5.36,27.27,15,34.12,62,32.72,,51.0,55,,
2025-04-02,蒲郡,5,17:08,投票,2,武田光史,A1,福井,6.26,45.13,3.1,0.0,76,30.49,45,26.55,,53.4,51,,
2025-04-02,蒲郡,5,17:08,投票,3,津久井拓也,A2,群馬,5.89,43.0,5.7,30.0,46,23.57,59,28.99,,53.6,37,,
2025-04-02,蒲郡,5,17:08,投票,4,大江純,B1,愛知,4.22,22.22,4.97,26.32,75,35.0,57,31.33,,52.1,29,,
2025-04-02,蒲郡,5,17:08,投票,5,西舘健,A2,東京,5.57,39.62,5.13,25.0,70,32.0,49,26.99,,54.2,40,,
2025-04-02,蒲郡,5,17:08,投票,6,木村紗友希,B1,静岡,3.74,16.67,4.75,25.0,47,29.14,55,36.21,,48.7,40,,
2025-04-02,蒲郡,6,17:37,投票,1,森清友翔,B1,福岡,4.15,21.95,2.78,0.0,48,32.48,38,30.48,,55.2,23,,
2025-04-02,蒲郡,6,17:37,投票,2,後藤盛也,A2,東京,5.24,36.67,3.97,16.13,67,22.7,28,35.93,,52.6,36,,
2025-04-02,蒲郡,6,17:37,投票,3,佐藤ほのか,B1,東京,4.21,16.44,0.0,0.0,63,37.24,40,39.67,,45.4,28,,
2025-04-02,蒲郡,6,17:37,投票,4,井上尚悟,B1,大阪,3.88,19.15,2.0,0.0,16,39.07,43,27.71,,51.9,37,,
2025-04-02,蒲郡,6,17:37,投票,5,石川真二,A1,福岡,6.9,56.12,0.0,0.0,45,43.95,58,27.27,,52.1,54,,
2025-04-02,蒲郡,6,17:37,投票,6,山崎哲司,A1,愛知,6.78,55.88,6.05,41.82,18,44.29,15,29.55,,50.2,46,,
2025-04-02,蒲郡,7,18:04,投票,1,平野和明,A2,愛知,5.32,27.78,5.63,32.88,22,39.75,54,34.3,,54.1,44,,
2025-04-02,蒲郡,7,18:04,投票,2,梶原正,B1,福岡,4.19,15.58,6.3,40.0,14,37.1,52,31.89,,55.9,50,,
2025-04-02,蒲郡,7,18:04,投票,3,吉永則雄,A1,大阪,6.2,47.37,6.29,50.0,23,31.69,26,30.22,,53.1,46,,
2025-04-02,蒲郡,7,18:04,投票,4,塩崎桐加,A2,三重,5.31,38.54,5.65,41.18,13,38.86,53,41.11,,50.8,32,,
2025-04-02,蒲郡,7,18:04,投票,5,森作広大,B1,東京,3.73,12.24,3.22,0.0,37,33.85,29,38.96,,57.0,36,,
2025-04-02,蒲郡,7,18:04,投票,6,佃來紀,B1,大阪,4.19,13.91,2.92,7.69,39,34.73,16,26.36,,51.5,24,,
2025-04-02,蒲郡,8,18:32,投票,1,深澤達徳,A2,東京,5.62,30.28,5.08,16.67,20,29.63,48,30.59,,53.8,44,,
2025-04-02,蒲郡,8,18:32,投票,2,太田和美,A1,大阪,6.53,42.99,7.0,50.0,72,41.78,35,23.27,,54.1,52,,
2025-04-02,蒲郡,8,18:32,投票,3,神里琴音,B1,福岡,4.08,19.57,2.56,0.0,38,25.47,60,26.81,,45.4,20,,
2025-04-02,蒲郡,8,18:32,投票,4,天野友和,A2,愛知,6.52,41.07,7.18,52.63,49,31.89,22,28.46,,52.9,47,,
2025-04-02,蒲郡,8,18:32,投票,5,林恵祐,B1,福岡,4.52,22.67,3.29,0.0,50,27.52,31,28.47,,62.0,49,,
2025-04-02,蒲郡,8,18:32,投票,6,加藤翔,B1,静岡,4.36,24.51,3.84,18.03,35,30.05,61,31.01,,52.8,41,,
2025-04-02,蒲郡,9,19:02,投票,1,永田秀二,A1,東京,6.08,44.17,7.4,65.0,73,36.41,34,27.92,,55.9,39,,
2025-04-02,蒲郡,9,19:02,投票,2,服部達哉,A2,愛知,4.77,26.14,5.4,32.5,77,21.58,36,33.73,,54.9,38,,
2025-04-02,蒲郡,9,19:02,投票,3,橋本英一,B1,福岡,4.74,28.24,4.28,16.67,66,22.22,46,34.55,,55.3,34,,
2025-04-02,蒲郡,9,19:02,投票,4,山崎義明,A2,埼玉,5.3,34.02,4.3,25.0,64,40.52,24,36.84,,52.0,58,,
2025-04-02,蒲郡,9,19:02,投票,5,喜多那由夏,B1,静岡,4.06,20.0,2.5,0.0,17,22.22,63,33.53,,49.6,42,,
2025-04-02,蒲郡,9,19:02,投票,6,津久井拓也,A2,群馬,5.89,43.0,5.7,30.0,46,23.57,59,28.99,,53.6,37,,
2025-04-02,蒲郡,10,19:32,投票,1,北川潤二,A1,愛知,6.33,45.61,6.28,46.22,19,46.45,19,20.33,,57.4,42,,
2025-04-02,蒲郡,10,19:32,投票,2,浅見昌克,B1,埼玉,6.17,47.62,5.36,27.27,15,34.12,62,32.72,,51.0,55,,
2025-04-02,蒲郡,10,19:32,投票,3,待鳥雄紀,A2,福岡,5.24,33.7,5.77,48.39,69,38.27,23,28.47,,58.7,45,,
2025-04-02,蒲郡,10,19:32,投票,4,川北浩貴,A2,滋賀,5.57,36.63,5.64,36.36,53,27.39,37,30.87,,52.4,53,,
2025-04-02,蒲郡,10,19:32,投票,5,大橋栄里佳,B1,福岡,4.83,32.0,0.0,0.0,12,27.59,56,38.06,,49.3,43,,
2025-04-02,蒲郡,10,19:32,投票,6,池田雄一,A2,静岡,6.14,40.66,5.53,33.33,11,47.26,21,33.52,,52.8,43,,
2025-04-02,蒲郡,11,20:04,投票,1,石川真二,A1,福岡,6.9,56.12,0.0,0.0,45,43.95,58,27.27,,52.1,54,,
2025-04-02,蒲郡,11,20:04,投票,2,中村有裕,A1,滋賀,5.34,31.51,6.14,56.76,52,28.89,17,27.89,,58.2,45,,
2025-04-02,蒲郡,11,20:04,投票,3,西舘健,A2,東京,5.57,39.62,5.13,25.0,70,32.0,49,26.99,,54.2,40,,
2025-04-02,蒲郡,11,20:04,投票,4,森下愛梨,B1,静岡,5.29,33.33,5.61,35.48,24,46.26,41,22.97,,50.2,28,,
2025-04-02,蒲郡,11,20:04,投票,5,平野和明,A2,愛知,5.32,27.78,5.63,32.88,22,39.75,54,34.3,,54.1,44,,
2025-04-02,蒲郡,11,20:04,投票,6,竹下大樹,A2,福岡,6.23,46.0,0.0,0.0,68,25.0,25,40.11,,55.2,26,,
2025-04-02,蒲郡,12,20:35,投票,1,太田和美,A1,大阪,6.53,42.99,7.0,50.0,72,41.78,35,23.27,,54.1,52,,
2025-04-02,蒲郡,12,20:35,投票,2,江口晃生,A1,群馬,7.41,65.43,3.82,0.0,71,31.79,30,38.41,,53.9,60,,
2025-04-02,蒲郡,12,20:35,投票,3,山崎哲司,A1,愛知,6.78,55.88,6.05,41.82,18,44.29,15,29.55,,50.2,46,,
2025-04-02,蒲郡,12,20:35,投票,4,武田光史,A1,福井,6.26,45.13,3.1,0.0,76,30.49,45,26.55,,53.4,51,,
2025-04-02,蒲郡,12,20:35,投票,5,吉永則雄,A1,大阪,6.2,47.37,6.29,50.0,23,31.69,26,30.22,,53.1,46,,
2025-04-02,蒲郡,12,20:35,投票,6,飯島昌弘,A1,埼玉,6.5,48.54,0.0,0.0,21,27.33,20,34.62,,52.6,52,,
2025-04-02,三国,1,08:35,発売終了,1,金子賢志,A1,群馬,6.36,48.85,7.05,60.0,70,47.62,41,47.62,,52.4,34,,
2025-04-02,三国,1,08:35,発売終了,2,川上清人,B1,香川,4.38,23.76,3.5,14.29,34,26.32,39,40.91,,62.3,45,,
2025-04-02,三国,1,08:35,発売終了,3,小川広大,B1,福岡,3.38,11.11,3.94,18.75,43,38.1,33,28.57,,59.1,41,,
2025-04-02,三国,1,08:35,発売終了,4,岩川仁士,B1,大阪,5.04,29.29,4.77,38.46,67,66.67,38,68.18,,53.8,38,,
2025-04-02,三国,1,08:35,発売終了,5,菊池峰晴,B1,群馬,5.26,31.01,5.59,38.46,18,45.0,50,54.55,,52.7,57,,
2025-04-02,三国,1,08:35,発売終了,6,有山望,B2,大阪,1.45,0.0,1.5,0.0,55,21.05,30,31.25,,52.0,20,,
2025-04-02,三国,2,09:01,発売終了,1,古場輝義,A2,大阪,5.4,32.84,2.86,14.29,60,30.0,60,15.79,,52.7,65,,
2025-04-02,三国,2,09:01,発売終了,2,北野輝季,A1,愛知,5.88,42.7,6.13,45.83,65,25.0,67,50.0,,52.1,36,,
2025-04-02,三国,2,09:01,発売終了,3,濱崎誠,B2,大阪,5.18,31.15,4.5,21.43,66,38.1,26,30.77,,52.0,45,,
2025-04-02,三国,2,09:01,発売終了,4,塩田雄一,B1,香川,4.23,25.22,5.29,42.86,17,66.67,72,30.0,,52.2,52,,
