日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,当地勝率,モーター番号,モーター2連率,ボート番号,ボート2連率,展示タイム,体重,年齢,進入,ST
2025-04-02,浜名湖,12,17:06,投票,6,川島拓郎,B1,静岡,3.78,3.62,22,31.0,39,35.85,,52.4,36,,
2025-04-02,蒲郡,1,15:19,投票,1,大江純,B1,愛知,4.22,4.97,75,35.0,57,31.33,,52.1,29,,
2025-04-02,蒲郡,1,15:19,投票,2,加藤翔,B1,静岡,4.36,3.84,35,30.05,61,31.01,,52.8,41,,
2025-04-02,蒲郡,1,15:19,投票,3,井上尚悟,B1,大阪,3.88,2.0,16,39.07,43,27.71,,51.9,37,,
2025-04-02,蒲郡,1,15:19,投票,4,池田雄一,A2,静岡,6.14,5.53,11,47.26,21,33.52,,52.8,43,,
2025-04-02,蒲郡,1,15:19,投票,5,森下勇,B1,群馬,4.07,0.0,40,39.16,33,44.0,,56.8,51,,
2025-04-02,蒲郡,1,15:19,投票,6,梶原正,B1,福岡,4.19,6.3,14,37.1,52,31.89,,55.9,50,,
2025-04-02,蒲郡,2,15:44,投票,1,小林孝彰,B1,福井,6.1,4.76,74,31.43,75,38.04,,53.2,25,,
2025-04-02,蒲郡,2,15:44,投票,2,大橋栄里佳,B1,福岡,4.83,0.0,12,27.59,56,38.06,,49.3,43,,
2025-04-02,蒲郡,2,15:44,投票,3,中村有裕,A1,滋賀,5.34,6.14,52,28.89,17,27.89,,58.2,45,,
2025-04-02,蒲郡,2,15:44,投票,4,佃來紀,B1,大阪,4.19,2.92,39,34.73,16,26.36,,51.5,24,,
2025-04-02,蒲郡,2,15:44,投票,5,服部達哉,A2,愛知,4.77,5.4,77,21.58,36,33.73,,54.9,38,,
2025-04-02,蒲郡,2,15:44,投票,6,村田敦,B1,東京,4.2,3.87,43,33.33,51,32.28,,59.9,41,,
2025-04-02,蒲郡,3,16:11,投票,1,森下愛梨,B1,静岡,5.29,5.61,24,46.26,41,22.97,,50.2,28,,
2025-04-02,蒲郡,3,16:11,投票,2,飯島昌弘,A1,埼玉,6.5,0.0,21,27.33,20,34.62,,52.6,52,,
2025-04-02,蒲郡,3,16:11,投票,3,石原光,B1,静岡,5.03,2.38,54,42.86,13,38.37,,54.4,29,,
2025-04-02,蒲郡,3,16:11,投票,4,深澤達徳,A2,東京,5.62,5.08,20,29.63,48,30.59,,53.8,44,,
2025-04-02,蒲郡,3,16:11,投票,5,橋本英一,B1,福岡,4.74,4.28,66,22.22,46,34.55,,55.3,34,,
2025-04-02,蒲郡,3,16:11,投票,6,待鳥雄紀,A2,福岡,5.24,5.77,69,38.27,23,28.47,,58.7,45,,
2025-04-02,蒲郡,4,16:38,投票,1,喜多那由夏,B1,静岡,4.06,2.5,17,22.22,63,33.53,,49.6,42,,
2025-04-02,蒲郡,4,16:38,投票,2,堤昇,A2,静岡,5.06,5.5,36,30.92,14,31.1,,52.7,55,,
2025-04-02,蒲郡,4,16:38,投票,3,竹下大樹,A2,福岡,6.23,0.0,68,25.0,25,40.11,,55.2,26,,
2025-04-02,蒲郡,4,16:38,投票,4,林恵祐,B1,福岡,4.52,3.29,50,27.52,31,28.47,,62.0,49,,
2025-04-02,蒲郡,4,16:38,投票,5,高木茉白,B2,埼玉,1.79,0.88,65,33.14,39,41.95,,47.5,18,,
2025-04-02,蒲郡,4,16:38,投票,6,江口晃生,A1,群馬,7.41,3.82,71,31.79,30,38.41,,53.9,60,,
2025-04-02,蒲郡,5,17:08,投票,1,浅見昌克,B1,埼玉,6.17,5.36,15,34.12,62,32.72,,51.0,55,,
2025-04-02,蒲郡,5,17:08,投票,2,武田光史,A1,福井,6.26,3.1,76,30.49,45,26.55,,53.4,51,,
2025-04-02,蒲郡,5,17:08,投票,3,津久井拓也,A2,群馬,5.89,5.7,46,23.57,59,28.99,,53.6,37,,
2025-04-02,蒲郡,5,17:08,投票,4,大江純,B1,愛知,4.22,4.97,75,35.0,57,31.33,,52.1,29,,
2025-04-02,蒲郡,5,17:08,投票,5,西舘健,A2,東京,5.57,5.13,70,32.0,49,26.99,,54.2,40,,
2025-04-02,蒲郡,5,17:08,投票,6,木村紗友希,B1,静岡,3.74,4.75,47,29.14,55,36.21,,48.7,40,,
2025-04-02,蒲郡,6,17:37,投票,1,森清友翔,B1,福岡,4.15,2.78,48,32.48,38,30.48,,55.2,23,,
2025-04-02,蒲郡,6,17:37,投票,2,後藤盛也,A2,東京,5.24,3.97,67,22.7,28,35.93,,52.6,36,,
2025-04-02,蒲郡,6,17:37,投票,3,佐藤ほのか,B1,東京,4.21,0.0,63,37.24,40,39.67,,45.4,28,,
2025-04-02,蒲郡,6,17:37,投票,4,井上尚悟,B1,大阪,3.88,2.0,16,39.07,43,27.71,,51.9,37,,
2025-04-02,蒲郡,6,17:37,投票,5,石川真二,A1,福岡,6.9,0.0,45,43.95,58,27.27,,52.1,54,,
2025-04-02,蒲郡,6,17:37,投票,6,山崎哲司,A1,愛知,6.78,6.05,18,44.29,15,29.55,,50.2,46,,
2025-04-02,蒲郡,7,18:04,投票,1,平野和明,A2,愛知,5.32,5.63,22,39.75,54,34.3,,54.1,44,,
2025-04-02,蒲郡,7,18:04,投票,2,梶原正,B1,福岡,4.19,6.3,14,37.1,52,31.89,,55.9,50,,
2025-04-02,蒲郡,7,18:04,投票,3,吉永則雄,A1,大阪,6.2,6.29,23,31.69,26,30.22,,53.1,46,,
2025-04-02,蒲郡,7,18:04,投票,4,塩崎桐加,A2,三重,5.31,5.65,13,38.86,53,41.11,,50.8,32,,
2025-04-02,蒲郡,7,18:04,投票,5,森作広大,B1,東京,3.73,3.22,37,33.85,29,38.96,,57.0,36,,
2025-04-02,蒲郡,7,18:04,投票,6,佃來紀,B1,大阪,4.19,2.92,39,34.73,16,26.36,,51.5,24,,
2025-04-02,蒲郡,8,18:32,投票,1,深澤達徳,A2,東京,5.62,5.08,20,29.63,48,30.59,,53.8,44,,
2025-04-02,蒲郡,8,18:32,投票,2,太田和美,A1,大阪,6.53,7.0,72,41.78,35,23.27,,54.1,52,,
2025-04-02,蒲郡,8,18:32,投票,3,神里琴音,B1,福岡,4.08,2.56,38,25.47,60,26.81,,45.4,20,,
2025-04-02,蒲郡,8,18:32,投票,4,天野友和,A2,愛知,6.52,7.18,49,31.89,22,28.46,,52.9,47,,
2025-04-02,蒲郡,8,18:32,投票,5,林恵祐,B1,福岡,4.52,3.29,50,27.52,31,28.47,,62.0,49,,
2025-04-02,蒲郡,8,18:32,投票,6,加藤翔,B1,静岡,4.36,3.84,35,30.05,61,31.01,,52.8,41,,
2025-04-02,蒲郡,9,19:02,投票,1,永田秀二,A1,東京,6.08,7.4,73,36.41,34,27.92,,55.9,39,,
2025-04-02,蒲郡,9,19:02,投票,2,服部達哉,A2,愛知,4.77,5.4,77,21.58,36,33.73,,54.9,38,,
2025-04-02,蒲郡,9,19:02,投票,3,橋本英一,B1,福岡,4.74,4.28,66,22.22,46,34.55,,55.3,34,,
2025-04-02,蒲郡,9,19:02,投票,4,山崎義明,A2,埼玉,5.3,4.3,64,40.52,24,36.84,,52.0,58,,
2025-04-02,蒲郡,9,19:02,投票,5,喜多那由夏,B1,静岡,4.06,2.5,17,22.22,63,33.53,,49.6,42,,
2025-04-02,蒲郡,9,19:02,投票,6,津久井拓也,A2,群馬,5.89,5.7,46,23.57,59,28.99,,53.6,37,,
2025-04-02,蒲郡,10,19:32,投票,1,北川潤二,A1,愛知,6.33,6.28,19,46.45,19,20.33,,57.4,42,,
2025-04-02,蒲郡,10,19:32,投票,2,浅見昌克,B1,埼玉,6.17,5.36,15,34.12,62,32.72,,51.0,55,,
2025-04-02,蒲郡,10,19:32,投票,3,待鳥雄紀,A2,福岡,5.24,5.77,69,38.27,23,28.47,,58.7,45,,
2025-04-02,蒲郡,10,19:32,投票,4,川北浩貴,A2,滋賀,5.57,5.64,53,27.39,37,30.87,,52.4,53,,
2025-04-02,蒲郡,10,19:32,投票,5,大橋栄里佳,B1,福岡,4.83,0.0,12,27.59,56,38.06,,49.3,43,,
2025-04-02,蒲郡,10,19:32,投票,6,池田雄一,A2,静岡,6.14,5.53,11,47.26,21,33.52,,52.8,43,,
2025-04-02,蒲郡,11,20:04,投票,1,石川真二,A1,福岡,6.9,0.0,45,43.95,58,27.27,,52.1,54,,
2025-04-02,蒲郡,11,20:04,投票,2,中村有裕,A1,滋賀,5.34,6.14,52,28.89,17,27.89,,58.2,45,,
2025-04-02,蒲郡,11,20:04,投票,3,西舘健,A2,東京,5.57,5.13,70,32.0,49,26.99,,54.2,40,,
2025-04-02,蒲郡,11,20:04,投票,4,森下愛梨,B1,静岡,5.29,5.61,24,46.26,41,22.97,,50.2,28,,
2025-04-02,蒲郡,11,20:04,投票,5,平野和明,A2,愛知,5.32,5.63,22,39.75,54,34.3,,54.1,44,,
2025-04-02,蒲郡,11,20:04,投票,6,竹下大樹,A2,福岡,6.23,0.0,68,25.0,25,40.11,,55.2,26,,
2025-04-02,蒲郡,12,20:35,投票,1,太田和美,A1,大阪,6.53,7.0,72,41.78,35,23.27,,54.1,52,,
2025-04-02,蒲郡,12,20:35,投票,2,江口晃生,A1,群馬,7.41,3.82,71,31.79,30,38.41,,53.9,60,,
2025-04-02,蒲郡,12,20:35,投票,3,山崎哲司,A1,愛知,6.78,6.05,18,44.29,15,29.55,,50.2,46,,
2025-04-02,蒲郡,12,20:35,投票,4,武田光史,A1,福井,6.26,3.1,76,30.49,45,26.55,,53.4,51,,
2025-04-02,蒲郡,12,20:35,投票,5,吉永則雄,A1,大阪,6.2,6.29,23,31.69,26,30.22,,53.1,46,,
2025-04-02,蒲郡,12,20:35,投票,6,飯島昌弘,A1,埼玉,6.5,0.0,21,27.33,20,34.62,,52.6,52,,
2025-04-02,三国,1,08:35,発売終了,1,金子賢志,A1,群馬,6.36,7.05,70,47.62,41,47.62,,52.4,34,,
2025-04-02,三国,1,08:35,発売終了,2,川上清人,B1,香川,4.38,3.5,34,26.32,39,40.91,,62.3,45,,
2025-04-02,三国,1,08:35,発売終了,3,小川広大,B1,福岡,3.38,3.94,43,38.1,33,28.57,,59.1,41,,
2025-04-02,三国,1,08:35,発売終了,4,岩川仁士,B1,大阪,5.04,4.77,67,66.67,38,68.18,,53.8,38,,
2025-04-02,三国,1,08:35,発売終了,5,菊池峰晴,B1,群馬,5.26,5.59,18,45.0,50,54.55,,52.7,57,,
2025-04-02,三国,1,08:35,発売終了,6,有山望,B2,大阪,1.45,1.5,55,21.05,30,31.25,,52.0,20,,
2025-04-02,三国,2,09:01,発売終了,1,古場輝義,A2,大阪,5.4,2.86,60,30.0,60,15.79,,52.7,65,,
2025-04-02,三国,2,09:01,発売終了,2,北野輝季,A1,愛知,5.88,6.13,65,25.0,67,50.0,,52.1,36,,
2025-04-02,三国,2,09:01,発売終了,3,濱崎誠,B2,大阪,5.18,4.5,66,38.1,26,30.77,,52.0,45,,
2025-04-02,三国,2,09:01,発売終了,4,塩田雄一,B1,香川,4.23,5.29,17,66.67,72,30.0,,52.2,52,,
2025-04-02,三国,2,09:01,発売終了,5,渡邊裕貴,B1,静岡,4.51,2.75,61,30.0,64,25.0,,52.5,39,,
2025-04-02,三国,2,09:01,発売終了,6,渡邊雄斗,B2,三重,1.33,1.25,16,38.1,21,47.37,,52.0,20,,
2025-04-02,三国,3,09:27,投票,1,四宮与寛,A2,徳島,6.4,6.5,24,38.1,62,19.05,,52.0,34,,
2025-04-02,三国,3,09:27,投票,2,佐藤旭,B1,静岡,5.27,5.12,25,61.54,49,31.82,,52.7,42,,
2025-04-02,三国,3,09:27,投票,3,岡村慶太,A1,福岡,6.58,7.23,68,21.05,35,18.18,,52.4,37,,
2025-04-02,三国,3,09:27,投票,4,淺香文武,B1,三重,5.17,5.37,39,40.91,34,30.0,,55.9,50,,
2025-04-02,三国,3,09:27,投票,5,草川壮良,B2,滋賀,1.82,1.17,32,47.37,48,42.86,,51.0,20,,
2025-04-02,三国,3,09:27,投票,6,宮嵜隆太郎,B1,福岡,4.47,0.0,15,36.84,15,15.0,,60.0,51,,
2025-04-02,三国,4,09:53,投票,1,宮之原輝紀,A1,東京,6.79,9.0,29,47.62,11,41.18,,52.2,27,,
2025-04-02,三国,4,09:53,投票,2,岸蔭亮,B1,兵庫,4.75,4.48,56,61.9,56,33.33,,52.8,39,,
2025-04-02,三国,4,09:53,投票,3,柴田友和,B1,福岡,4.78,0.0,53,42.11,61,36.84,,52.2,47,,
2025-04-02,三国,4,09:53,投票,4,金田智博,A2,福井,5.6,5.98,14,15.79,12,40.0,,52.0,26,,
2025-04-02,三国,4,09:53,投票,5,戸塚邦好,A2,東京,5.46,6.65,23,12.0,44,36.36,,51.5,36,,
2025-04-02,三国,4,09:53,投票,6,豊田祥生,B1,静岡,3.08,1.4,19,31.58,70,42.11,,51.0,23,,
2025-04-02,三国,5,10:21,投票,1,三好勇人,A2,香川,5.72,0.0,33,43.48,22,36.84,,53.6,41,,
2025-04-02,三国,5,10:21,投票,2,片岡秀樹,B1,徳島,5.57,3.78,31,25.0,18,21.43,,55.5,42,,
2025-04-02,三国,5,10:21,投票,3,畑田汰一,A1,埼玉,6.81,6.92,49,50.0,69,30.0,,52.0,26,,
2025-04-02,三国,5,10:21,投票,4,福田宗平,A2,大阪,6.1,6.02,40,42.86,47,28.57,,52.3,35,,
2025-04-02,三国,5,10:21,投票,5,加倉侑征,B1,福岡,5.74,3.6,58,36.84,55,30.0,,52.6,27,,
2025-04-02,三国,5,10:21,投票,6,重木輝彦,A1,兵庫,6.26,7.03,62,42.86,13,30.0,,51.5,37,,
2025-04-02,三国,6,10:51,投票,1,渡邊裕貴,B1,静岡,4.51,2.75,61,30.0,64,25.0,,52.5,39,,
2025-04-02,三国,6,10:51,投票,2,秋山広一,A2,香川,5.97,6.52,45,36.36,71,22.73,,52.9,49,,
2025-04-02,三国,6,10:51,投票,3,関根彰人,A2,埼玉,5.29,4.69,42,36.36,53,31.82,,52.3,41,,
2025-04-02,三国,6,10:51,投票,4,石塚久也,A1,埼玉,6.82,6.88,50,36.84,52,36.84,,52.0,43,,
2025-04-02,三国,6,10:51,投票,5,有山望,B2,大阪,1.45,1.5,55,21.05,30,31.25,,52.0,20,,
2025-04-02,三国,6,10:51,投票,6,木田峰由季,B1,福井,5.18,6.06,27,57.89,63,33.33,,52.6,34,,
2025-04-02,三国,7,11:22,投票,1,菊池峰晴,B1,群馬,5.26,5.59,18,45.0,50,54.55,,52.7,57,,
2025-04-02,三国,7,11:22,投票,2,澤崎雄哉,B1,東京,5.39,4.0,22,42.86,58,17.65,,53.1,29,,
2025-04-02,三国,7,11:22,投票,3,大須賀友,A1,愛知,6.69,0.0,47,38.89,16,39.13,,52.0,38,,
2025-04-02,三国,7,11:22,投票,4,濱崎誠,B2,大阪,5.18,4.5,66,38.1,26,30.77,,52.0,45,,
2025-04-02,三国,7,11:22,投票,5,岡村慶太,A1,福岡,6.58,7.23,68,21.05,35,18.18,,52.4,37,,
2025-04-02,三国,7,11:22,投票,6,田路朋史,A2,兵庫,6.44,3.73,69,43.75,54,65.0,,52.0,40,,
2025-04-02,三国,8,11:54,投票,1,飯島誠,B1,埼玉,4.35,5.12,30,25.0,27,36.36,,52.6,46,,
2025-04-02,三国,8,11:54,投票,2,宮之原輝紀,A1,東京,6.79,9.0,29,47.62,11,41.18,,52.2,27,,
2025-04-02,三国,8,11:54,投票,3,淺香文武,B1,三重,5.17,5.37,39,40.91,34,30.0,,55.9,50,,
2025-04-02,三国,8,11:54,投票,4,是澤孝宏,A2,滋賀,6.56,0.0,63,40.0,28,39.13,,52.2,39,,
2025-04-02,三国,8,11:54,投票,5,渡邊雄斗,B2,三重,1.33,1.25,16,38.1,21,47.37,,52.0,20,,
2025-04-02,三国,8,11:54,投票,6,木下雄介,A2,滋賀,6.05,4.63,26,15.79,65,40.0,,52.1,30,,
2025-04-02,三国,9,12:27,投票,1,籾山佳岳,B1,愛知,5.43,4.59,12,38.1,68,63.64,,52.7,42,,
2025-04-02,三国,9,12:27,投票,2,金田智博,A2,福井,5.6,5.98,14,15.79,12,40.0,,52.0,26,,
2025-04-02,三国,9,12:27,投票,3,岩川仁士,B1,大阪,5.04,4.77,67,66.67,38,68.18,,53.8,38,,
2025-04-02,三国,9,12:27,投票,4,重木輝彦,A1,兵庫,6.26,7.03,62,42.86,13,30.0,,51.5,37,,
2025-04-02,三国,9,12:27,投票,5,四宮与寛,A2,徳島,6.4,6.5,24,38.1,62,19.05,,52.0,34,,
2025-04-02,三国,9,12:27,投票,6,北野輝季,A1,愛知,5.88,6.13,65,25.0,67,50.0,,52.1,36,,
2025-04-02,三国,10,13:01,投票,1,佐藤旭,B1,静岡,5.27,5.12,25,61.54,49,31.82,,52.7,42,,
2025-04-02,三国,10,13:01,投票,2,豊田祥生,B1,静岡,3.08,1.4,19,31.58,70,42.11,,51.0,23,,
2025-04-02,三国,10,13:01,投票,3,三角哲男,A1,東京,6.86,6.89,54,47.62,17,11.11,,52.5,58,,
2025-04-02,三国,10,13:01,投票,4,安達裕樹,A2,三重,6.54,5.11,46,28.57,20,25.0,,52.5,42,,
2025-04-02,三国,10,13:01,投票,5,畑田汰一,A1,埼玉,6.81,6.92,49,50.0,69,30.0,,52.0,26,,
2025-04-02,三国,10,13:01,投票,6,関根彰人,A2,埼玉,5.29,4.69,42,36.36,53,31.82,,52.3,41,,
2025-04-02,三国,11,13:36,投票,1,戸塚邦好,A2,東京,5.46,6.65,23,12.0,44,36.36,,51.5,36,,
2025-04-02,三国,11,13:36,投票,2,下田哲也,B1,香川,4.45,5.6,44,45.0,57,34.62,,54.9,50,,
2025-04-02,三国,11,13:36,投票,3,金子賢志,A1,群馬,6.36,7.05,70,47.62,41,47.62,,52.4,34,,
2025-04-02,三国,11,13:36,投票,4,竹腰正樹,B1,福井,4.93,5.01,48,36.36,36,31.82,,52.1,53,,
2025-04-02,三国,11,13:36,投票,5,福田宗平,A2,大阪,6.1,6.02,40,42.86,47,28.57,,52.3,35,,
2025-04-02,三国,11,13:36,投票,6,大須賀友,A1,愛知,6.69,0.0,47,38.89,16,39.13,,52.0,38,,
2025-04-02,三国,12,14:13,投票,1,石塚久也,A1,埼玉,6.82,6.88,50,36.84,52,36.84,,52.0,43,,
2025-04-02,三国,12,14:13,投票,2,古場輝義,A2,大阪,5.4,2.86,60,30.0,60,15.79,,52.7,65,,
2025-04-02,三国,12,14:13,投票,3,澤崎雄哉,B1,東京,5.39,4.0,22,42.86,58,17.65,,53.1,29,,
2025-04-02,三国,12,14:13,投票,4,木下雄介,A2,滋賀,6.05,4.63,26,15.79,65,40.0,,52.1,30,,
2025-04-02,三国,12,14:13,投票,5,三好勇人,A2,香川,5.72,0.0,33,43.48,22,36.84,,53.6,41,,
2025-04-02,三国,12,14:13,投票,6,岸蔭亮,B1,兵庫,4.75,4.48,56,61.9,56,33.33,,52.8,39,,
2025-04-02,住之江,1,15:26,投票,1,池上隆行,B1,広島,3.82,2.95,76,0.0,75,0.0,,52.0,55,,
2025-04-02,住之江,1,15:26,投票,2,大森翼,B1,兵庫,3.76,3.08,64,0.0,25,50.0,,52.0,23,,
2025-04-02,住之江,1,15:26,投票,3,浦野海,B1,福岡,5.56,6.13,25,11.11,86,0.0,,52.2,22,,
2025-04-02,住之江,1,15:26,投票,4,塚越海斗,A2,群馬,5.31,2.29,87,0.0,28,30.0,,53.3,26,,
2025-04-02,住之江,1,15:26,投票,5,金山立樹,B1,東京,5.5,0.0,81,0.0,83,0.0,,52.8,31,,
2025-04-02,住之江,1,15:26,投票,6,庄島潤成,B2,山口,1.18,0.0,73,0.0,37,11.11,,54.0,21,,
2025-04-02,住之江,2,15:50,投票,1,川原涼,B1,愛知,5.42,3.13,32,0.0,70,71.43,,53.2,25,,
2025-04-02,住之江,2,15:50,投票,2,小澤学,B1,東京,3.89,2.71,74,0.0,85,0.0,,53.1,43,,
2025-04-02,住之江,2,15:50,投票,3,富山弘幸,A2,大阪,5.64,6.07,70,0.0,36,25.0,,53.7,66,,
2025-04-02,住之江,2,15:50,投票,4,伊藤尚汰,B1,福岡,4.06,4.2,77,0.0,87,0.0,,50.0,30,,
2025-04-02,住之江,2,15:50,投票,5,桑原将光,A2,東京,5.4,0.0,35,0.0,64,11.11,,52.0,40,,
2025-04-02,住之江,2,15:50,投票,6,上岡巧汰,B2,広島,1.28,0.0,58,30.0,55,0.0,,52.2,22,,
2025-04-02,住之江,3,16:19,投票,1,田中孝明,B1,福岡,4.03,4.0,89,0.0,61,0.0,,58.1,38,,
2025-04-02,住之江,3,16:19,投票,2,岡村将也,A2,福岡,5.83,0.0,30,11.11,81,0.0,,53.5,35,,
2025-04-02,住之江,3,16:19,投票,3,広次修,B1,山口,5.24,3.44,33,12.5,23,0.0,,52.0,42,,
2025-04-02,住之江,3,16:19,投票,4,柴田光,A1,群馬,7.4,4.78,78,0.0,95,0.0,,52.0,53,,
2025-04-02,住之江,3,16:19,投票,5,小川知行,B1,群馬,5.23,5.08,90,0.0,90,0.0,,52.0,52,,
2025-04-02,住之江,3,16:19,投票,6,山本凱立,B2,広島,1.07,0.0,72,0.0,76,0.0,,53.0,25,,
2025-04-02,住之江,4,16:48,投票,1,井芹大志,B1,福岡,4.12,0.0,20,20.0,71,0.0,,54.0,49,,
2025-04-02,住之江,4,16:48,投票,2,重冨勇哉,B1,山口,5.31,4.89,68,11.11,72,0.0,,55.3,28,,
2025-04-02,住之江,4,16:48,投票,3,松下直也,A2,兵庫,5.56,5.5,83,0.0,74,0.0,,51.5,45,,
2025-04-02,住之江,4,16:48,投票,4,市橋卓士,A1,徳島,6.42,6.08,88,0.0,14,11.11,,53.7,45,,
2025-04-02,住之江,4,16:48,投票,5,永田義紘,B1,広島,4.39,3.67,28,0.0,88,0.0,,51.0,40,,
2025-04-02,住之江,4,16:48,投票,6,小林礼央,B2,広島,2.1,0.0,85,0.0,69,0.0,,52.0,22,,
2025-04-02,住之江,5,17:15,投票,1,塚越海斗,A2,群馬,5.31,2.29,87,0.0,28,30.0,,53.3,26,,
2025-04-02,住之江,5,17:15,投票,2,藤田靖弘,B1,静岡,5.72,6.06,80,0.0,78,0.0,,52.0,40,,
2025-04-02,住之江,5,17:15,投票,3,永井亮次,B1,大阪,4.78,5.43,23,0.0,62,0.0,,52.7,36,,
2025-04-02,住之江,5,17:15,投票,4,山口広樹,B1,福岡,5.02,4.43,75,0.0,93,0.0,,53.5,29,,
2025-04-02,住之江,5,17:15,投票,5,冨田秀幸,B1,愛知,4.52,5.14,56,33.33,39,30.0,,52.0,56,,
2025-04-02,住之江,5,17:15,投票,6,加藤翔馬,A2,兵庫,6.7,5.55,67,11.11,84,0.0,,55.2,27,,
2025-04-02,住之江,6,17:44,投票,1,谷村啓司,B1,福岡,3.4,4.18,36,11.11,92,0.0,,52.4,45,,
2025-04-02,住之江,6,17:44,投票,2,田村隆信,A2,徳島,6.57,5.13,86,0.0,80,0.0,,57.1,47,,
2025-04-02,住之江,6,17:44,投票,3,岡村仁,A1,大阪,6.48,7.2,53,11.11,27,0.0,,53.8,41,,
2025-04-02,住之江,6,17:44,投票,4,池上隆行,B1,広島,3.82,2.95,76,0.0,75,0.0,,52.0,55,,
2025-04-02,住之江,6,17:44,投票,5,上岡巧汰,B2,広島,1.28,0.0,58,30.0,55,0.0,,52.2,22,,
2025-04-02,住之江,6,17:44,投票,6,岡部大輝,A2,東京,5.07,6.79,51,0.0,52,33.33,,52.3,29,,
2025-04-02,住之江,7,18:11,投票,1,前原大道,A2,岡山,6.74,6.67,31,22.22,89,0.0,,52.6,28,,
2025-04-02,住之江,7,18:11,投票,2,古田祐貴,B1,香川,5.59,5.4,22,25.0,13,11.11,,52.0,35,,
2025-04-02,住之江,7,18:11,投票,3,小澤学,B1,東京,3.89,2.71,74,0.0,85,0.0,,53.1,43,,
2025-04-02,住之江,7,18:11,投票,4,三宅潤,A2,大阪,5.94,4.84,61,0.0,73,0.0,,53.6,40,,
2025-04-02,住之江,7,18:11,投票,5,赤坂俊輔,A1,長崎,6.7,7.11,52,22.22,29,0.0,,52.0,42,,
2025-04-02,住之江,7,18:11,投票,6,金山立樹,B1,東京,5.5,0.0,81,0.0,83,0.0,,52.8,31,,
2025-04-02,住之江,8,18:39,投票,1,桑原将光,A2,東京,5.4,0.0,35,0.0,64,11.11,,52.0,40,,
2025-04-02,住之江,8,18:39,投票,2,寺本重宣,A1,東京,6.2,5.56,57,0.0,79,0.0,,50.0,44,,
2025-04-02,住之江,8,18:39,投票,3,田中孝明,B1,福岡,4.03,4.0,89,0.0,61,0.0,,58.1,38,,
2025-04-02,住之江,8,18:39,投票,4,重冨勇哉,B1,山口,5.31,4.89,68,11.11,72,0.0,,55.3,28,,
2025-04-02,住之江,8,18:39,投票,5,吉川昭男,A1,滋賀,6.08,6.38,19,40.0,91,0.0,,52.7,52,,
2025-04-02,住之江,8,18:39,投票,6,浦野海,B1,福岡,5.56,6.13,25,11.11,86,0.0,,52.2,22,,
2025-04-02,住之江,9,19:09,投票,1,松下直也,A2,兵庫,5.56,5.5,83,0.0,74,0.0,,51.5,45,,
2025-04-02,住之江,9,19:09,投票,2,間野兼礼,B1,愛知,5.04,2.6,69,0.0,82,0.0,,52.6,36,,
2025-04-02,住之江,9,19:09,投票,3,亀山雅幸,A2,群馬,5.83,6.1,15,0.0,22,11.11,,52.4,41,,
2025-04-02,住之江,9,19:09,投票,4,柳沢一,A1,愛知,6.12,5.88,84,0.0,26,0.0,,52.0,43,,
2025-04-02,住之江,9,19:09,投票,5,山本凱立,B2,広島,1.07,0.0,72,0.0,76,0.0,,53.0,25,,
2025-04-02,住之江,9,19:09,投票,6,山口広樹,B1,福岡,5.02,4.43,75,0.0,93,0.0,,53.5,29,,
2025-04-02,住之江,10,19:40,投票,1,本多宏和,A1,愛知,5.73,6.89,34,10.0,54,12.5,,51.5,38,,
2025-04-02,住之江,10,19:40,投票,2,篠崎仁志,A1,福岡,6.51,6.33,66,30.0,58,22.22,,54.8,37,,
2025-04-02,住之江,10,19:40,投票,3,冨田秀幸,B1,愛知,4.52,5.14,56,33.33,39,30.0,,52.0,56,,
2025-04-02,住之江,10,19:40,投票,4,山崎昂介,A2,長崎,5.18,4.44,79,0.0,31,30.0,,52.0,40,,
2025-04-02,住之江,10,19:40,投票,5,大森翼,B1,兵庫,3.76,3.08,64,0.0,25,50.0,,52.0,23,,
2025-04-02,住之江,10,19:40,投票,6,岡村将也,A2,福岡,5.83,0.0,30,11.11,81,0.0,,53.5,35,,
2025-04-02,住之江,11,20:10,投票,1,中島秀治,A1,滋賀,6.75,5.55,16,0.0,17,11.11,,52.0,29,,
2025-04-02,住之江,11,20:10,投票,2,渡邉英児,A2,静岡,5.18,5.47,82,0.0,11,20.0,,52.3,55,,
2025-04-02,住之江,11,20:10,投票,3,山本修一,A1,岡山,6.4,6.89,71,0.0,77,0.0,,53.5,44,,
2025-04-02,住之江,11,20:10,投票,4,谷村啓司,B1,福岡,3.4,4.18,36,11.11,92,0.0,,52.4,45,,
2025-04-02,住之江,11,20:10,投票,5,前原大道,A2,岡山,6.74,6.67,31,22.22,89,0.0,,52.6,28,,
2025-04-02,住之江,11,20:10,投票,6,藤田靖弘,B1,静岡,5.72,6.06,80,0.0,78,0.0,,52.0,40,,
2025-04-02,住之江,12,20:40,投票,1,赤坂俊輔,A1,長崎,6.7,7.11,52,22.22,29,0.0,,52.0,42,,
2025-04-02,住之江,12,20:40,投票,2,市橋卓士,A1,徳島,6.42,6.08,88,0.0,14,11.11,,53.7,45,,
2025-04-02,住之江,12,20:40,投票,3,川原涼,B1,愛知,5.42,3.13,32,0.0,70,71.43,,53.2,25,,
