日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,当地勝率,モーター番号,モーター2連率,ボート番号,ボート2連率,展示タイム,体重,年齢,進入,ST
2025-04-02,住之江,12,20:40,投票,4,岡部大輝,A2,東京,5.07,6.79,51,0.0,52,33.33,,52.3,29,,
2025-04-02,住之江,12,20:40,投票,5,寺本重宣,A1,東京,6.2,5.56,57,0.0,79,0.0,,50.0,44,,
2025-04-02,住之江,12,20:40,投票,6,広次修,B1,山口,5.24,3.44,33,12.5,23,0.0,,52.0,42,,
2025-04-02,尼崎,1,10:36,投票,1,嶋義信,B1,香川,5.69,6.86,10,0.0,11,0.0,,54.6,36,,
2025-04-02,尼崎,1,10:36,投票,2,石川哲秀,B2,大阪,4.22,5.29,15,0.0,55,0.0,,55.3,48,,
2025-04-02,尼崎,1,10:36,投票,3,溝口海義也,A1,福岡,6.23,6.0,45,0.0,33,0.0,,56.4,29,,
2025-04-02,尼崎,1,10:36,投票,4,栗原直也,B1,埼玉,4.6,5.96,25,0.0,48,0.0,,51.6,32,,
2025-04-02,尼崎,1,10:36,投票,5,伏島祐介,B1,東京,5.15,0.0,33,0.0,53,0.0,,54.1,34,,
2025-04-02,尼崎,1,10:36,投票,6,吉田一心,B2,大阪,2.0,0.0,39,0.0,25,0.0,,55.3,21,,
2025-04-02,尼崎,2,11:03,投票,1,外崎悟,B1,埼玉,5.88,5.71,4,0.0,18,0.0,,51.8,36,,
2025-04-02,尼崎,2,11:03,投票,2,松山将吾,A2,滋賀,6.42,4.44,40,0.0,44,0.0,,51.4,30,,
2025-04-02,尼崎,2,11:03,投票,3,佐藤謙史朗,B1,福岡,4.53,5.14,41,0.0,35,0.0,,56.1,36,,
2025-04-02,尼崎,2,11:03,投票,4,久永祥平,B1,東京,5.25,6.55,17,0.0,21,0.0,,51.7,30,,
2025-04-02,尼崎,2,11:03,投票,5,田頭虎親,A2,香川,5.38,5.05,8,0.0,45,0.0,,52.6,27,,
2025-04-02,尼崎,2,11:03,投票,6,網代良芽,B2,兵庫,2.97,2.49,16,0.0,36,0.0,,50.6,21,,
2025-04-02,尼崎,3,11:29,投票,1,濱本優一,A2,大阪,5.72,6.3,43,0.0,31,0.0,,48.8,40,,
2025-04-02,尼崎,3,11:29,投票,2,塩崎優司,B1,愛知,4.97,5.71,24,0.0,51,0.0,,51.8,52,,
2025-04-02,尼崎,3,11:29,投票,3,益田啓司,A1,福岡,6.51,7.39,2,0.0,16,0.0,,50.7,45,,
2025-04-02,尼崎,3,11:29,投票,4,中野仁照,A1,愛知,6.13,4.73,35,0.0,49,0.0,,53.6,23,,
2025-04-02,尼崎,3,11:29,投票,5,石井孝之,B1,群馬,4.98,3.69,5,0.0,19,0.0,,54.7,34,,
2025-04-02,尼崎,3,11:29,投票,6,中村楓,B2,三重,1.53,1.71,18,0.0,52,0.0,,53.4,20,,
2025-04-02,尼崎,4,11:53,投票,1,佐々木翔斗,A2,大阪,6.43,5.73,21,0.0,20,0.0,,57.8,28,,
2025-04-02,尼崎,4,11:53,投票,2,笹木香吾,B1,山口,4.46,2.72,6,0.0,47,0.0,,57.3,25,,
2025-04-02,尼崎,4,11:53,投票,3,青木幸太郎,B1,福岡,5.63,3.9,34,0.0,32,0.0,,51.3,40,,
2025-04-02,尼崎,4,11:53,投票,4,赤岩善生,A1,愛知,7.06,6.73,30,0.0,38,0.0,,56.5,49,,
2025-04-02,尼崎,4,11:53,投票,5,大塚雅治,B1,東京,4.83,5.38,22,0.0,42,0.0,,54.0,27,,
2025-04-02,尼崎,4,11:53,投票,6,荒川健太,A2,三重,6.12,5.44,26,0.0,27,0.0,,56.5,44,,
2025-04-02,尼崎,5,12:31,投票,1,大庭元明,A2,福岡,5.64,7.14,3,0.0,22,0.0,,57.0,55,,
2025-04-02,尼崎,5,12:31,投票,2,香川颯太,B1,滋賀,5.96,0.0,27,0.0,17,0.0,,51.3,25,,
2025-04-02,尼崎,5,12:31,投票,3,田中信一郎,A1,大阪,6.27,6.49,29,0.0,14,0.0,,53.8,52,,
2025-04-02,尼崎,5,12:31,投票,4,川田正人,B1,徳島,5.38,4.67,38,0.0,34,0.0,,52.2,44,,
2025-04-02,尼崎,5,12:31,投票,5,佐藤博亮,A1,愛知,6.39,7.06,44,0.0,12,0.0,,54.3,37,,
2025-04-02,尼崎,5,12:31,投票,6,寺島吉彦,A2,東京,4.53,6.0,46,0.0,40,0.0,,50.0,39,,
2025-04-02,尼崎,6,12:59,投票,1,石田章央,A1,静岡,5.98,0.0,42,0.0,46,0.0,,54.0,49,,
2025-04-02,尼崎,6,12:59,投票,2,樋口範政,B1,愛知,3.82,2.94,7,0.0,24,0.0,,56.6,46,,
2025-04-02,尼崎,6,12:59,投票,3,妻鳥晋也,B1,香川,5.1,5.25,1,0.0,29,0.0,,55.5,33,,
2025-04-02,尼崎,6,12:59,投票,4,西村拓也,A1,大阪,6.85,7.06,14,0.0,23,0.0,,51.6,38,,
2025-04-02,尼崎,6,12:59,投票,5,網代良芽,B2,兵庫,2.97,2.49,16,0.0,36,0.0,,50.6,21,,
2025-04-02,尼崎,6,12:59,投票,6,長谷川充,B1,群馬,5.15,4.37,11,0.0,26,0.0,,51.9,51,,
2025-04-02,尼崎,7,13:33,投票,1,久永祥平,B1,東京,5.25,6.55,17,0.0,21,0.0,,51.7,30,,
2025-04-02,尼崎,7,13:33,投票,2,田中京介,A2,福岡,5.71,4.0,32,0.0,56,0.0,,56.1,34,,
2025-04-02,尼崎,7,13:33,投票,3,後藤翔之,A2,東京,6.52,5.93,13,0.0,13,0.0,,55.6,39,,
2025-04-02,尼崎,7,13:33,投票,4,松井洪弥,A1,三重,6.03,7.08,37,0.0,39,0.0,,51.5,32,,
2025-04-02,尼崎,7,13:33,投票,5,塩崎優司,B1,愛知,4.97,5.71,24,0.0,51,0.0,,51.8,52,,
2025-04-02,尼崎,7,13:33,投票,6,栗原直也,B1,埼玉,4.6,5.96,25,0.0,48,0.0,,51.6,32,,
2025-04-02,尼崎,8,14:06,投票,1,篠田優也,A1,兵庫,6.4,6.41,36,0.0,37,0.0,,54.1,38,,
2025-04-02,尼崎,8,14:06,投票,2,濱本優一,A2,大阪,5.72,6.3,43,0.0,31,0.0,,48.8,40,,
2025-04-02,尼崎,8,14:06,投票,3,伏島祐介,B1,東京,5.15,0.0,33,0.0,53,0.0,,54.1,34,,
2025-04-02,尼崎,8,14:06,投票,4,田頭虎親,A2,香川,5.38,5.05,8,0.0,45,0.0,,52.6,27,,
2025-04-02,尼崎,8,14:06,投票,5,齊藤優,B1,徳島,5.73,4.74,20,0.0,28,0.0,,54.3,42,,
2025-04-02,尼崎,8,14:06,投票,6,富田恕生,B1,福岡,5.35,0.0,28,0.0,30,0.0,,51.7,26,,
2025-04-02,尼崎,9,14:43,投票,1,高橋正男,A2,兵庫,6.11,6.19,12,0.0,54,0.0,,52.8,44,,
2025-04-02,尼崎,9,14:43,投票,2,佐藤謙史朗,B1,福岡,4.53,5.14,41,0.0,35,0.0,,56.1,36,,
2025-04-02,尼崎,9,14:43,投票,3,石川哲秀,B2,大阪,4.22,5.29,15,0.0,55,0.0,,55.3,48,,
2025-04-02,尼崎,9,14:43,投票,4,寺島吉彦,A2,東京,4.53,6.0,46,0.0,40,0.0,,50.0,39,,
2025-04-02,尼崎,9,14:43,投票,5,渡邉翼,A2,山口,5.5,0.0,31,0.0,43,0.0,,49.4,33,,
2025-04-02,尼崎,9,14:43,投票,6,青木幸太郎,B1,福岡,5.63,3.9,34,0.0,32,0.0,,51.3,40,,
2025-04-02,尼崎,10,15:11,投票,1,中岡正彦,A2,香川,6.76,6.27,19,0.0,15,0.0,,53.3,47,,
2025-04-02,尼崎,10,15:11,投票,2,大庭元明,A2,福岡,5.64,7.14,3,0.0,22,0.0,,57.0,55,,
2025-04-02,尼崎,10,15:11,投票,3,長谷川充,B1,群馬,5.15,4.37,11,0.0,26,0.0,,51.9,51,,
2025-04-02,尼崎,10,15:11,投票,4,松山将吾,A2,滋賀,6.42,4.44,40,0.0,44,0.0,,51.4,30,,
2025-04-02,尼崎,10,15:11,投票,5,澤大介,B1,三重,5.18,5.13,23,0.0,41,0.0,,52.2,52,,
2025-04-02,尼崎,10,15:11,投票,6,長野道臣,A2,静岡,5.1,0.0,9,0.0,50,0.0,,53.3,51,,
2025-04-02,尼崎,11,15:39,投票,1,田中信一郎,A1,大阪,6.27,6.49,29,0.0,14,0.0,,53.8,52,,
2025-04-02,尼崎,11,15:39,投票,2,溝口海義也,A1,福岡,6.23,6.0,45,0.0,33,0.0,,56.4,29,,
2025-04-02,尼崎,11,15:39,投票,3,荒川健太,A2,三重,6.12,5.44,26,0.0,27,0.0,,56.5,44,,
2025-04-02,尼崎,11,15:39,投票,4,外崎悟,B1,埼玉,5.88,5.71,4,0.0,18,0.0,,51.8,36,,
2025-04-02,尼崎,11,15:39,投票,5,中野仁照,A1,愛知,6.13,4.73,35,0.0,49,0.0,,53.6,23,,
2025-04-02,尼崎,11,15:39,投票,6,後藤翔之,A2,東京,6.52,5.93,13,0.0,13,0.0,,55.6,39,,
2025-04-02,尼崎,12,16:17,投票,1,西村拓也,A1,大阪,6.85,7.06,14,0.0,23,0.0,,51.6,38,,
2025-04-02,尼崎,12,16:17,投票,2,益田啓司,A1,福岡,6.51,7.39,2,0.0,16,0.0,,50.7,45,,
2025-04-02,尼崎,12,16:17,投票,3,佐藤博亮,A1,愛知,6.39,7.06,44,0.0,12,0.0,,54.3,37,,
2025-04-02,尼崎,12,16:17,投票,4,篠田優也,A1,兵庫,6.4,6.41,36,0.0,37,0.0,,54.1,38,,
2025-04-02,尼崎,12,16:17,投票,5,赤岩善生,A1,愛知,7.06,6.73,30,0.0,38,0.0,,56.5,49,,
2025-04-02,尼崎,12,16:17,投票,6,松井洪弥,A1,三重,6.03,7.08,37,0.0,39,0.0,,51.5,32,,
2025-04-02,丸亀,1,15:23,投票,1,大西隆洋,B1,香川,3.65,3.73,11,31.9,46,28.99,,55.3,52,,
2025-04-02,丸亀,1,15:23,投票,2,平岡重典,B1,大阪,4.43,4.86,62,24.11,20,30.25,,52.0,61,,
2025-04-02,丸亀,1,15:23,投票,3,庄司樹良々,B1,東京,6.26,5.56,55,31.75,36,39.01,,52.8,34,,
2025-04-02,丸亀,1,15:23,投票,4,岡暢祐,B1,長崎,3.94,1.57,21,36.13,18,35.8,,53.1,27,,
2025-04-02,丸亀,1,15:23,投票,5,坂井康嗣,B1,佐賀,4.33,4.39,41,42.37,1,30.72,,52.0,45,,
2025-04-02,丸亀,1,15:23,投票,6,野田亜湖,B2,徳島,1.27,1.1,5,24.55,4,34.83,,49.9,20,,
2025-04-02,丸亀,2,15:53,投票,1,渡邉俊介,B1,愛知,5.37,4.9,29,29.32,50,33.9,,51.0,38,,
2025-04-02,丸亀,2,15:53,投票,2,中村桃佳,B2,香川,5.19,6.13,63,26.23,7,30.95,,45.5,32,,
2025-04-02,丸亀,2,15:53,投票,3,江本真治,A2,山口,5.75,5.5,20,35.04,6,26.54,,52.8,50,,
2025-04-02,丸亀,2,15:53,投票,4,樫葉新心,B1,徳島,1.97,1.6,18,37.5,62,31.1,,45.0,20,,
2025-04-02,丸亀,2,15:53,投票,5,桐本康臣,A1,三重,6.44,6.83,3,24.0,27,28.07,,52.4,45,,
2025-04-02,丸亀,2,15:53,投票,6,横田貴満,A2,佐賀,6.37,6.28,66,40.8,55,36.46,,50.5,32,,
2025-04-02,丸亀,3,16:23,投票,1,蒲原健太,A2,佐賀,5.54,5.58,10,32.26,2,30.99,,52.3,31,,
2025-04-02,丸亀,3,16:23,投票,2,前田篤哉,A1,愛知,6.28,7.64,1,29.03,9,26.9,,52.5,28,,
2025-04-02,丸亀,3,16:23,投票,3,荒牧凪沙,B1,福岡,4.97,5.2,54,35.11,60,35.2,,52.4,26,,
2025-04-02,丸亀,3,16:23,投票,4,石田政吾,A2,福井,5.67,5.96,57,44.83,16,39.77,,52.0,54,,
2025-04-02,丸亀,3,16:23,投票,5,赤松咲香,B2,徳島,1.23,0.0,35,31.54,49,32.54,,49.0,23,,
2025-04-02,丸亀,3,16:23,投票,6,吉川勇作,B1,長崎,4.62,4.74,2,30.51,10,33.14,,54.1,36,,
2025-04-02,丸亀,4,16:53,投票,1,丹下将,A2,愛知,6.4,5.92,65,48.21,43,34.44,,54.6,39,,
2025-04-02,丸亀,4,16:53,投票,2,作間章,A1,東京,6.23,5.05,22,27.93,56,40.0,,54.2,45,,
2025-04-02,丸亀,4,16:53,投票,3,占部一真,B1,福岡,4.3,3.75,46,41.13,63,31.1,,52.0,33,,
2025-04-02,丸亀,4,16:53,投票,4,浦田信義,B1,東京,4.31,5.63,8,32.26,28,28.4,,51.5,59,,
2025-04-02,丸亀,4,16:53,投票,5,谷村一哉,A2,山口,5.93,6.62,56,27.07,35,38.55,,53.9,46,,
2025-04-02,丸亀,4,16:53,投票,6,山下流心,B1,広島,4.48,5.32,38,33.33,47,32.95,,54.3,32,,
2025-04-02,丸亀,5,17:22,投票,1,平尾崇典,A1,岡山,6.91,6.38,6,26.98,22,28.3,,50.5,52,,
2025-04-02,丸亀,5,17:22,投票,2,松本怜,B1,福岡,5.11,3.0,44,19.82,5,38.07,,46.0,31,,
2025-04-02,丸亀,5,17:22,投票,3,海老澤泰行,B1,東京,4.8,0.0,23,46.28,8,30.54,,55.6,50,,
2025-04-02,丸亀,5,17:22,投票,4,樋江井舞,B2,愛知,2.05,0.0,52,42.19,53,32.76,,46.0,23,,
2025-04-02,丸亀,5,17:22,投票,5,山本隆幸,A2,兵庫,6.55,5.68,28,30.89,3,26.99,,52.6,47,,
2025-04-02,丸亀,5,17:22,投票,6,平田健之佑,A1,三重,6.04,5.64,37,30.33,64,29.45,,52.0,38,,
2025-04-02,丸亀,6,17:51,投票,1,大野芳顕,A2,福岡,5.69,4.84,13,37.39,34,40.35,,53.0,40,,
2025-04-02,丸亀,6,17:51,投票,2,岡暢祐,B1,長崎,3.94,1.57,21,36.13,18,35.8,,53.1,27,,
2025-04-02,丸亀,6,17:51,投票,3,丸岡正典,A2,大阪,7.11,6.44,12,29.41,65,27.54,,52.2,45,,
2025-04-02,丸亀,6,17:51,投票,4,木谷賢太,A1,香川,5.69,6.28,30,25.4,33,33.9,,52.1,29,,
2025-04-02,丸亀,6,17:51,投票,5,加藤雅之,B1,広島,3.64,1.75,60,27.2,38,34.29,,52.0,58,,
2025-04-02,丸亀,6,17:51,投票,6,東口晃,B1,福井,3.73,0.0,51,31.25,61,36.61,,53.4,41,,
2025-04-02,丸亀,7,18:18,投票,1,庄司樹良々,B1,東京,6.26,5.56,55,31.75,36,39.01,,52.8,34,,
2025-04-02,丸亀,7,18:18,投票,2,池田紫乃,B1,長崎,4.77,4.72,26,26.98,45,36.61,,44.0,49,,
2025-04-02,丸亀,7,18:18,投票,3,廣瀬篤哉,B1,滋賀,4.64,6.13,48,25.98,24,39.66,,56.8,27,,
2025-04-02,丸亀,7,18:18,投票,4,荒牧凪沙,B1,福岡,4.97,5.2,54,35.11,60,35.2,,52.4,26,,
2025-04-02,丸亀,7,18:18,投票,5,廣瀬将亨,A2,兵庫,5.46,5.52,32,24.37,39,36.07,,56.2,46,,
2025-04-02,丸亀,7,18:18,投票,6,近江翔吾,A1,香川,6.33,6.59,47,45.97,30,25.44,,52.0,32,,
2025-04-02,丸亀,8,18:46,投票,1,上田紗奈,A2,大阪,5.29,0.0,50,31.45,52,36.52,,45.0,28,,
2025-04-02,丸亀,8,18:46,投票,2,江本真治,A2,山口,5.75,5.5,20,35.04,6,26.54,,52.8,50,,
2025-04-02,丸亀,8,18:46,投票,3,平岡重典,B1,大阪,4.43,4.86,62,24.11,20,30.25,,52.0,61,,
2025-04-02,丸亀,8,18:46,投票,4,内堀学,A2,東京,6.55,5.89,24,24.55,17,30.41,,52.0,37,,
2025-04-02,丸亀,8,18:46,投票,5,浦田信義,B1,東京,4.31,5.63,8,32.26,28,28.4,,51.5,59,,
2025-04-02,丸亀,8,18:46,投票,6,赤松咲香,B2,徳島,1.23,0.0,35,31.54,49,32.54,,49.0,23,,
2025-04-02,丸亀,9,19:16,投票,1,横田貴満,A2,佐賀,6.37,6.28,66,40.8,55,36.46,,50.5,32,,
2025-04-02,丸亀,9,19:16,投票,2,谷村一哉,A2,山口,5.93,6.62,56,27.07,35,38.55,,53.9,46,,
2025-04-02,丸亀,9,19:16,投票,3,丹下将,A2,愛知,6.4,5.92,65,48.21,43,34.44,,54.6,39,,
2025-04-02,丸亀,9,19:16,投票,4,蒲原健太,A2,佐賀,5.54,5.58,10,32.26,2,30.99,,52.3,31,,
2025-04-02,丸亀,9,19:16,投票,5,前田篤哉,A1,愛知,6.28,7.64,1,29.03,9,26.9,,52.5,28,,
2025-04-02,丸亀,9,19:16,投票,6,平尾崇典,A1,岡山,6.91,6.38,6,26.98,22,28.3,,50.5,52,,
2025-04-02,丸亀,10,19:48,投票,1,平田健之佑,A1,三重,6.04,5.64,37,30.33,64,29.45,,52.0,38,,
2025-04-02,丸亀,10,19:48,投票,2,山本隆幸,A2,兵庫,6.55,5.68,28,30.89,3,26.99,,52.6,47,,
2025-04-02,丸亀,10,19:48,投票,3,木谷賢太,A1,香川,5.69,6.28,30,25.4,33,33.9,,52.1,29,,
2025-04-02,丸亀,10,19:48,投票,4,中村桃佳,B2,香川,5.19,6.13,63,26.23,7,30.95,,45.5,32,,
2025-04-02,丸亀,10,19:48,投票,5,作間章,A1,東京,6.23,5.05,22,27.93,56,40.0,,54.2,45,,
2025-04-02,丸亀,10,19:48,投票,6,大西隆洋,B1,香川,3.65,3.73,11,31.9,46,28.99,,55.3,52,,
2025-04-02,丸亀,11,20:16,投票,1,近江翔吾,A1,香川,6.33,6.59,47,45.97,30,25.44,,52.0,32,,
2025-04-02,丸亀,11,20:16,投票,2,桐本康臣,A1,三重,6.44,6.83,3,24.0,27,28.07,,52.4,45,,
2025-04-02,丸亀,11,20:16,投票,3,石田政吾,A2,福井,5.67,5.96,57,44.83,16,39.77,,52.0,54,,
2025-04-02,丸亀,11,20:16,投票,4,上田紗奈,A2,大阪,5.29,0.0,50,31.45,52,36.52,,45.0,28,,
2025-04-02,丸亀,11,20:16,投票,5,大野芳顕,A2,福岡,5.69,4.84,13,37.39,34,40.35,,53.0,40,,
2025-04-02,丸亀,11,20:16,投票,6,渡邉俊介,B1,愛知,5.37,4.9,29,29.32,50,33.9,,51.0,38,,
2025-04-02,丸亀,12,20:45,投票,1,内堀学,A2,東京,6.55,5.89,24,24.55,17,30.41,,52.0,37,,
2025-04-02,丸亀,12,20:45,投票,2,海老澤泰行,B1,東京,4.8,0.0,23,46.28,8,30.54,,55.6,50,,
2025-04-02,丸亀,12,20:45,投票,3,廣瀬将亨,A2,兵庫,5.46,5.52,32,24.37,39,36.07,,56.2,46,,
2025-04-02,丸亀,12,20:45,投票,4,廣瀬篤哉,B1,滋賀,4.64,6.13,48,25.98,24,39.66,,56.8,27,,
2025-04-02,丸亀,12,20:45,投票,5,丸岡正典,A2,大阪,7.11,6.44,12,29.41,65,27.54,,52.2,45,,
2025-04-02,丸亀,12,20:45,投票,6,谷川祐一,A1,滋賀,6.22,6.19,16,31.4,54,31.74,,52.1,43,,
2025-04-02,徳山,1,08:43,発売終了,1,真庭明志,A2,長崎,4.69,7.16,32,30.96,29,28.0,,52.0,41,,
2025-04-02,徳山,1,08:43,発売終了,2,東健介,B1,岡山,4.69,5.71,43,34.43,47,34.62,,54.3,58,,
2025-04-02,徳山,1,08:43,発売終了,3,亀本勇樹,B1,広島,3.82,5.0,13,32.06,75,29.52,,57.2,63,,
2025-04-02,徳山,1,08:43,発売終了,4,川崎誠志,B1,山口,4.84,4.84,69,38.29,16,35.19,,52.0,42,,
2025-04-02,徳山,1,08:43,発売終了,5,汐崎正則,B1,愛知,4.34,1.57,68,31.19,67,33.93,,52.7,48,,
2025-04-02,徳山,1,08:43,発売終了,6,森雄利,B2,長崎,1.43,1.83,72,41.41,64,29.81,,52.3,20,,
2025-04-02,徳山,2,09:09,発売終了,1,高橋英之,A2,東京,5.2,5.95,46,24.47,13,32.73,,52.7,50,,
2025-04-02,徳山,2,09:09,発売終了,2,高山智至,B1,滋賀,5.12,3.79,11,34.86,73,43.64,,55.6,40,,
2025-04-02,徳山,2,09:09,発売終了,3,浦田晃嗣,B1,佐賀,4.42,3.56,51,34.72,55,28.57,,55.7,43,,
2025-04-02,徳山,2,09:09,発売終了,4,井内将太郎,A2,広島,5.86,6.83,49,29.61,37,49.47,,52.0,40,,
2025-04-02,徳山,2,09:09,発売終了,5,君島秀三,A1,滋賀,6.54,7.31,45,36.07,11,26.73,,52.0,44,,
2025-04-02,徳山,2,09:09,発売終了,6,嘉手苅徹哉,B2,福岡,2.2,1.13,48,36.54,23,38.18,,52.4,26,,
2025-04-02,徳山,3,09:35,投票,1,中村尊,A1,埼玉,6.1,0.0,12,30.92,54,28.95,,53.8,44,,
2025-04-02,徳山,3,09:35,投票,2,芦澤望,A2,東京,5.37,0.0,14,38.57,39,35.85,,54.9,47,,
2025-04-02,徳山,3,09:35,投票,3,吉田和仁,B1,滋賀,4.51,0.0,23,32.13,32,34.51,,55.0,41,,
2025-04-02,徳山,3,09:35,投票,4,前川守嗣,B1,福岡,5.32,5.61,40,41.15,14,29.59,,58.1,43,,
2025-04-02,徳山,3,09:35,投票,5,河合三弘,B1,愛知,5.26,4.88,17,30.38,17,22.73,,53.2,54,,
2025-04-02,徳山,3,09:35,投票,6,大町利克,B1,大阪,4.18,4.33,54,33.8,21,37.27,,52.1,49,,
2025-04-02,徳山,4,10:01,投票,1,長尾章平,A1,山口,6.65,6.35,29,34.68,76,0.0,,53.1,40,,
2025-04-02,徳山,4,10:01,投票,2,稗田聖也,B1,福岡,5.75,5.5,19,42.42,74,27.08,,53.0,36,,
2025-04-02,徳山,4,10:01,投票,3,櫻井優,B1,埼玉,4.67,3.67,65,33.33,45,45.0,,52.0,27,,
2025-04-02,徳山,4,10:01,投票,4,正木聖賢,B1,広島,4.92,6.27,27,45.09,46,36.13,,55.9,50,,
2025-04-02,徳山,4,10:01,投票,5,中亮太,A2,福岡,6.13,6.54,66,35.06,72,38.39,,52.6,27,,
2025-04-02,徳山,4,10:01,投票,6,久田武,A2,愛知,5.67,5.75,22,34.1,15,34.86,,52.2,51,,
2025-04-02,徳山,5,10:28,投票,1,白井英治,A1,山口,6.97,8.71,59,30.23,35,28.72,,53.7,48,,
2025-04-02,徳山,5,10:28,投票,2,井川大作,B1,岡山,4.34,3.91,33,37.24,68,33.33,,60.8,54,,
2025-04-02,徳山,5,10:28,投票,3,奥平拓也,B1,東京,4.8,0.0,63,35.81,50,33.33,,52.0,54,,
2025-04-02,徳山,5,10:28,投票,4,山下和彦,A1,広島,5.78,3.88,30,30.05,22,23.08,,52.0,55,,
2025-04-02,徳山,5,10:28,投票,5,大場広孝,B1,福岡,5.15,4.62,52,34.8,42,25.93,,55.5,42,,
2025-04-02,徳山,5,10:28,投票,6,東健介,B1,岡山,4.69,5.71,43,34.43,47,34.62,,54.3,58,,
2025-04-02,徳山,6,10:57,投票,1,後藤隼之,B1,東京,5.2,4.89,24,31.68,62,47.37,,53.7,37,,
2025-04-02,徳山,6,10:57,投票,2,森田昭彦,B2,福岡,3.32,2.71,57,31.47,57,20.45,,55.9,52,,
2025-04-02,徳山,6,10:57,投票,3,渡辺崇,B1,福岡,5.24,4.22,31,32.77,28,27.55,,56.0,37,,
2025-04-02,徳山,6,10:57,投票,4,星野太郎,A2,三重,5.79,7.43,36,40.91,59,27.36,,52.0,48,,
2025-04-02,徳山,6,10:57,投票,5,村岡賢,B1,広島,3.58,4.25,42,41.41,30,27.84,,54.2,40,,
2025-04-02,徳山,6,10:57,投票,6,尾上雅也,A1,埼玉,6.62,6.5,28,29.65,36,33.03,,52.0,30,,
2025-04-02,徳山,7,11:26,投票,1,川崎誠志,B1,山口,4.84,4.84,69,38.29,16,35.19,,52.0,42,,
2025-04-02,徳山,7,11:26,投票,2,亀本勇樹,B1,広島,3.82,5.0,13,32.06,75,29.52,,57.2,63,,
2025-04-02,徳山,7,11:26,投票,3,河合三弘,B1,愛知,5.26,4.88,17,30.38,17,22.73,,53.2,54,,
2025-04-02,徳山,7,11:26,投票,4,吉田和仁,B1,滋賀,4.51,0.0,23,32.13,32,34.51,,55.0,41,,
2025-04-02,徳山,7,11:26,投票,5,高山智至,B1,滋賀,5.12,3.79,11,34.86,73,43.64,,55.6,40,,
2025-04-02,徳山,7,11:26,投票,6,坂本一真,B1,東京,2.55,0.0,58,42.24,65,26.67,,53.3,23,,
2025-04-02,徳山,8,12:02,投票,1,井内将太郎,A2,広島,5.86,6.83,49,29.61,37,49.47,,52.0,40,,
2025-04-02,徳山,8,12:02,投票,2,前川守嗣,B1,福岡,5.32,5.61,40,41.15,14,29.59,,58.1,43,,
2025-04-02,徳山,8,12:02,投票,3,眞鳥康太,B1,長崎,4.8,4.33,64,35.29,25,37.04,,55.0,30,,
2025-04-02,徳山,8,12:02,投票,4,稗田聖也,B1,福岡,5.75,5.5,19,42.42,74,27.08,,53.0,36,,
2025-04-02,徳山,8,12:02,投票,5,赤峰和也,B1,佐賀,4.22,3.77,53,40.65,20,40.74,,52.0,55,,
2025-04-02,徳山,8,12:02,投票,6,松本一毅,A2,大阪,5.15,6.12,56,38.18,61,29.82,,52.0,30,,
2025-04-02,徳山,9,12:33,投票,1,中亮太,A2,福岡,6.13,6.54,66,35.06,72,38.39,,52.6,27,,
2025-04-02,徳山,9,12:33,投票,2,正木聖賢,B1,広島,4.92,6.27,27,45.09,46,36.13,,55.9,50,,
2025-04-02,徳山,9,12:33,投票,3,大場広孝,B1,福岡,5.15,4.62,52,34.8,42,25.93,,55.5,42,,
2025-04-02,徳山,9,12:33,投票,4,汐崎正則,B1,愛知,4.34,1.57,68,31.19,67,33.93,,52.7,48,,
2025-04-02,徳山,9,12:33,投票,5,浦田晃嗣,B1,佐賀,4.42,3.56,51,34.72,55,28.57,,55.7,43,,
2025-04-02,徳山,9,12:33,投票,6,山下和彦,A1,広島,5.78,3.88,30,30.05,22,23.08,,52.0,55,,
2025-04-02,徳山,10,13:05,投票,1,尾上雅也,A1,埼玉,6.62,6.5,28,29.65,36,33.03,,52.0,30,,
2025-04-02,徳山,10,13:05,投票,2,高橋英之,A2,東京,5.2,5.95,46,24.47,13,32.73,,52.7,50,,
2025-04-02,徳山,10,13:05,投票,3,中村尊,A1,埼玉,6.1,0.0,12,30.92,54,28.95,,53.8,44,,
2025-04-02,徳山,10,13:05,投票,4,久田武,A2,愛知,5.67,5.75,22,34.1,15,34.86,,52.2,51,,
2025-04-02,徳山,10,13:05,投票,5,奥平拓也,B1,東京,4.8,0.0,63,35.81,50,33.33,,52.0,54,,
2025-04-02,徳山,10,13:05,投票,6,森田昭彦,B2,福岡,3.32,2.71,57,31.47,57,20.45,,55.9,52,,
2025-04-02,徳山,11,13:41,投票,1,君島秀三,A1,滋賀,6.54,7.31,45,36.07,11,26.73,,52.0,44,,
2025-04-02,徳山,11,13:41,投票,2,白井英治,A1,山口,6.97,8.71,59,30.23,35,28.72,,53.7,48,,
2025-04-02,徳山,11,13:41,投票,3,芦澤望,A2,東京,5.37,0.0,14,38.57,39,35.85,,54.9,47,,
2025-04-02,徳山,11,13:41,投票,4,長尾章平,A1,山口,6.65,6.35,29,34.68,76,0.0,,53.1,40,,
2025-04-02,徳山,11,13:41,投票,5,真庭明志,A2,長崎,4.69,7.16,32,30.96,29,28.0,,52.0,41,,
2025-04-02,徳山,11,13:41,投票,6,後藤隼之,B1,東京,5.2,4.89,24,31.68,62,47.37,,53.7,37,,
